origin,destination,expanded_workers_2010,sample_records
3300308,3302601,36.9508889291214,3
3300308,3302809,115.1729030955812,11
3300308,3302908,19.9505101055918,1
3300308,3303203,17.718034103306,2
3300308,3303302,34.6751296447395,4
3300308,3303401,11.6446671713987,1
3300308,3303500,21.211317121242,2
3300308,3303609,11.1603723038716,1
3300308,3303906,14.672827724291,1
3300308,3303955,215.467919797554,21
3300308,3304003,1146.1039163092353,113
3300308,3304110,42.9506532958887,4
3300308,3304128,9.7795897070526,1
3300308,3304201,158.49888306238515,15
3300308,3304557,568.9035722005866,55
3300308,3304904,8.5459013519633,1
3300308,3305554,14.6785596743248,2
3300308,3306008,35.066334141455094,4
3300308,3306107,275.99843480332135,26
3300308,3306206,371.2879654319912,35
3300308,3306305,3707.8334958924465,367
3300308,3399999,17.2468983834174,2
3300308,3513504,11.4569250811293,1
3300308,3538006,10.6213265181487,1
3300308,3549904,24.7650407244952,2
3300308,3550308,60.646710203427,6
3300308,3554102,2.000000000002,2
3300308,8888888,40.7895337745751,4
3300407,1500602,11.04031642576,1
3300407,2910727,9.5076042968899,1
3300407,3102803,19.854984089584498,2
3300407,3104106,8.4109169950749,1
3300407,3118007,19.7503207275222,2
3300407,3118304,19.68327910683,2
3300407,3139409,10.2683050032602,1
3300407,3145901,10.2604927489122,1
3300407,3200201,10.4467005740719,1
3300407,3200607,10.763107623214,1
3300407,3205309,8.6275633657423,1
3300407,3300100,629.3880121718239,64
3300407,3300308,238.7602766283147,21
3300407,3300407,47064.48962132656,4614
3300407,3300704,20.4920903579923,2
3300407,3301009,19.0813208557612,2
3300407,3301702,62.861961500956895,7
3300407,3302007,247.48176099232015,25
3300407,3302254,131.8691677258595,13
3300407,3302403,158.44531283188817,15
3300407,3302601,20.1653241187111,2
3300407,3303302,92.3503282404903,10
3300407,3303500,65.8046358628897,6
3300407,3303807,8.0956042652299,1
3300407,3303906,21.2432492660987,2
3300407,3303955,95.04883871381952,11
3300407,3304003,82.7718531524588,8
3300407,3304110,1073.7436116077542,104
3300407,3304128,201.05671265437513,20
3300407,3304144,41.3494884397835,4
3300407,3304201,2275.5657094768017,225
3300407,3304409,76.1751833228125,6
3300407,3304557,836.9138454882692,82
3300407,3304904,12.4239140874876,1
3300407,3305109,8.4799592944964,1
3300407,3305554,28.1007612531145,3
3300407,3306008,9.403603807571,1
3300407,3306107,45.4686278815509,4
3300407,3306206,12.1477470871148,1
3300407,3306305,12034.260849582795,1177
3300407,3399999,32.3481907605754,3
3300407,3503158,26.0908781096633,2
3300407,3503307,10.2034833293665,1
3300407,3504909,64.1589149381089,7
3300407,3505708,8.6226954479551,1
3300407,3508504,6.1920545059841,1
3300407,3509502,13.549724373816,1
3300407,3513405,21.3526689856123,2
3300407,3513504,14.1763941004326,1
3300407,3518800,9.8677996202245,1
3300407,3524402,8.0215555968981,1
3300407,3530607,11.1917244555125,1
3300407,3536505,10.662272789306,1
3300407,3541901,5.5899458591883,1
3300407,3549102,9.3846432501549,1
3300407,3549904,22.3098514055239,2
3300407,3550308,125.96548776334501,13
3300407,3550605,7.6188262992388,1
3300407,3550704,8.6505594973987,1
3300407,3551009,16.602253164472,1
3300407,3554102,13.3612779581937,1
3300407,3599999,12.2746467157483,1
3300407,4101804,29.545373391742,2
3300407,4106902,11.6132957778197,1
3300407,5003702,8.0955534733694,1
3300407,8888888,88.56946444267129,9
3300456,1501402,22.8760251631535,1
3300456,1600105,22.9932735771423,1
3300456,2499999,19.8682056264342,1
3300456,2611606,40.4630877513939,2
3300456,2704708,19.0368155062367,1
3300456,2804805,21.4325970427167,1
3300456,3136702,63.7477560657278,3
3300456,3138401,21.7856652628341,1
3300456,3141801,16.9826411726588,1
3300456,3300100,150.47112716576981,7
3300456,3300209,23.3506673448857,1
3300456,3300407,43.7425758827292,2
3300456,3300456,52638.45445301621,2558
3300456,3300506,20.8701943163478,1
3300456,3301009,67.5070292941081,3
3300456,3301702,11616.498136437427,561
3300456,3301900,20.9037744870769,1
3300456,3302007,160.28831868432562,8
3300456,3302205,20.3014428002338,1
3300456,3302270,42.5197702241056,2
3300456,3302403,362.7799438329323,17
3300456,3302502,137.4729016340931,6
3300456,3302601,20.2002471434713,1
3300456,3302858,778.3596646488935,36
3300456,3303203,535.3915416066174,24
3300456,3303302,1029.6183426029997,51
3300456,3303500,10622.587390965213,512
3300456,3303856,42.4974813296524,2
3300456,3303906,86.28312405293559,4
3300456,3304144,384.7923221693905,18
3300456,3304201,19.3488811818839,1
3300456,3304557,66861.70524745512,3220
3300456,3304904,37.0271824199017,2
3300456,3305109,5920.713033646747,286
3300456,3305554,17.2730410881408,1
3300456,3305802,20.429058850416,1
3300456,3306305,58.5015709786382,3
3300456,3399999,699.5434210082796,34
3300456,3530607,20.9835957757485,1
3300456,3543303,25.0206379841834,1
3300456,3543402,17.5753287068675,1
3300456,3549904,24.9208349538831,1
3300456,3550308,189.4782314110095,9
3300456,3599999,23.7252240154633,1
3300456,4212502,20.391079960553,1
3300456,4307708,17.113905490147,1
3300456,4314902,21.688234228406,1
