id,commuters
RES_3393,435
RES_3394,1457
RES_3395,584
RES_3396,1404
RES_3397,2692
RES_3398,1162
RES_3399,1443
RES_3400,1579
RES_3401,522
RES_3402,178
RES_3403,1460
RES_3404,5
RES_3405,367
RES_3406,226
RES_3407,75
RES_3408,477
RES_3409,355
RES_3410,140
RES_3411,152
RES_3412,457
RES_3413,594
RES_3414,1723
RES_3415,465
RES_3416,2872
RES_3417,404
RES_3418,3109
RES_3419,629
RES_3420,1788
RES_3421,1253
RES_3422,1012
RES_3423,628
RES_3424,507
RES_3425,466
RES_3426,181
RES_3427,134
RES_3428,315
RES_3429,522
RES_3430,492
RES_3431,368
RES_3432,983
RES_3433,325
RES_3434,2706
RES_3435,136
RES_3436,1640
RES_3437,2169
RES_3438,644
RES_3439,2269
RES_3440,201
RES_3441,236
RES_3442,82
RES_3443,55
RES_3444,131
RES_3445,685
RES_3446,234
RES_3447,73
RES_3448,115
RES_3449,132
RES_3450,190
RES_3451,216
RES_3452,2171
RES_3453,598
RES_3454,120
RES_3455,1731
RES_3456,899
RES_3457,128
RES_3458,291
RES_3459,3136
RES_3460,145
RES_3461,195
RES_3462,455
RES_3463,948
RES_3464,2918
RES_3465,798
RES_3466,574
RES_3467,2368
RES_3468,496
RES_3469,712
RES_3470,511
RES_3471,1293
RES_3472,621
RES_3473,197
RES_3474,1761
RES_3475,1911
RES_3476,799
RES_3477,705
RES_3478,2462
RES_3479,952
RES_3480,323
RES_3481,627
RES_3482,115
RES_3483,36
RES_3484,299
RES_3485,74
RES_3486,1700
RES_3487,161
RES_3488,87
RES_3489,225
RES_3490,51
RES_3491,1399
RES_3492,2652
RES_3493,1846
RES_3494,2148
RES_3495,1837
RES_3496,519
RES_3497,482
RES_3498,860
RES_3499,407
RES_3500,387
RES_3501,235
RES_3502,619
RES_3503,4375
RES_3504,1854
RES_3505,543
RES_3506,2421
RES_3507,1289
RES_3508,2278
RES_3509,240
RES_3510,257
RES_3511,405
RES_3512,548
RES_3513,420
RES_3514,190
RES_3515,200
RES_3516,407
RES_3517,95
RES_3518,230
RES_3519,495
RES_3520,2258
RES_3521,3375
RES_3522,698
RES_3523,231
RES_3524,861
RES_3525,29
RES_3526,178
RES_3527,500
RES_3528,813
RES_3529,213
RES_3530,629
RES_3531,127
RES_3532,571
RES_3533,252
RES_3534,1017
RES_3535,1125
RES_3536,507
RES_3537,4072
RES_3538,318
RES_3539,2962
RES_3540,2676
RES_3541,659
RES_3542,1545
RES_3543,94
RES_3544,3133
RES_3545,2154
RES_3546,1674
RES_3547,1732
RES_3548,3396
RES_3549,2092
RES_3550,2221
RES_3551,4420
RES_3552,453
RES_3553,183
RES_3554,1852
RES_3555,94
RES_3556,75
RES_3557,315
RES_3558,137
RES_3559,1895
RES_3560,679
RES_3561,1063
RES_3562,2764
RES_3563,2462
RES_3564,1044
RES_3565,897
RES_3566,1486
RES_3567,1523
RES_3568,197
RES_3569,588
RES_3570,264
RES_3571,998
RES_3572,192
RES_3573,70
RES_3574,354
RES_3575,1311
RES_3576,33
RES_3577,856
RES_3578,272
RES_3579,69
RES_3580,166
RES_3581,335
RES_3582,698
RES_3583,1860
RES_3584,1199
RES_3585,262
RES_3586,159
RES_3587,89
RES_3588,152
RES_3589,255
RES_3590,731
RES_3591,3044
RES_3592,2100
RES_3593,1364
RES_3594,683
RES_3595,1936
RES_3596,2017
RES_3597,437
RES_3598,291
RES_3599,335
RES_3600,449
RES_3601,230
RES_3602,144
RES_3603,129
RES_3604,46
RES_3605,136
RES_3606,352
RES_3607,173
RES_3608,338
RES_3609,1363
RES_3610,1261
RES_3611,563
RES_3612,500
RES_3613,470
RES_3614,2523
RES_3615,3165
RES_3616,331
RES_3617,583
RES_3618,467
RES_3619,278
RES_3620,734
RES_3621,597
RES_3622,2060
RES_3623,2089
RES_3624,284
RES_3625,518
RES_3626,210
RES_3627,998
RES_3628,2249
RES_3629,294
RES_3630,1665
RES_3631,287
RES_3632,917
RES_3633,183
RES_3634,1602
RES_3635,274
RES_3636,3167
RES_3637,2277
RES_3638,742
RES_3639,2020
RES_3640,568
RES_3641,295
RES_3642,1270
RES_3643,479
RES_3644,392
RES_3645,1113
RES_3646,205
RES_3647,1085
RES_3648,708
RES_3649,1840
RES_3650,2273
RES_3651,2562
RES_3652,1286
RES_3653,4506
RES_3654,283
RES_3655,1156
RES_3656,2631
RES_3657,3622
RES_3658,1728
RES_3659,3297
RES_3660,1589
RES_3661,348
RES_3662,931
RES_3663,81
RES_3664,55
RES_3665,78
RES_3666,296
RES_3667,223
RES_3668,179
RES_3669,606
RES_3670,123
RES_3671,730
RES_3672,1997
RES_3673,987
RES_3674,1457
RES_3675,685
RES_3676,569
RES_3677,108
RES_3678,327
RES_3679,2012
RES_3680,1692
RES_3681,23
RES_3682,401
RES_3683,942
RES_3684,63
RES_3685,1242
RES_3686,165
RES_3687,91
RES_3688,208
RES_3689,223
RES_3690,582
RES_3691,662
RES_3692,560
RES_3693,2510
RES_3694,1869
RES_3695,160
RES_3696,397
RES_3697,1678
RES_3698,844
RES_3699,315
RES_3700,124
RES_3701,22
RES_3702,637
RES_3703,646
RES_3704,1822
RES_3705,1664
RES_3706,43
RES_3707,568
RES_3708,330
RES_3709,834
RES_3710,620
RES_3711,36
RES_3712,604
RES_3713,111
RES_3714,45
RES_3715,1063
RES_3716,1674
RES_3717,815
RES_3718,1762
RES_3719,909
RES_3720,1472
RES_3721,1024
RES_3722,59
RES_3723,193
RES_3724,29
RES_3725,209
RES_3726,56
RES_3727,274
RES_3728,323
RES_3729,179
RES_3730,362
RES_3731,592
RES_3732,164
RES_3733,711
RES_3734,2835
RES_3735,835
RES_3736,335
RES_3737,1596
RES_3738,2047
RES_3739,1384
RES_3740,632
RES_3741,122
RES_3742,829
RES_3743,735
RES_3744,52
RES_3745,149
RES_3746,528
RES_3747,349
RES_3748,1018
RES_3749,25
RES_3750,356
RES_3751,60
RES_3752,58
RES_3753,592
RES_3754,1820
RES_3755,1421
RES_3756,71
RES_3757,325
RES_3758,88
RES_3759,348
RES_3760,563
RES_3761,2202
RES_3762,574
RES_3763,640
RES_3764,65
RES_3765,31
RES_3766,87
RES_3767,1889
RES_3768,2384
RES_3769,880
RES_3770,2661
RES_3771,3116
RES_3772,1153
RES_3773,484
RES_3774,591
RES_3775,446
RES_3776,222
RES_3777,177
RES_3778,1693
RES_3779,1575
RES_3780,620
RES_3781,729
RES_3782,575
RES_3783,544
RES_3784,400
RES_3785,117
RES_3786,571
RES_3787,192
RES_3788,922
RES_3789,375
RES_3790,641
RES_3791,3138
RES_3792,2810
RES_3793,1589
RES_3794,1354
RES_3795,122
RES_3796,213
RES_3797,45
RES_3798,40
RES_3799,1185
RES_3800,2604
RES_3801,698
RES_3802,209
RES_3803,1197
RES_3804,2497
RES_3805,2590
RES_3806,1865
RES_3807,158
RES_3808,730
RES_3809,79
RES_3810,100
RES_3811,31
RES_3812,10
RES_3813,124
RES_3814,79
RES_3815,527
RES_3816,2426
RES_3817,1119
RES_3818,1445
RES_3819,166
RES_3820,193
RES_3821,425
RES_3822,1508
RES_3823,2904
RES_3824,821
RES_3825,474
RES_3826,22
RES_3827,204
RES_3828,260
RES_3829,65
RES_3830,43
RES_3831,298
RES_3832,114
RES_3833,945
RES_3834,124
RES_3835,762
RES_3836,588
RES_3837,240
RES_3838,281
RES_3839,274
RES_3840,20
RES_3841,230
RES_3842,681
RES_3843,240
RES_3844,1348
RES_3845,130
RES_3846,79
RES_3847,165
RES_3848,3340
RES_3849,2211
RES_3850,412
RES_3851,1515
RES_3852,28
RES_3853,34
RES_3854,494
RES_3855,994
RES_3856,3666
RES_3857,1461
RES_3858,211
RES_3859,390
RES_3860,253
RES_3861,1001
RES_3862,564
RES_3863,4863
RES_3864,2392
RES_3865,222
RES_3866,2831
RES_3867,93
RES_3868,324
RES_3869,1365
RES_3870,300
RES_3871,315
RES_3872,318
RES_3873,375
RES_3874,922
RES_3875,1
RES_3876,962
RES_3877,1409
RES_3878,1247
RES_3879,1188
RES_3880,298
RES_3881,399
RES_3882,2510
RES_3883,3039
RES_3884,440
RES_3885,193
RES_3886,399
RES_3887,111
RES_3888,1574
RES_3889,100
RES_3890,359
RES_3891,71
RES_3892,24
RES_3893,165
RES_3894,137
RES_3895,5
RES_3896,26
RES_3897,45
RES_3898,4313
RES_3899,303
RES_3900,169
RES_3901,1279
RES_3902,598
RES_3903,1454
RES_3904,145
RES_3905,103
RES_3906,56
RES_3907,96
RES_3908,610
RES_3909,1759
RES_3910,181
RES_3911,253
RES_3912,371
RES_3913,56
RES_3914,53
RES_3915,888
RES_3916,35
RES_3917,307
RES_3918,106
RES_3919,305
RES_3920,2311
RES_3921,946
RES_3922,202
RES_3923,83
RES_3924,96
RES_3925,6829
RES_3926,10468
RES_3927,3342
RES_3928,471
RES_3929,1022
RES_3930,261
RES_3931,173
RES_3932,289
RES_3933,335
RES_3934,404
RES_3935,360
RES_3936,551
RES_3937,201
RES_3938,31
RES_3939,259
RES_3940,368
RES_3941,49
RES_3942,128
RES_3943,1297
RES_3944,439
RES_3945,149
RES_3946,2214
RES_3947,2
RES_3948,2101
RES_3949,2227
RES_3950,494
RES_3951,742
RES_3952,961
RES_3953,1948
RES_3954,585
RES_3955,272
RES_3956,993
RES_3957,179
RES_3958,281
RES_3959,816
RES_3960,2002
RES_3961,957
RES_3962,887
RES_3963,510
RES_3964,130
RES_3965,498
RES_3966,2364
RES_3967,706
RES_3968,276
RES_3969,239
RES_3970,4244
RES_3971,908
RES_3972,1177
RES_3973,4190
RES_3974,193
RES_3975,71
RES_3976,105
RES_3977,84
RES_3978,60
RES_3979,5
RES_3980,62
RES_3981,132
RES_3982,540
RES_3983,12
RES_3984,1579
RES_3985,1678
RES_3986,360
RES_3987,1310
RES_3988,2077
RES_3989,2267
RES_3990,643
RES_3991,70
RES_3992,99
RES_3993,230
RES_3994,179
RES_3995,242
RES_3996,479
RES_3997,627
RES_3998,1109
RES_3999,1407
RES_4000,2387
RES_4001,1366
RES_4002,1551
RES_4003,196
RES_4004,919
RES_4005,2464
RES_4006,2486
RES_4007,803
RES_4008,268
RES_4009,117
RES_4010,3951
RES_4011,5576
RES_4012,670
RES_4013,323
RES_4014,1961
RES_4015,258
RES_4016,146
RES_4017,269
RES_4018,141
RES_4019,317
RES_4020,201
RES_4021,74
RES_4022,116
RES_4023,207
RES_4024,66
RES_4025,727
RES_4026,1434
RES_4027,174
RES_4028,1437
RES_4029,2354
RES_4030,2539
RES_4031,613
RES_4032,1983
RES_4033,2757
RES_4034,136
RES_4035,493
RES_4036,188
RES_4037,330
RES_4038,154
RES_4039,237
RES_4040,5
RES_4041,913
RES_4042,315
RES_4043,644
RES_4044,1263
RES_4045,78
RES_4046,440
RES_4047,1514
RES_4048,308
RES_4049,2432
RES_4050,2861
RES_4051,2868
RES_4052,423
RES_4053,994
RES_4054,3060
RES_4055,1541
RES_4056,1594
RES_4057,132
RES_4058,848
RES_4059,1500
RES_4060,2949
RES_4061,2144
RES_4062,163
RES_4063,1925
RES_4064,3613
RES_4065,2717
RES_4066,1445
RES_4067,161
RES_4068,622
RES_4069,391
RES_4070,197
RES_4071,308
RES_4072,30
RES_4073,43
RES_4074,109
RES_4075,344
RES_4076,185
RES_4077,151
RES_4078,445
RES_4079,25
RES_4080,158
RES_4081,194
RES_4082,183
RES_4083,124
RES_4084,79
RES_4085,388
RES_4086,17
RES_4087,1002
RES_4088,222
RES_4089,1307
RES_4090,283
RES_4091,320
RES_4092,988
RES_4093,1558
RES_4094,384
RES_4095,416
RES_4096,2135
RES_4097,709
RES_4098,809
RES_4099,246
RES_4100,465
RES_4101,388
RES_4102,144
RES_4103,60
RES_4104,1022
RES_4105,217
RES_4106,205
RES_4107,284
RES_4108,222
RES_4109,58
RES_4110,949
RES_4111,80
RES_4112,943
RES_4113,2309
RES_4114,1852
RES_4115,2137
RES_4116,3219
RES_4117,1758
RES_4118,998
RES_4119,762
RES_4120,1701
RES_4121,692
RES_4122,683
RES_4123,407
RES_4124,219
RES_4125,365
RES_4126,966
RES_4127,1364
RES_4128,302
RES_4129,339
RES_4130,347
RES_4131,302
RES_4132,113
RES_4133,434
RES_4134,441
RES_4135,1308
RES_4136,295
RES_4137,225
RES_4138,260
RES_4139,372
RES_4140,1819
RES_4141,856
RES_4142,1501
RES_4143,2555
RES_4144,846
RES_4145,962
RES_4146,1902
RES_4147,579
RES_4148,297
RES_4149,737
RES_4150,177
RES_4151,277
RES_4152,228
RES_4153,32
RES_4154,161
RES_4155,571
RES_4156,500
RES_4157,811
RES_4158,1445
RES_4159,391
RES_4160,193
RES_4161,851
RES_4162,1366
RES_4163,287
RES_4164,29
RES_4165,246
RES_4166,461
RES_4167,303
RES_4168,1122
RES_4169,144
RES_4170,250
RES_4171,231
RES_4172,389
RES_4173,262
RES_4174,277
RES_4175,217
RES_4176,1391
RES_4177,607
RES_4178,268
RES_4179,741
RES_4180,598
RES_4181,27
RES_4182,727
RES_4183,325
RES_4184,738
RES_4185,156
RES_4186,535
RES_4187,352
RES_4188,435
RES_4189,2782
RES_4190,1384
RES_4191,34
RES_4192,878
RES_4193,274
RES_4194,596
RES_4195,152
RES_4196,716
RES_4197,246
RES_4198,332
RES_4199,1448
RES_4200,2722
RES_4201,747
RES_4202,518
RES_4203,2458
RES_4204,2241
RES_4205,1412
RES_4206,4572
RES_4207,2783
RES_4208,1324
RES_4209,1955
RES_4210,1920
RES_4211,233
RES_4212,12
RES_4213,2161
RES_4214,5783
RES_4215,1739
RES_4216,1949
RES_4217,1593
RES_4218,197
RES_4219,456
RES_4220,535
RES_4221,2610
RES_4222,4088
RES_4223,2070
RES_4224,2571
RES_4225,848
RES_4226,1153
RES_4227,2844
RES_4228,215
RES_4229,340
RES_4230,201
RES_4231,63
RES_4232,389
RES_4233,1382
RES_4234,43
RES_4235,87
RES_4236,12
RES_4237,264
RES_4238,139
RES_4239,245
RES_4240,278
RES_4241,128
RES_4242,311
RES_4243,235
RES_4244,152
RES_4245,168
RES_4246,245
RES_4247,136
RES_4248,425
RES_4249,93
RES_4250,304
RES_4251,228
RES_4252,170
RES_4253,297
RES_4254,657
RES_4255,130
RES_4256,179
RES_4257,273
RES_4258,262
RES_4259,84
RES_4260,218
RES_4261,469
RES_4262,197
RES_4263,349
RES_4264,315
RES_4265,1082
RES_4266,2396
RES_4267,2421
RES_4268,1592
RES_4269,1613
RES_4270,1754
RES_4271,1616
RES_4272,850
RES_4273,3803
RES_4274,998
RES_4275,954
RES_4276,302
RES_4277,52
RES_4278,540
RES_4279,850
RES_4280,91
RES_4281,51
RES_4282,101
RES_4283,859
RES_4284,2810
RES_4285,311
RES_4286,45
RES_4287,863
RES_4288,252
RES_4289,374
RES_4290,598
RES_4291,300
RES_4292,124
RES_4293,589
RES_4294,80
RES_4295,1790
RES_4296,633
RES_4297,2
RES_4298,616
RES_4299,835
RES_4300,1846
RES_4301,78
RES_4302,2242
RES_4303,594
RES_4304,3670
RES_4305,2799
RES_4306,2132
RES_4307,2612
RES_4308,2753
RES_4309,878
RES_4310,1388
RES_4311,2108
RES_4312,2897
RES_4313,986
RES_4314,1865
RES_4315,1754
RES_4316,2610
RES_4317,4020
RES_4318,1542
RES_4319,2076
RES_4320,1610
RES_4321,3945
RES_4322,2022
RES_4323,1715
RES_4324,2803
RES_4325,313
RES_4326,505
RES_4327,3535
RES_4328,1618
RES_4329,995
RES_4330,744
RES_4331,630
RES_4332,207
RES_4333,174
RES_4334,99
RES_4335,1604
RES_4336,112
RES_4337,1049
RES_4338,425
RES_4339,1252
RES_4340,30
RES_4341,194
RES_4342,319
RES_4343,167
RES_4344,100
RES_4345,298
RES_4346,153
RES_4347,147
RES_4348,1096
RES_4349,169
RES_4350,91
RES_4351,351
RES_4352,236
RES_4353,192
RES_4354,317
RES_4355,432
RES_4356,731
RES_4357,600
RES_4358,137
RES_4359,302
RES_4360,413
RES_4361,58
RES_4362,103
RES_4363,239
RES_4364,60
RES_4365,173
RES_4366,368
RES_4367,822
RES_4368,897
RES_4369,304
RES_4370,77
RES_4371,304
RES_4372,358
RES_4373,183
RES_4374,291
RES_4375,960
RES_4376,813
RES_4377,131
RES_4378,338
RES_4379,990
RES_4380,1658
RES_4381,3042
RES_4382,1596
RES_4383,3268
RES_4384,2380
RES_4385,3218
RES_4386,1718
RES_4387,361
RES_4388,2758
RES_4389,2087
RES_4390,1392
RES_4391,1909
RES_4392,62
RES_4393,553
RES_4394,780
RES_4395,417
RES_4396,67
RES_4397,1377
RES_4398,643
RES_4399,88
RES_4400,399
RES_4401,1067
RES_4402,2803
RES_4403,884
RES_4404,2080
RES_4405,923
RES_4406,1000
RES_4407,670
RES_4408,10
RES_4409,278
RES_4410,63
RES_4411,108
RES_4412,165
RES_4413,410
RES_4414,59
RES_4415,514
RES_4416,254
RES_4417,411
RES_4418,2348
RES_4419,2342
RES_4420,181
RES_4421,1167
RES_4422,1716
RES_4423,823
RES_4424,876
RES_4425,1582
RES_4426,1881
RES_4427,1354
RES_4428,842
RES_4429,334
RES_4430,502
RES_4431,79
RES_4432,50
RES_4433,228
RES_4434,268
RES_4435,66
RES_4436,517
RES_4437,136
RES_4438,378
RES_4439,88
RES_4440,79
RES_4441,196
RES_4442,223
RES_4443,485
RES_4444,947
RES_4445,2159
RES_4446,172
RES_4447,384
RES_4448,1476
RES_4449,192
RES_4450,2
RES_4451,897
RES_4452,2526
RES_4453,2409
RES_4454,55
RES_4455,250
RES_4456,454
RES_4457,706
RES_4458,259
RES_4459,2091
RES_4460,3152
RES_4461,2093
RES_4462,1539
RES_4463,157
RES_4464,998
RES_4465,1903
RES_4466,777
RES_4467,15
RES_4468,1350
RES_4469,867
RES_4470,2212
RES_4471,2508
RES_4472,1595
RES_4473,2520
RES_4474,1661
RES_4475,216
RES_4476,203
RES_4477,428
RES_4478,1507
RES_4479,1445
RES_4480,868
RES_4481,973
RES_4482,1646
RES_4483,1761
RES_4484,1561
RES_4485,2265
RES_4486,2733
RES_4487,1829
RES_4488,546
RES_4489,1213
RES_4490,2327
RES_4491,2243
RES_4492,2100
RES_4493,841
RES_4494,687
RES_4495,1579
RES_4496,1472
RES_4497,1930
RES_4498,2522
RES_4499,644
RES_4500,434
RES_4501,190
RES_4502,183
RES_4503,428
RES_4504,2106
RES_4505,1752
RES_4506,1596
RES_4507,1435
RES_4508,639
RES_4509,711
RES_4510,2209
RES_4511,2247
RES_4512,1930
RES_4513,1413
RES_4514,51
RES_4515,78
RES_4516,13
RES_4517,1216
RES_4518,2165
RES_4519,1004
RES_4520,2344
RES_4521,959
RES_4522,186
RES_4523,1543
RES_4524,1153
RES_4525,1310
RES_4526,417
RES_4527,1510
RES_4528,644
RES_4529,864
RES_4530,841
RES_4531,1905
RES_4532,2331
RES_4533,503
RES_4534,3135
RES_4535,287
RES_4536,1479
RES_4537,1300
RES_4538,282
RES_4539,6
RES_4540,317
RES_4541,2416
RES_4542,1717
RES_4543,111
RES_4544,1747
RES_4545,2471
RES_4546,31
RES_4547,306
RES_4548,157
RES_4549,312
RES_4550,1151
RES_4551,543
RES_4552,640
RES_4553,414
RES_4554,180
RES_4555,469
RES_4556,462
RES_4557,163
RES_4558,2
RES_4559,3
RES_4560,190
RES_4561,79
RES_4562,1267
RES_4563,193
RES_4564,175
RES_4565,154
RES_4566,84
RES_4567,87
RES_4568,81
RES_4569,152
RES_4570,118
RES_4571,139
RES_4572,55
RES_4573,49
RES_4574,91
RES_4575,29
RES_4576,109
RES_4577,53
RES_4578,183
RES_4579,120
RES_4580,187
RES_4581,138
RES_4582,110
RES_4583,20
RES_4584,59
RES_4585,216
RES_4586,251
RES_4587,183
RES_4588,168
RES_4589,45
RES_4590,57
RES_4591,344
RES_4592,138
RES_4593,219
RES_4594,452
RES_4595,160
RES_4596,29
RES_4597,470
RES_4598,122
RES_4599,73
RES_4600,29
RES_4601,497
RES_4602,1044
RES_4603,127
RES_4604,128
RES_4605,846
RES_4606,838
RES_4607,1026
RES_4608,977
RES_4609,2133
RES_4610,1703
RES_4611,476
RES_4612,161
RES_4613,1160
RES_4614,1132
RES_4615,911
RES_4616,620
RES_4617,31
RES_4618,71
RES_4619,860
RES_4620,151
RES_4621,69
RES_4622,158
RES_4623,157
RES_4624,217
RES_4625,30
RES_4626,290
RES_4627,92
RES_4628,1157
RES_4629,1327
RES_4630,736
RES_4631,2335
RES_4632,2131
RES_4633,2409
RES_4634,1323
RES_4635,384
RES_4636,1619
RES_4637,1074
RES_4638,1246
RES_4639,1830
RES_4640,1625
RES_4641,1131
RES_4642,298
RES_4643,127
RES_4644,147
RES_4645,2395
RES_4646,3022
RES_4647,478
RES_4648,758
RES_4649,109
RES_4650,193
RES_4651,91
RES_4652,181
RES_4653,442
RES_4654,83
RES_4655,417
RES_4656,530
RES_4657,218
RES_4658,1416
RES_4659,3679
RES_4660,1968
RES_4661,2307
RES_4662,3391
RES_4663,2898
RES_4664,1055
RES_4665,1986
RES_4666,1687
RES_4667,808
RES_4668,765
RES_4669,2411
RES_4670,1941
RES_4671,2875
RES_4672,1542
RES_4673,1027
RES_4674,1981
RES_4675,719
RES_4676,524
RES_4677,87
RES_4678,212
RES_4679,507
RES_4680,151
RES_4681,147
RES_4682,238
RES_4683,982
RES_4684,158
RES_4685,670
RES_4686,1377
RES_4687,484
RES_4688,143
RES_4689,1202
RES_4690,1238
RES_4691,158
RES_4692,271
RES_4693,30
RES_4694,432
RES_4695,193
RES_4696,377
RES_4697,1865
RES_4698,1695
RES_4699,1271
RES_4700,1357
RES_4701,2613
RES_4702,316
RES_4703,3
RES_4704,533
RES_4705,1502
RES_4706,2579
RES_4707,2538
RES_4708,339
RES_4709,779
RES_4710,2107
RES_4711,531
RES_4712,1735
RES_4713,731
RES_4714,2055
RES_4715,294
RES_4716,156
RES_4717,820
RES_4718,417
RES_4719,944
RES_4720,632
RES_4721,572
RES_4722,291
RES_4723,248
RES_4724,115
RES_4725,315
RES_4726,189
RES_4727,264
RES_4728,1466
RES_4729,144
RES_4730,806
RES_4731,356
RES_4732,274
RES_4733,553
RES_4734,117
RES_4735,175
RES_4736,459
RES_4737,284
RES_4738,1897
RES_4739,659
RES_4740,457
RES_4741,978
RES_4742,174
RES_4743,2
RES_4744,35
RES_4745,726
RES_4746,558
RES_4747,251
RES_4748,528
RES_4749,772
RES_4750,56
RES_4751,311
RES_4752,2898
RES_4753,39
RES_4754,1094
RES_4755,995
RES_4756,1286
RES_4757,870
RES_4758,1400
RES_4759,1816
RES_4760,23
RES_4761,1065
RES_4762,1125
RES_4763,1407
RES_4764,1335
RES_4765,2602
RES_4766,2295
RES_4767,166
RES_4768,697
RES_4769,1310
RES_4770,1964
RES_4771,2175
RES_4772,852
RES_4773,1175
RES_4774,1370
RES_4775,937
RES_4776,43
RES_4777,1187
RES_4778,1310
RES_4779,1178
RES_4780,2083
RES_4781,1779
RES_4782,1449
RES_4783,1125
RES_4784,1195
RES_4785,2840
RES_4786,377
RES_4787,770
RES_4788,274
RES_4789,123
RES_4790,1422
RES_4791,1404
RES_4792,1512
RES_4793,2580
RES_4794,1319
RES_4795,914
RES_4796,1218
RES_4797,373
RES_4798,659
RES_4799,537
RES_4800,169
RES_4801,569
RES_4802,2719
RES_4803,2408
RES_4804,997
RES_4805,563
RES_4806,729
RES_4807,2
RES_4808,2653
RES_4809,888
RES_4810,107
RES_4811,255
RES_4812,334
RES_4813,2402
RES_4814,2036
RES_4815,1659
RES_4816,788
RES_4817,269
RES_4818,301
RES_4819,1033
RES_4820,884
RES_4821,888
RES_4822,381
RES_4823,59
RES_4824,136
RES_4825,880
RES_4826,915
RES_4827,234
RES_4828,905
RES_4829,827
RES_4830,225
RES_4831,334
RES_4832,132
RES_4833,302
RES_4834,351
RES_4835,100
RES_4836,515
RES_4837,35
RES_4838,25
RES_4839,41
RES_4840,71
RES_4841,189
RES_4842,214
RES_4843,429
RES_4844,181
RES_4845,120
RES_4846,745
RES_4847,375
RES_4848,277
RES_4849,84
RES_4850,643
RES_4851,181
RES_4852,107
RES_4853,397
RES_4854,375
RES_4855,230
RES_4856,366
RES_4857,279
RES_4858,497
RES_4859,435
RES_4860,762
RES_4861,266
RES_4862,461
RES_4863,63
RES_4864,111
RES_4865,183
RES_4866,84
RES_4867,71
RES_4868,1140
RES_4869,582
RES_4870,440
RES_4871,127
RES_4872,260
RES_4873,94
RES_4874,723
RES_4875,608
RES_4876,196
RES_4877,1255
RES_4878,1936
RES_4879,1377
RES_4880,832
RES_4881,91
RES_4882,495
RES_4883,1695
RES_4884,1331
RES_4885,2281
RES_4886,1934
RES_4887,748
RES_4888,140
RES_4889,1132
RES_4890,1377
RES_4891,724
RES_4892,1901
RES_4893,849
RES_4894,92
RES_4895,575
RES_4896,124
RES_4897,307
RES_4898,67
RES_4899,55
RES_4900,127
RES_4901,29
RES_4902,49
RES_4903,45
RES_4904,370
RES_4905,762
RES_4906,196
RES_4907,283
RES_4908,111
RES_4909,282
RES_4910,1333
RES_4911,583
RES_4912,136
RES_4913,544
RES_4914,657
RES_4915,31
RES_4916,893
RES_4917,396
RES_4918,1384
RES_4919,398
RES_4920,1865
RES_4921,2075
RES_4922,618
RES_4923,1340
RES_4924,445
RES_4925,384
RES_4926,1041
RES_4927,194
RES_4928,346
RES_4929,260
RES_4930,325
RES_4931,175
RES_4932,1331
RES_4933,322
RES_4934,919
RES_4935,1082
RES_4936,1240
RES_4937,827
RES_4938,1118
RES_4939,112
RES_4940,189
RES_4941,166
RES_4942,105
RES_4943,269
RES_4944,255
RES_4945,2300
RES_4946,2116
RES_4947,1736
RES_4948,274
RES_4949,1467
RES_4950,1157
RES_4951,744
RES_4952,202
RES_4953,294
RES_4954,939
RES_4955,1834
RES_4956,2102
RES_4957,1103
RES_4958,1032
RES_4959,834
RES_4960,258
RES_4961,226
RES_4962,1295
RES_4963,1905
RES_4964,421
RES_4965,799
RES_4966,547
RES_4967,396
RES_4968,237
RES_4969,87
RES_4970,2795
RES_4971,658
RES_4972,295
RES_4973,744
RES_4974,26
RES_4975,762
RES_4976,134
RES_4977,1229
RES_4978,1709
RES_4979,1129
RES_4980,1615
RES_4981,971
RES_4982,2284
RES_4983,400
RES_4984,218
RES_4985,734
RES_4986,239
RES_4987,427
RES_4988,122
RES_4989,688
RES_4990,165
RES_4991,232
RES_4992,89
RES_4993,1077
RES_4994,494
RES_4995,996
RES_4996,1687
RES_4997,416
RES_4998,729
RES_4999,19
RES_5000,495
RES_5001,29
RES_5002,222
RES_5003,1783
RES_5004,2404
RES_5005,2705
RES_5006,2668
RES_5007,1709
RES_5008,1250
RES_5009,806
RES_5010,19
RES_5011,164
RES_5012,35
RES_5013,262
RES_5014,1306
RES_5015,75
RES_5016,526
RES_5017,43
RES_5018,773
RES_5019,2998
RES_5020,574
RES_5021,514
RES_5022,2047
RES_5023,1108
RES_5024,46
RES_5025,1673
RES_5026,2657
RES_5027,1493
RES_5028,2884
RES_5029,498
RES_5030,228
RES_5031,412
RES_5032,20
RES_5033,203
RES_5034,76
RES_5035,55
RES_5036,157
RES_5037,461
RES_5038,111
RES_5039,48
RES_5040,32
RES_5041,84
RES_5042,834
RES_5043,567
RES_5044,56
RES_5045,51
RES_5046,74
RES_5047,22
RES_5048,53
RES_5049,40
RES_5050,103
RES_5051,179
RES_5052,274
RES_5053,461
RES_5054,521
RES_5055,2168
RES_5056,194
RES_5057,2193
RES_5058,368
RES_5059,1949
RES_5060,215
RES_5061,116
RES_5062,217
RES_5063,3316
RES_5064,1793
RES_5065,594
RES_5066,462
RES_5067,3115
RES_5068,381
RES_5069,656
RES_5070,84
RES_5071,412
RES_5072,3
RES_5073,127
RES_5074,312
RES_5075,124
