id,commuters
RES_1684,1848
RES_1685,383
RES_1686,53
RES_1687,329
RES_1688,844
RES_1689,262
RES_1690,590
RES_1691,62
RES_1692,1878
RES_1693,1312
RES_1694,670
RES_1695,202
RES_1696,1311
RES_1697,3190
RES_1698,131
RES_1699,57
RES_1700,755
RES_1701,608
RES_1702,179
RES_1703,2237
RES_1704,306
RES_1705,900
RES_1706,727
RES_1707,470
RES_1708,33
RES_1709,929
RES_1710,331
RES_1711,202
RES_1712,325
RES_1713,1218
RES_1714,1562
RES_1715,265
RES_1716,754
RES_1717,372
RES_1718,641
RES_1719,780
RES_1720,19
RES_1721,2056
RES_1722,119
RES_1723,74
RES_1724,244
RES_1725,715
RES_1726,450
RES_1727,275
RES_1728,883
RES_1729,432
RES_1730,776
RES_1731,1588
RES_1732,116
RES_1733,1024
RES_1734,818
RES_1735,1855
RES_1736,15
RES_1737,10
RES_1738,1
RES_1739,794
RES_1740,1391
RES_1741,1586
RES_1742,2463
RES_1743,164
RES_1744,387
RES_1745,549
RES_1746,229
RES_1747,2367
RES_1748,279
RES_1749,166
RES_1750,149
RES_1751,313
RES_1752,441
RES_1753,330
RES_1754,1575
RES_1755,272
RES_1756,359
RES_1757,2033
RES_1758,470
RES_1759,306
RES_1760,138
RES_1761,297
RES_1762,1172
RES_1763,657
RES_1764,2172
RES_1765,293
RES_1766,1484
RES_1767,447
RES_1768,197
RES_1769,1447
RES_1770,1872
RES_1771,468
RES_1772,2737
RES_1773,1919
RES_1774,446
RES_1775,1443
RES_1776,313
RES_1777,1555
RES_1778,907
RES_1779,712
RES_1780,104
RES_1781,161
RES_1782,728
RES_1783,2358
RES_1784,356
RES_1785,69
RES_1786,648
RES_1787,370
RES_1788,2808
RES_1789,983
RES_1790,1303
RES_1791,1861
RES_1792,932
RES_1793,259
RES_1794,147
RES_1795,459
RES_1796,849
RES_1797,304
RES_1798,1427
RES_1799,1125
RES_1800,147
RES_1801,250
RES_1802,200
RES_1803,509
RES_1804,181
RES_1805,280
RES_1806,481
RES_1807,18
RES_1808,931
RES_1809,10
RES_1810,296
RES_1811,537
RES_1812,222
RES_1813,335
RES_1814,227
RES_1815,1570
RES_1816,916
RES_1817,1625
RES_1818,1528
RES_1819,44
RES_1820,1310
RES_1821,10
RES_1822,263
RES_1823,279
RES_1824,173
RES_1825,232
RES_1826,437
RES_1827,156
RES_1828,46
RES_1829,293
RES_1830,621
RES_1831,99
RES_1832,357
RES_1833,331
RES_1834,1077
RES_1835,53
RES_1836,592
RES_1837,453
RES_1838,486
RES_1839,493
RES_1840,1209
RES_1841,18
RES_1842,256
RES_1843,449
RES_1844,142
RES_1845,263
RES_1846,323
RES_1847,93
RES_1848,164
RES_1849,780
RES_1850,420
RES_1851,951
RES_1852,197
RES_1853,268
RES_1854,229
RES_1855,235
RES_1856,338
RES_1857,963
RES_1858,222
RES_1859,856
RES_1860,201
RES_1861,125
RES_1862,36
RES_1863,197
RES_1864,165
RES_1865,26
RES_1866,208
RES_1867,61
RES_1868,161
RES_1869,150
RES_1870,1186
RES_1871,2025
RES_1872,1853
RES_1873,1575
RES_1874,535
RES_1875,514
RES_1876,484
RES_1877,417
RES_1878,280
RES_1879,1470
RES_1880,87
RES_1881,2051
RES_1882,480
RES_1883,1256
RES_1884,854
RES_1885,989
RES_1886,187
RES_1887,36
RES_1888,177
RES_1889,177
RES_1890,70
RES_1891,1245
RES_1892,1578
RES_1893,888
RES_1894,6
RES_1895,267
RES_1896,514
RES_1897,235
RES_1898,262
RES_1899,380
RES_1900,312
RES_1901,558
RES_1902,45
RES_1903,484
RES_1904,188
RES_1905,291
RES_1906,17
RES_1907,193
RES_1908,59
RES_1909,655
RES_1910,1521
RES_1911,1254
RES_1912,915
RES_1913,583
RES_1914,188
RES_1915,335
RES_1916,166
RES_1917,2
RES_1918,6
RES_1919,1032
RES_1920,449
RES_1921,299
RES_1922,148
RES_1923,2909
RES_1924,518
RES_1925,2383
RES_1926,1367
RES_1927,3580
RES_1928,1432
RES_1929,245
RES_1930,985
RES_1931,1089
RES_1932,168
RES_1933,639
RES_1934,338
RES_1935,445
RES_1936,245
RES_1937,35
RES_1938,130
RES_1939,420
RES_1940,228
RES_1941,179
RES_1942,142
RES_1943,58
RES_1944,241
RES_1945,217
RES_1946,264
RES_1947,93
RES_1948,1327
RES_1949,101
RES_1950,319
RES_1951,114
RES_1952,5325
RES_1953,6614
RES_1954,8170
RES_1955,1707
RES_1956,3883
RES_1957,4784
RES_1958,613
RES_1959,36
RES_1960,229
RES_1961,641
RES_1962,872
RES_1963,778
RES_1964,5266
RES_1965,560
RES_1966,248
RES_1967,451
RES_1968,172
RES_1969,182
RES_1970,564
RES_1971,84
RES_1972,15
RES_1973,103
RES_1974,649
RES_1975,680
RES_1976,774
RES_1977,738
RES_1978,383
RES_1979,90
RES_1980,650
RES_1981,939
RES_1982,46
RES_1983,355
RES_1984,523
RES_1985,65
RES_1986,372
RES_1987,405
RES_1988,317
RES_1989,34
RES_1990,141
RES_1991,232
RES_1992,503
RES_1993,209
RES_1994,177
RES_1995,57
RES_1996,34
RES_1997,173
RES_1998,423
RES_1999,81
RES_2000,317
RES_2001,395
RES_2002,552
RES_2003,649
RES_2004,324
RES_2005,161
RES_2006,323
RES_2007,417
RES_2008,338
RES_2009,287
RES_2010,156
RES_2011,268
RES_2012,175
RES_2013,366
RES_2014,246
RES_2015,135
RES_2016,867
RES_2017,494
RES_2018,103
RES_2019,363
RES_2020,67
RES_2021,344
RES_2022,390
RES_2023,525
RES_2024,756
RES_2025,424
RES_2026,244
RES_2027,112
RES_2028,86
RES_2029,32
RES_2030,133
RES_2031,226
RES_2032,309
RES_2033,204
RES_2034,264
RES_2035,680
RES_2036,14
RES_2037,120
RES_2038,166
RES_2039,64
RES_2040,1
RES_2041,108
RES_2042,11
RES_2043,661
RES_2044,752
RES_2045,21
RES_2046,745
RES_2047,551
RES_2048,41
RES_2049,551
RES_2050,514
RES_2051,569
RES_2052,723
RES_2053,295
RES_2054,259
RES_2055,599
RES_2056,708
RES_2057,252
RES_2058,418
RES_2059,498
RES_2060,398
RES_2061,292
RES_2062,276
RES_2063,494
RES_2064,348
RES_2065,107
RES_2066,1208
RES_2067,161
RES_2068,631
RES_2069,17
RES_2070,1
RES_2071,343
RES_2072,367
RES_2073,135
RES_2074,769
RES_2075,65
RES_2076,155
RES_2077,486
RES_2078,44
RES_2079,928
RES_2080,1077
RES_2081,101
RES_2082,139
RES_2083,755
RES_2084,1664
RES_2085,135
RES_2086,520
RES_2087,204
RES_2088,4368
RES_2089,2717
RES_2090,4274
RES_2091,736
RES_2092,411
RES_2093,1054
RES_2094,34
RES_2095,199
RES_2096,252
RES_2097,308
RES_2098,98
RES_2099,91
RES_2100,311
RES_2101,954
RES_2102,299
RES_2103,228
RES_2104,467
RES_2105,97
RES_2106,116
RES_2107,34
RES_2108,121
RES_2109,156
RES_2110,1197
RES_2111,166
RES_2112,923
RES_2113,329
RES_2114,193
RES_2115,73
RES_2116,299
RES_2117,264
RES_2118,789
RES_2119,831
RES_2120,463
RES_2121,560
RES_2122,84
RES_2123,131
RES_2124,381
RES_2125,577
RES_2126,218
RES_2127,166
RES_2128,222
RES_2129,223
RES_2130,256
RES_2131,115
RES_2132,121
RES_2133,657
RES_2134,769
RES_2135,383
RES_2136,62
RES_2137,117
RES_2138,1
RES_2139,8
RES_2140,42
RES_2141,366
RES_2142,2
RES_2143,354
RES_2144,208
RES_2145,311
RES_2146,163
RES_2147,700
RES_2148,109
RES_2149,153
RES_2150,136
RES_2151,216
RES_2152,149
RES_2153,13
RES_2154,177
RES_2155,105
RES_2156,30
RES_2157,11
RES_2158,300
RES_2159,220
RES_2160,62
RES_2161,583
RES_2162,147
RES_2163,161
RES_2164,246
RES_2165,404
RES_2166,355
RES_2167,272
RES_2168,287
RES_2169,163
RES_2170,138
RES_2171,145
RES_2172,514
RES_2173,285
RES_2174,208
RES_2175,450
RES_2176,456
RES_2177,320
RES_2178,108
RES_2179,429
RES_2180,272
RES_2181,184
RES_2182,164
RES_2183,177
RES_2184,1165
RES_2185,1145
RES_2186,1070
RES_2187,589
RES_2188,244
RES_2189,56
RES_2190,274
RES_2191,1094
RES_2192,970
RES_2193,259
RES_2194,73
RES_2195,1203
RES_2196,227
RES_2197,330
RES_2198,5
RES_2199,250
RES_2200,217
RES_2201,977
RES_2202,266
RES_2203,2221
RES_2204,434
RES_2205,983
RES_2206,1151
RES_2207,989
RES_2208,297
RES_2209,1037
RES_2210,193
RES_2211,74
RES_2212,634
RES_2213,379
RES_2214,418
RES_2215,107
RES_2216,177
RES_2217,518
RES_2218,913
RES_2219,98
RES_2220,645
RES_2221,339
RES_2222,68
RES_2223,57
RES_2224,540
RES_2225,227
RES_2226,799
RES_2227,217
RES_2228,504
RES_2229,63
RES_2230,540
RES_2231,680
RES_2232,1117
RES_2233,1789
RES_2234,485
RES_2235,798
RES_2236,1563
RES_2237,917
RES_2238,319
RES_2239,726
RES_2240,112
RES_2241,1642
RES_2242,503
RES_2243,814
RES_2244,32
RES_2245,70
RES_2246,261
RES_2247,615
RES_2248,1399
RES_2249,207
RES_2250,371
RES_2251,249
RES_2252,473
RES_2253,189
RES_2254,383
RES_2255,358
RES_2256,188
RES_2257,256
RES_2258,1322
RES_2259,149
RES_2260,172
RES_2261,327
RES_2262,743
RES_2263,117
RES_2264,1778
RES_2265,688
RES_2266,206
RES_2267,648
RES_2268,204
RES_2269,1724
RES_2270,145
RES_2271,491
RES_2272,747
RES_2273,572
RES_2274,1722
RES_2275,352
RES_2276,338
RES_2277,1326
RES_2278,1854
RES_2279,624
RES_2280,295
RES_2281,310
RES_2282,2368
RES_2283,183
RES_2284,295
RES_2285,264
RES_2286,844
RES_2287,450
RES_2288,517
RES_2289,572
RES_2290,655
RES_2291,711
RES_2292,507
RES_2293,156
RES_2294,1470
RES_2295,188
RES_2296,1186
RES_2297,234
RES_2298,2447
RES_2299,763
RES_2300,2034
RES_2301,123
RES_2302,240
RES_2303,1322
RES_2304,628
RES_2305,1256
RES_2306,979
RES_2307,241
RES_2308,620
RES_2309,386
RES_2310,178
RES_2311,172
RES_2312,517
RES_2313,256
RES_2314,1191
RES_2315,486
RES_2316,565
RES_2317,1471
RES_2318,1806
RES_2319,172
RES_2320,289
RES_2321,147
RES_2322,143
RES_2323,232
RES_2324,432
RES_2325,2104
RES_2326,310
RES_2327,142
RES_2328,1584
RES_2329,916
RES_2330,228
RES_2331,72
RES_2332,707
RES_2333,186
RES_2334,220
RES_2335,661
RES_2336,474
RES_2337,1130
RES_2338,2566
RES_2339,256
RES_2340,280
RES_2341,914
RES_2342,389
RES_2343,97
RES_2344,172
RES_2345,86
RES_2346,149
RES_2347,1171
RES_2348,215
RES_2349,70
RES_2350,176
RES_2351,2206
RES_2352,1262
RES_2353,1486
RES_2354,1293
RES_2355,727
RES_2356,798
RES_2357,593
RES_2358,941
RES_2359,1460
RES_2360,257
RES_2361,331
RES_2362,1758
RES_2363,371
RES_2364,2463
RES_2365,284
RES_2366,280
RES_2367,192
RES_2368,390
RES_2369,178
RES_2370,937
RES_2371,57
RES_2372,272
RES_2373,217
RES_2374,1114
RES_2375,2446
RES_2376,1108
RES_2377,422
RES_2378,799
RES_2379,232
RES_2380,508
RES_2381,232
RES_2382,1314
RES_2383,1643
RES_2384,764
RES_2385,113
RES_2386,180
RES_2387,55
RES_2388,1911
RES_2389,249
RES_2390,1151
RES_2391,166
RES_2392,178
RES_2393,255
RES_2394,993
RES_2395,295
RES_2396,1449
RES_2397,886
RES_2398,200
RES_2399,313
RES_2400,423
RES_2401,410
RES_2402,483
RES_2403,602
RES_2404,1501
RES_2405,1071
RES_2406,614
RES_2407,1568
RES_2408,1448
RES_2409,1172
RES_2410,283
RES_2411,340
RES_2412,156
RES_2413,67
RES_2414,133
RES_2415,81
RES_2416,895
RES_2417,317
RES_2418,791
RES_2419,673
RES_2420,1352
RES_2421,723
RES_2422,274
RES_2423,29
RES_2424,1187
RES_2425,1084
RES_2426,751
RES_2427,949
RES_2428,232
RES_2429,751
RES_2430,1194
RES_2431,667
RES_2432,1503
RES_2433,745
RES_2434,344
RES_2435,730
RES_2436,80
RES_2437,358
RES_2438,154
RES_2439,211
RES_2440,67
RES_2441,324
RES_2442,194
RES_2443,477
RES_2444,306
RES_2445,132
RES_2446,541
RES_2447,135
RES_2448,725
RES_2449,353
RES_2450,1249
RES_2451,211
RES_2452,210
RES_2453,2
RES_2454,59
RES_2455,61
RES_2456,78
RES_2457,4
RES_2458,59
RES_2459,1
RES_2460,0
RES_2461,195
RES_2462,129
RES_2463,69
RES_2464,42
RES_2465,239
RES_2466,1030
RES_2467,189
RES_2468,894
RES_2469,569
RES_2470,113
RES_2471,347
RES_2472,300
RES_2473,25
RES_2474,450
RES_2475,1227
RES_2476,610
RES_2477,837
RES_2478,783
RES_2479,204
RES_2480,189
RES_2481,528
RES_2482,58
RES_2483,19
RES_2484,22
RES_2485,51
RES_2486,109
RES_2487,114
RES_2488,666
RES_2489,449
RES_2490,780
RES_2491,1164
RES_2492,102
RES_2493,897
RES_2494,791
RES_2495,549
RES_2496,42
RES_2497,4
RES_2498,10
RES_2499,19
RES_2500,137
RES_2501,80
RES_2502,48
RES_2503,46
RES_2504,74
RES_2505,11
RES_2506,35
RES_2507,976
RES_2508,719
RES_2509,299
RES_2510,496
RES_2511,1484
RES_2512,1294
RES_2513,243
RES_2514,146
RES_2515,652
RES_2516,894
RES_2517,428
RES_2518,212
RES_2519,2664
RES_2520,1131
RES_2521,771
RES_2522,235
RES_2523,137
RES_2524,218
RES_2525,139
RES_2526,233
RES_2527,335
RES_2528,104
RES_2529,190
RES_2530,906
RES_2531,698
RES_2532,456
RES_2533,138
RES_2534,856
RES_2535,275
RES_2536,947
RES_2537,399
RES_2538,249
RES_2539,1894
RES_2540,1124
RES_2541,1323
RES_2542,190
RES_2543,347
RES_2544,727
RES_2545,261
RES_2546,76
RES_2547,163
RES_2548,215
RES_2549,106
RES_2550,983
RES_2551,283
RES_2552,870
RES_2553,1259
RES_2554,241
RES_2555,261
RES_2556,532
RES_2557,319
RES_2558,220
RES_2559,466
RES_2560,501
RES_2561,311
RES_2562,893
RES_2563,632
RES_2564,235
RES_2565,115
RES_2566,135
RES_2567,73
RES_2568,63
RES_2569,141
RES_2570,355
RES_2571,798
RES_2572,373
RES_2573,40
RES_2574,204
RES_2575,313
RES_2576,314
RES_2577,64
RES_2578,115
RES_2579,57
RES_2580,27
RES_2581,367
RES_2582,415
RES_2583,2
RES_2584,116
RES_2585,224
RES_2586,466
RES_2587,726
RES_2588,1195
RES_2589,23
RES_2590,75
RES_2591,386
RES_2592,513
RES_2593,508
RES_2594,799
RES_2595,372
RES_2596,1055
RES_2597,414
RES_2598,435
RES_2599,145
RES_2600,160
RES_2601,183
RES_2602,129
RES_2603,690
RES_2604,149
RES_2605,1143
RES_2606,1215
RES_2607,1509
RES_2608,163
RES_2609,350
RES_2610,973
RES_2611,498
RES_2612,832
RES_2613,235
RES_2614,725
RES_2615,1205
RES_2616,261
RES_2617,179
RES_2618,238
RES_2619,63
RES_2620,87
RES_2621,38
RES_2622,211
RES_2623,238
RES_2624,604
RES_2625,1190
RES_2626,1887
RES_2627,251
RES_2628,404
RES_2629,350
RES_2630,1660
RES_2631,1121
RES_2632,373
RES_2633,204
RES_2634,21
RES_2635,42
RES_2636,239
RES_2637,130
RES_2638,268
RES_2639,332
RES_2640,299
RES_2641,450
RES_2642,160
RES_2643,110
RES_2644,218
RES_2645,50
RES_2646,188
RES_2647,204
RES_2648,69
RES_2649,45
RES_2650,268
RES_2651,233
RES_2652,341
RES_2653,434
RES_2654,165
RES_2655,90
RES_2656,275
RES_2657,77
RES_2658,50
RES_2659,450
RES_2660,123
RES_2661,93
RES_2662,8
RES_2663,84
RES_2664,172
RES_2665,237
RES_2666,6
RES_2667,34
RES_2668,4
RES_2669,69
RES_2670,292
RES_2671,1438
RES_2672,404
RES_2673,279
RES_2674,1004
RES_2675,1022
RES_2676,19
RES_2677,152
RES_2678,725
RES_2679,293
RES_2680,1043
RES_2681,113
RES_2682,69
RES_2683,133
RES_2684,922
RES_2685,429
RES_2686,88
RES_2687,164
RES_2688,394
RES_2689,799
RES_2690,1201
RES_2691,352
RES_2692,426
RES_2693,107
RES_2694,200
RES_2695,206
RES_2696,310
RES_2697,1148
RES_2698,530
RES_2699,828
RES_2700,90
RES_2701,118
RES_2702,232
RES_2703,131
RES_2704,50
RES_2705,597
RES_2706,424
RES_2707,562
RES_2708,815
RES_2709,135
RES_2710,239
RES_2711,25
RES_2712,81
RES_2713,109
RES_2714,62
RES_2715,27
RES_2716,29
RES_2717,283
RES_2718,124
RES_2719,23
RES_2720,42
RES_2721,182
RES_2722,264
RES_2723,178
RES_2724,16
RES_2725,63
RES_2726,81
RES_2727,129
RES_2728,63
RES_2729,327
RES_2730,38
RES_2731,57
RES_2732,93
RES_2733,34
RES_2734,35
RES_2735,26
RES_2736,73
RES_2737,28
RES_2738,15
RES_2739,56
RES_2740,12
RES_2741,63
RES_2742,28
RES_2743,73
RES_2744,6
RES_2745,169
RES_2746,86
RES_2747,35
RES_2748,109
RES_2749,65
RES_2750,147
RES_2751,484
RES_2752,237
RES_2753,204
RES_2754,68
RES_2755,95
RES_2756,33
RES_2757,23
RES_2758,11
RES_2759,23
RES_2760,51
RES_2761,42
RES_2762,39
RES_2763,21
RES_2764,61
RES_2765,7
RES_2766,10
RES_2767,353
RES_2768,33
RES_2769,29
RES_2770,381
RES_2771,368
RES_2772,531
RES_2773,855
RES_2774,40
RES_2775,1337
RES_2776,95
RES_2777,95
RES_2778,705
RES_2779,718
RES_2780,131
RES_2781,436
RES_2782,2241
RES_2783,545
RES_2784,262
RES_2785,699
RES_2786,453
RES_2787,87
RES_2788,1223
RES_2789,545
RES_2790,29
RES_2791,92
RES_2792,1
RES_2793,87
RES_2794,705
RES_2795,4
RES_2796,167
RES_2797,61
RES_2798,2
RES_2799,1
RES_2800,70
RES_2801,97
RES_2802,231
RES_2803,155
RES_2804,165
RES_2805,205
RES_2806,195
RES_2807,174
RES_2808,223
RES_2809,0
RES_2810,0
RES_2811,2
RES_2812,64
RES_2813,307
RES_2814,6
RES_2815,2
RES_2816,8
RES_2817,213
RES_2818,4
RES_2819,48
RES_2820,20
RES_2821,29
RES_2822,13
RES_2823,116
RES_2824,18
RES_2825,3
RES_2826,37
RES_2827,43
RES_2828,18
RES_2829,36
RES_2830,51
RES_2831,4
RES_2832,22
RES_2833,8
RES_2834,17
RES_2835,1
RES_2836,78
RES_2837,33
RES_2838,35
RES_2839,76
RES_2840,15
RES_2841,17
RES_2842,240
RES_2843,769
RES_2844,1828
RES_2845,897
RES_2846,782
RES_2847,542
RES_2848,1396
RES_2849,1234
RES_2850,1822
RES_2851,177
RES_2852,338
RES_2853,110
RES_2854,856
RES_2855,293
RES_2856,1172
RES_2857,473
RES_2858,799
RES_2859,228
RES_2860,441
RES_2861,326
RES_2862,137
RES_2863,409
RES_2864,514
RES_2865,180
RES_2866,379
RES_2867,715
RES_2868,247
RES_2869,44
RES_2870,122
RES_2871,281
RES_2872,30
RES_2873,297
RES_2874,168
RES_2875,931
RES_2876,341
RES_2877,80
RES_2878,229
RES_2879,471
RES_2880,407
RES_2881,248
RES_2882,23
RES_2883,42
RES_2884,73
RES_2885,176
RES_2886,182
RES_2887,169
RES_2888,173
RES_2889,36
RES_2890,453
RES_2891,162
RES_2892,196
RES_2893,294
RES_2894,417
RES_2895,420
RES_2896,589
RES_2897,386
RES_2898,12
RES_2899,192
RES_2900,113
RES_2901,60
RES_2902,1
RES_2903,3
RES_2904,18
RES_2905,164
RES_2906,308
RES_2907,132
RES_2908,143
RES_2909,121
RES_2910,560
RES_2911,770
RES_2912,1868
RES_2913,1362
RES_2914,235
RES_2915,141
RES_2916,234
RES_2917,2102
RES_2918,1282
RES_2919,1313
RES_2920,1386
RES_2921,217
RES_2922,1432
RES_2923,1685
RES_2924,2225
RES_2925,637
RES_2926,758
RES_2927,428
RES_2928,94
RES_2929,1065
RES_2930,722
RES_2931,303
RES_2932,1464
RES_2933,1100
RES_2934,989
RES_2935,727
RES_2936,175
RES_2937,471
RES_2938,87
RES_2939,80
RES_2940,24
RES_2941,0
RES_2942,0
RES_2943,0
RES_2944,1600
RES_2945,698
RES_2946,2097
RES_2947,3877
RES_2948,578
RES_2949,418
RES_2950,96
RES_2951,79
RES_2952,138
RES_2953,35
RES_2954,563
RES_2955,1703
RES_2956,636
RES_2957,714
RES_2958,945
RES_2959,238
RES_2960,248
RES_2961,2650
RES_2962,476
RES_2963,338
RES_2964,130
RES_2965,113
RES_2966,96
RES_2967,362
RES_2968,365
RES_2969,266
RES_2970,628
RES_2971,135
RES_2972,160
RES_2973,214
RES_2974,122
RES_2975,310
RES_2976,360
RES_2977,384
RES_2978,146
RES_2979,304
RES_2980,412
RES_2981,160
RES_2982,2522
RES_2983,612
RES_2984,423
RES_2985,435
RES_2986,411
RES_2987,296
RES_2988,757
RES_2989,433
RES_2990,270
RES_2991,363
RES_2992,1709
RES_2993,125
RES_2994,2036
RES_2995,312
RES_2996,136
RES_2997,634
RES_2998,116
RES_2999,817
RES_3000,2889
RES_3001,2764
RES_3002,1872
RES_3003,2120
RES_3004,169
RES_3005,539
RES_3006,437
RES_3007,654
RES_3008,195
RES_3009,429
RES_3010,245
RES_3011,141
RES_3012,82
RES_3013,166
RES_3014,173
RES_3015,401
RES_3016,823
RES_3017,146
RES_3018,62
RES_3019,399
RES_3020,205
RES_3021,1478
RES_3022,467
RES_3023,1405
RES_3024,238
RES_3025,2235
RES_3026,726
RES_3027,490
RES_3028,116
RES_3029,4433
RES_3030,6213
RES_3031,5947
RES_3032,1421
RES_3033,1156
RES_3034,0
RES_3035,718
RES_3036,454
RES_3037,586
RES_3038,2051
RES_3039,186
RES_3040,3560
RES_3041,681
RES_3042,1517
RES_3043,4694
RES_3044,572
RES_3045,3096
RES_3046,228
RES_3047,554
RES_3048,163
RES_3049,1364
RES_3050,4999
RES_3051,303
RES_3052,604
RES_3053,182
RES_3054,1327
RES_3055,29
RES_3056,822
RES_3057,378
RES_3058,278
RES_3059,327
RES_3060,520
RES_3061,51
RES_3062,1007
RES_3063,4608
RES_3064,844
RES_3065,571
RES_3066,6534
RES_3067,7957
RES_3068,560
RES_3069,117
RES_3070,3608
RES_3071,195
RES_3072,1685
RES_3073,273
RES_3074,289
RES_3075,315
RES_3076,1701
RES_3077,75
RES_3078,650
RES_3079,1069
RES_3080,177
RES_3081,94
RES_3082,1473
RES_3083,2561
RES_3084,616
RES_3085,109
RES_3086,95
RES_3087,3169
RES_3088,120
RES_3089,875
RES_3090,407
RES_3091,182
RES_3092,6341
RES_3093,6822
RES_3094,3257
RES_3095,1444
RES_3096,105
RES_3097,2422
RES_3098,10376
RES_3099,921
RES_3100,3116
RES_3101,5720
RES_3102,93
RES_3103,361
RES_3104,307
RES_3105,1047
RES_3106,367
RES_3107,1485
RES_3108,2989
RES_3109,283
RES_3110,594
RES_3111,3890
RES_3112,5310
RES_3113,216
RES_3114,1985
RES_3115,1271
RES_3116,233
RES_3117,2591
RES_3118,81
RES_3119,5473
RES_3120,539
RES_3121,3866
RES_3122,118
RES_3123,120
RES_3124,662
RES_3125,156
RES_3126,306
RES_3127,239
RES_3128,791
RES_3129,159
RES_3130,942
RES_3131,1293
RES_3132,1246
RES_3133,499
RES_3134,47
RES_3135,471
RES_3136,107
RES_3137,1245
RES_3138,157
RES_3139,1740
RES_3140,975
RES_3141,197
RES_3142,489
RES_3143,193
RES_3144,219
RES_3145,572
RES_3146,201
RES_3147,1840
RES_3148,1548
RES_3149,878
RES_3150,168
RES_3151,1046
RES_3152,98
RES_3153,250
RES_3154,939
RES_3155,3392
RES_3156,268
RES_3157,316
RES_3158,26
RES_3159,530
RES_3160,181
RES_3161,228
RES_3162,669
RES_3163,1031
RES_3164,210
RES_3165,279
RES_3166,158
RES_3167,208
RES_3168,945
RES_3169,1431
RES_3170,392
RES_3171,1124
RES_3172,1051
RES_3173,117
RES_3174,98
RES_3175,1682
RES_3176,850
RES_3177,741
RES_3178,101
RES_3179,547
RES_3180,10
RES_3181,266
RES_3182,1378
RES_3183,526
RES_3184,411
RES_3185,991
RES_3186,617
RES_3187,1856
RES_3188,931
RES_3189,1168
RES_3190,157
RES_3191,787
RES_3192,336
RES_3193,217
RES_3194,1066
RES_3195,730
RES_3196,1306
RES_3197,727
RES_3198,603
RES_3199,1445
RES_3200,63
RES_3201,78
RES_3202,94
RES_3203,823
RES_3204,320
RES_3205,252
RES_3206,64
RES_3207,1246
RES_3208,299
RES_3209,38
RES_3210,103
RES_3211,1100
RES_3212,478
RES_3213,1210
RES_3214,160
RES_3215,579
RES_3216,909
RES_3217,1553
RES_3218,3367
RES_3219,563
RES_3220,5851
RES_3221,3387
RES_3222,2580
RES_3223,4877
RES_3224,2416
RES_3225,6043
RES_3226,3014
RES_3227,3276
RES_3228,5782
RES_3229,158
RES_3230,401
RES_3231,86
RES_3232,2194
RES_3233,711
RES_3234,251
RES_3235,12
RES_3236,149
RES_3237,87
RES_3238,264
RES_3239,254
RES_3240,443
RES_3241,136
RES_3242,990
RES_3243,625
RES_3244,464
RES_3245,777
RES_3246,612
RES_3247,37
RES_3248,167
RES_3249,255
RES_3250,129
RES_3251,58
RES_3252,33
RES_3253,6
RES_3254,22
RES_3255,137
RES_3256,657
RES_3257,291
RES_3258,2
RES_3259,59
RES_3260,89
RES_3261,419
RES_3262,693
RES_3263,77
RES_3264,380
RES_3265,2746
RES_3266,1144
RES_3267,1363
RES_3268,1400
RES_3269,1577
RES_3270,91
RES_3271,598
RES_3272,3139
RES_3273,925
RES_3274,2364
RES_3275,3247
RES_3276,1170
RES_3277,5200
RES_3278,3286
RES_3279,139
RES_3280,757
RES_3281,149
RES_3282,312
RES_3283,854
RES_3284,430
RES_3285,195
RES_3286,2147
RES_3287,526
RES_3288,1712
RES_3289,89
RES_3290,5047
RES_3291,867
RES_3292,1447
RES_3293,236
RES_3294,1470
RES_3295,49
RES_3296,172
RES_3297,317
RES_3298,683
RES_3299,575
RES_3300,35
RES_3301,226
RES_3302,2515
RES_3303,2775
RES_3304,3209
RES_3305,1416
RES_3306,197
RES_3307,42
RES_3308,63
RES_3309,388
RES_3310,368
RES_3311,303
RES_3312,407
RES_3313,218
RES_3314,217
RES_3315,2392
RES_3316,359
RES_3317,1851
RES_3318,161
RES_3319,1803
RES_3320,615
RES_3321,656
RES_3322,368
RES_3323,207
RES_3324,1130
RES_3325,787
RES_3326,214
RES_3327,1032
RES_3328,142
RES_3329,117
RES_3330,209
RES_3331,726
RES_3332,2464
RES_3333,762
RES_3334,1022
RES_3335,559
RES_3336,320
RES_3337,478
RES_3338,1301
RES_3339,1304
RES_3340,81
RES_3341,926
RES_3342,3304
RES_3343,1487
RES_3344,64
RES_3345,1271
RES_3346,1075
RES_3347,69
RES_3348,607
RES_3349,78
RES_3350,99
RES_3351,986
RES_3352,58
RES_3353,112
RES_3354,98
RES_3355,183
RES_3356,189
RES_3357,1145
RES_3358,2663
RES_3359,3193
RES_3360,2105
RES_3361,3575
RES_3362,1394
RES_3363,713
RES_3364,937
RES_3365,483
RES_3366,965
RES_3367,124
RES_3368,376
RES_3369,662
RES_3370,608
RES_3371,716
RES_3372,2229
RES_3373,720
RES_3374,1331
RES_3375,2209
RES_3376,657
RES_3377,94
RES_3378,4537
RES_3379,1300
RES_3380,783
RES_3381,165
RES_3382,613
RES_3383,463
RES_3384,120
RES_3385,1029
RES_3386,60
RES_3387,416
RES_3388,144
RES_3389,236
RES_3390,2360
RES_3391,3074
RES_3392,24
