id,municipality_code,municipality,bairro,residents,resident_workers,jobs,lon,lat
RES_5296,3304557,Rio de Janeiro,Recreio dos Bandeirantes,1784,834,0,-43.444313,-23.0026549993206
RES_5297,3304557,Rio de Janeiro,Recreio dos Bandeirantes,3119,1319,0,-43.434299,-23.0012829993207
RES_5298,3304557,Rio de Janeiro,Recreio dos Bandeirantes,498,216,0,-43.429537,-22.9993139993207
RES_5299,3304557,Rio de Janeiro,Recreio dos Bandeirantes,755,320,0,-43.448572,-22.9992399993207
RES_5300,3304557,Rio de Janeiro,Recreio dos Bandeirantes,217,88,0,-43.448274,-22.9954559993208
RES_5301,3304557,Rio de Janeiro,Recreio dos Bandeirantes,661,276,0,-43.446421,-22.9969699993208
RES_5302,3304557,Rio de Janeiro,Recreio dos Bandeirantes,333,161,0,-43.445237,-22.9949369993208
RES_5303,3304557,Rio de Janeiro,Recreio dos Bandeirantes,158,67,0,-43.480467,-23.02896099932
RES_5304,3304557,Rio de Janeiro,Recreio dos Bandeirantes,341,152,0,-43.516661,-23.0196589993203
RES_5305,3304557,Rio de Janeiro,Recreio dos Bandeirantes,111,43,0,-43.508396,-23.0244249993202
RES_5306,3304557,Rio de Janeiro,Recreio dos Bandeirantes,1894,868,0,-43.484831,-23.0261519993201
RES_5307,3304557,Rio de Janeiro,Recreio dos Bandeirantes,3789,1782,0,-43.480865,-23.0251369993201
RES_5308,3304557,Rio de Janeiro,Recreio dos Bandeirantes,288,145,0,-43.476244,-23.0245239993202
RES_5309,3304557,Rio de Janeiro,Recreio dos Bandeirantes,3535,1672,0,-43.449957,-23.0033619993207
RES_5310,3304557,Rio de Janeiro,Recreio dos Bandeirantes,2765,1365,0,-43.442707,-23.0013149993207
RES_5311,3304557,Rio de Janeiro,Recreio dos Bandeirantes,328,151,0,-43.434795,-22.9994379993207
RES_5312,3304557,Rio de Janeiro,Recreio dos Bandeirantes,4962,2341,0,-43.472945,-23.0280599993201
RES_5313,3304557,Rio de Janeiro,Recreio dos Bandeirantes,187,85,0,-43.484145,-23.0178419993203
RES_5314,3304557,Rio de Janeiro,Recreio dos Bandeirantes,1319,683,0,-43.484947,-23.02947599932
RES_5315,3304557,Rio de Janeiro,Recreio dos Bandeirantes,1200,560,0,-43.476991,-23.0252919993201
RES_5316,3304557,Rio de Janeiro,Recreio dos Bandeirantes,216,96,0,-43.482285,-23.0145269993204
RES_5317,3304557,Rio de Janeiro,Recreio dos Bandeirantes,719,337,0,-43.448274,-23.0084429993205
RES_5318,3304557,Rio de Janeiro,Grumari,20,8,0,-43.539988,-23.0506939993196
RES_5319,3304557,Rio de Janeiro,Grumari,164,73,0,-43.536222,-23.0435969993197
RES_5320,3304557,Rio de Janeiro,Coelho Neto,594,230,0,-43.356394,-22.8375619993244
RES_5321,3304557,Rio de Janeiro,Coelho Neto,1104,426,0,-43.357188,-22.8370709993245
RES_5322,3304557,Rio de Janeiro,Coelho Neto,781,317,0,-43.355562,-22.8268649993247
RES_5323,3304557,Rio de Janeiro,Coelho Neto,2698,1055,0,-43.350407,-22.8379329993244
RES_5324,3304557,Rio de Janeiro,Coelho Neto,6565,2596,0,-43.350078,-22.8321919993246
RES_5325,3304557,Rio de Janeiro,Coelho Neto,7041,2746,0,-43.352057,-22.8271449993247
RES_5326,3304557,Rio de Janeiro,Coelho Neto,631,251,0,-43.344024,-22.8373459993244
RES_5327,3304557,Rio de Janeiro,Coelho Neto,4046,1568,0,-43.344453,-22.8341129993245
RES_5328,3304557,Rio de Janeiro,Coelho Neto,214,91,0,-43.345086,-22.8304269993246
RES_5329,3304557,Rio de Janeiro,Coelho Neto,558,211,0,-43.34754,-22.8376099993244
RES_5330,3304557,Rio de Janeiro,Coelho Neto,1828,756,0,-43.346376,-22.8381859993244
RES_5331,3304557,Rio de Janeiro,Coelho Neto,372,143,0,-43.34695,-22.8367819993245
RES_5332,3304557,Rio de Janeiro,Coelho Neto,39,15,0,-43.35238014328763,-22.837009100000003
RES_5333,3304557,Rio de Janeiro,Coelho Neto,309,120,0,-43.352387,-22.8363929993245
RES_5334,3304557,Rio de Janeiro,Acari,38,15,0,-43.34925,-22.8228869993248
RES_5335,3304557,Rio de Janeiro,Acari,2302,925,0,-43.346458,-22.8238519993248
RES_5336,3304557,Rio de Janeiro,Acari,2101,824,0,-43.338429,-22.8245639993247
RES_5337,3304557,Rio de Janeiro,Acari,5122,2131,0,-43.344313,-22.8246299993247
RES_5338,3304557,Rio de Janeiro,Acari,1288,541,0,-43.345639,-22.8212109993248
RES_5339,3304557,Rio de Janeiro,Acari,1518,675,0,-43.340176,-22.8240449993248
RES_5340,3304557,Rio de Janeiro,Acari,5215,2150,0,-43.337238,-22.8238899993247
RES_5341,3304557,Rio de Janeiro,Acari,8285,3478,0,-43.342383,-22.8258959993247
RES_5342,3304557,Rio de Janeiro,Acari,420,181,0,-43.340038,-22.8223169993248
RES_5343,3304557,Rio de Janeiro,Acari,3384,1394,0,-43.337397,-22.8217369993248
RES_5344,3304557,Rio de Janeiro,Barros Filho,586,208,0,-43.362864,-22.8394089993244
RES_5345,3304557,Rio de Janeiro,Barros Filho,4645,1881,0,-43.367864,-22.8323939993246
RES_5346,3304557,Rio de Janeiro,Barros Filho,2584,1162,0,-43.36032,-22.8417309993244
RES_5347,3304557,Rio de Janeiro,Barros Filho,119,45,0,-43.36047412899516,-22.83582285
RES_5348,3304557,Rio de Janeiro,Barros Filho,1704,649,0,-43.364419,-22.8376479993244
RES_5349,3304557,Rio de Janeiro,Barros Filho,3169,1267,0,-43.364808,-22.8351659993245
RES_5350,3304557,Rio de Janeiro,Barros Filho,3119,1214,0,-43.360847,-22.8389629993244
RES_5351,3304557,Rio de Janeiro,Barros Filho,654,257,0,-43.362332,-22.8366839993245
RES_5352,3304557,Rio de Janeiro,Barros Filho,1499,632,0,-43.364014,-22.8320699993245
RES_5353,3304557,Rio de Janeiro,Barros Filho,653,251,0,-43.36759,-22.8376789993244
RES_5354,3304557,Rio de Janeiro,Barros Filho,217,92,0,-43.367967,-22.8367859993245
RES_5355,3304557,Rio de Janeiro,Barros Filho,1495,592,0,-43.362223,-22.8340219993245
RES_5356,3304557,Rio de Janeiro,Barros Filho,123,49,0,-43.37352,-22.8308739993246
RES_5357,3304557,Rio de Janeiro,Costa Barros,2858,1116,0,-43.37454,-22.8255009993247
RES_5358,3304557,Rio de Janeiro,Costa Barros,1538,587,0,-43.367781,-22.8235689993248
RES_5359,3304557,Rio de Janeiro,Costa Barros,4074,1603,0,-43.367433,-22.8205859993248
RES_5360,3304557,Rio de Janeiro,Costa Barros,232,94,0,-43.363989,-22.8210099993248
RES_5361,3304557,Rio de Janeiro,Costa Barros,262,108,0,-43.361188,-22.8241359993247
RES_5362,3304557,Rio de Janeiro,Costa Barros,963,389,0,-43.365501,-22.8224999993248
RES_5363,3304557,Rio de Janeiro,Costa Barros,553,221,0,-43.363565,-22.8218629993248
RES_5364,3304557,Rio de Janeiro,Costa Barros,688,290,0,-43.376834,-22.8237519993247
RES_5365,3304557,Rio de Janeiro,Costa Barros,3026,1180,0,-43.374773,-22.8215729993248
RES_5366,3304557,Rio de Janeiro,Costa Barros,6036,2457,0,-43.36526,-22.8253739993247
RES_5367,3304557,Rio de Janeiro,Costa Barros,1035,407,0,-43.362129,-22.8246469993247
RES_5368,3304557,Rio de Janeiro,Costa Barros,95,35,0,-43.378355,-22.8259809993247
RES_5369,3304557,Rio de Janeiro,Costa Barros,3349,1379,0,-43.373242,-22.8263509993247
RES_5370,3304557,Rio de Janeiro,Costa Barros,1440,605,0,-43.369057,-22.8286149993247
RES_5371,3304557,Rio de Janeiro,Pavuna,332,117,0,-43.387196,-22.816277199999995
RES_5372,3304557,Rio de Janeiro,Pavuna,411,202,0,-43.378773,-22.8226179993248
RES_5373,3304557,Rio de Janeiro,Pavuna,6127,2350,0,-43.380423,-22.8180149993249
RES_5374,3304557,Rio de Janeiro,Pavuna,5635,2277,0,-43.382364,-22.814106999325
RES_5375,3304557,Rio de Janeiro,Pavuna,5080,1959,0,-43.376425,-22.8168779993249
RES_5376,3304557,Rio de Janeiro,Pavuna,4157,1640,0,-43.374752,-22.813346999325
RES_5377,3304557,Rio de Janeiro,Pavuna,1020,417,0,-43.3731,-22.8081549993251
RES_5378,3304557,Rio de Janeiro,Pavuna,5666,2365,0,-43.36578,-22.8169919993249
RES_5379,3304557,Rio de Janeiro,Pavuna,8613,3662,0,-43.366327,-22.811653999325
RES_5380,3304557,Rio de Janeiro,Pavuna,947,364,0,-43.369196,-22.8072119993251
RES_5381,3304557,Rio de Janeiro,Pavuna,1895,788,0,-43.356133,-22.8247309993247
RES_5382,3304557,Rio de Janeiro,Pavuna,6093,2417,0,-43.359497,-22.8182099993249
RES_5383,3304557,Rio de Janeiro,Pavuna,8498,3304,0,-43.358869,-22.811893999325
RES_5384,3304557,Rio de Janeiro,Pavuna,3318,1295,0,-43.359018,-22.8056489993252
RES_5385,3304557,Rio de Janeiro,Pavuna,391,173,0,-43.354219,-22.8240059993247
RES_5386,3304557,Rio de Janeiro,Pavuna,4360,1765,0,-43.351827,-22.8173549993249
RES_5387,3304557,Rio de Janeiro,Pavuna,3535,1384,0,-43.353599,-22.811469999325
RES_5388,3304557,Rio de Janeiro,Pavuna,2026,788,0,-43.353922,-22.8060089993252
RES_5389,3304557,Rio de Janeiro,Pavuna,5,2,0,-43.3358173120247,-22.8081836
RES_5390,3304557,Rio de Janeiro,Pavuna,129,55,0,-43.33199,-22.8054059993252
RES_5391,3304557,Rio de Janeiro,Pavuna,1252,507,0,-43.360564,-22.8227299993248
RES_5392,3304557,Rio de Janeiro,Pavuna,5751,2367,0,-43.358066,-22.8213049993248
RES_5393,3304557,Rio de Janeiro,Pavuna,995,430,0,-43.35369,-22.8223729993248
RES_5394,3304557,Rio de Janeiro,Pavuna,530,230,0,-43.354773,-22.8216979993248
RES_5395,3304557,Rio de Janeiro,Pavuna,212,95,0,-43.360682,-22.8041659993252
RES_5396,3304557,Rio de Janeiro,Pavuna,258,95,0,-43.371803,-22.812098999325
RES_5397,3304557,Rio de Janeiro,Pavuna,2320,909,0,-43.380423,-22.8189119993249
RES_5398,3304557,Rio de Janeiro,Pavuna,2745,1075,0,-43.37422,-22.8196949993248
RES_5399,3304557,Rio de Janeiro,Pavuna,699,254,0,-43.369892,-22.813406999325
RES_5400,3304557,Rio de Janeiro,Pavuna,523,210,0,-43.355862,-22.8192939993248
RES_5401,3304557,Rio de Janeiro,Pavuna,1023,404,0,-43.354401,-22.8191609993249
RES_5402,3304557,Rio de Janeiro,Pavuna,168,64,0,-43.379772,-22.8245499993247
RES_5403,3304557,Rio de Janeiro,Pavuna,141,56,0,-43.3711,-22.8170849993249
RES_5404,3304557,Rio de Janeiro,Pavuna,438,150,0,-43.37917,-22.814236999325
RES_5405,3304557,Rio de Janeiro,Pavuna,429,176,0,-43.366034,-22.8087169993251
RES_5406,3304557,Rio de Janeiro,Pavuna,1077,425,0,-43.356946,-22.8241629993247
RES_5407,3304557,Rio de Janeiro,Pavuna,109,47,0,-43.354607,-22.8236629993248
RES_5408,3304557,Rio de Janeiro,Pavuna,1008,404,0,-43.35891,-22.8235989993248
RES_5409,3304557,Rio de Janeiro,Pavuna,1759,717,0,-43.365659,-22.8185599993249
RES_5410,3304557,Rio de Janeiro,Pavuna,83,31,0,-43.34825,-22.8176429993249
RES_5411,3304557,Rio de Janeiro,Pavuna,244,99,0,-43.347372,-22.8167219993249
RES_5412,3304557,Rio de Janeiro,Pavuna,800,327,0,-43.333065,-22.8039689993252
RES_5413,3304557,Rio de Janeiro,Pavuna,326,138,0,-43.331772,-22.8038349993252
RES_5414,3304557,Rio de Janeiro,Pavuna,457,183,0,-43.37078,-22.812491999325
RES_5415,3304557,Rio de Janeiro,Pavuna,384,163,0,-43.330969,-22.8111549993251
RES_5416,3304557,Rio de Janeiro,Pavuna,2558,1041,0,-43.329984,-22.8050649993252
RES_5417,3304557,Rio de Janeiro,Pavuna,810,333,0,-43.37642,-22.8105869993251
RES_5418,3304557,Rio de Janeiro,Guaratiba,276,109,0,-43.674417,-22.9743279993213
RES_5419,3304557,Rio de Janeiro,Guaratiba,1068,423,0,-43.668594,-22.9792009993212
RES_5420,3304557,Rio de Janeiro,Guaratiba,2365,924,0,-43.669735,-22.9744959993213
RES_5421,3304557,Rio de Janeiro,Guaratiba,444,168,0,-43.661276,-22.986592999321
RES_5422,3304557,Rio de Janeiro,Guaratiba,1456,539,0,-43.662767,-22.9814529993211
RES_5423,3304557,Rio de Janeiro,Guaratiba,785,291,0,-43.66186,-22.9764169993213
RES_5424,3304557,Rio de Janeiro,Guaratiba,1292,510,0,-43.660753,-22.9673349993215
RES_5425,3304557,Rio de Janeiro,Guaratiba,1048,414,0,-43.653605,-22.985990999321
RES_5426,3304557,Rio de Janeiro,Guaratiba,5781,2466,0,-43.652448,-22.9804069993212
RES_5427,3304557,Rio de Janeiro,Guaratiba,6214,2693,0,-43.652439,-22.9733489993213
RES_5428,3304557,Rio de Janeiro,Guaratiba,723,312,0,-43.653966,-22.9687079993214
RES_5429,3304557,Rio de Janeiro,Guaratiba,363,145,0,-43.650561,-22.9625729993216
RES_5430,3304557,Rio de Janeiro,Guaratiba,1073,457,0,-43.647148,-22.985697999321
RES_5431,3304557,Rio de Janeiro,Guaratiba,3199,1362,0,-43.645578,-22.9801189993211
RES_5432,3304557,Rio de Janeiro,Guaratiba,6559,2830,0,-43.646439,-22.9732069993213
RES_5433,3304557,Rio de Janeiro,Guaratiba,93,40,0,-43.647322,-22.9667759993215
RES_5434,3304557,Rio de Janeiro,Guaratiba,312,128,0,-43.6460194,-22.961282349999998
RES_5435,3304557,Rio de Janeiro,Guaratiba,432,173,0,-43.637304,-22.988699999321
RES_5436,3304557,Rio de Janeiro,Guaratiba,1208,520,0,-43.640415,-22.9783529993212
RES_5437,3304557,Rio de Janeiro,Guaratiba,2988,1241,0,-43.639687,-22.9736339993213
RES_5438,3304557,Rio de Janeiro,Guaratiba,758,311,0,-43.635728,-22.9679119993215
RES_5439,3304557,Rio de Janeiro,Guaratiba,617,254,0,-43.62659,-23.0037889993206
RES_5440,3304557,Rio de Janeiro,Guaratiba,438,185,0,-43.627251,-22.9928489993209
RES_5441,3304557,Rio de Janeiro,Guaratiba,1652,669,0,-43.63076,-22.986484999321
RES_5442,3304557,Rio de Janeiro,Guaratiba,913,388,0,-43.624435207481795,-22.998523399999996
RES_5443,3304557,Rio de Janeiro,Guaratiba,3317,1419,0,-43.622992,-22.9936569993209
RES_5444,3304557,Rio de Janeiro,Guaratiba,1170,507,0,-43.626103,-22.9903949993209
RES_5445,3304557,Rio de Janeiro,Guaratiba,1049,435,0,-43.621235,-22.9832009993211
RES_5446,3304557,Rio de Janeiro,Guaratiba,426,175,0,-43.620569399999994,-22.97015485
RES_5447,3304557,Rio de Janeiro,Guaratiba,500,219,0,-43.620305,-22.9667089993215
RES_5448,3304557,Rio de Janeiro,Guaratiba,780,327,0,-43.623095,-22.9595059993216
RES_5449,3304557,Rio de Janeiro,Guaratiba,1642,750,0,-43.614946,-22.9993809993207
RES_5450,3304557,Rio de Janeiro,Guaratiba,1874,815,0,-43.614403,-22.9955209993208
RES_5451,3304557,Rio de Janeiro,Guaratiba,565,232,0,-43.612423,-22.9704289993214
RES_5452,3304557,Rio de Janeiro,Guaratiba,4292,1824,0,-43.614193,-22.9652979993215
RES_5453,3304557,Rio de Janeiro,Guaratiba,2462,1031,0,-43.615289,-22.9592739993217
RES_5454,3304557,Rio de Janeiro,Guaratiba,4,2,0,-43.612646,-22.942729999322
RES_5455,3304557,Rio de Janeiro,Guaratiba,1283,525,0,-43.606061,-22.9706349993214
RES_5456,3304557,Rio de Janeiro,Guaratiba,4733,1954,0,-43.60719,-22.9648349993215
RES_5457,3304557,Rio de Janeiro,Guaratiba,5921,2437,0,-43.605733,-22.9585599993217
RES_5458,3304557,Rio de Janeiro,Guaratiba,4555,1854,0,-43.607225,-22.9513349993218
RES_5459,3304557,Rio de Janeiro,Guaratiba,295,122,0,-43.604065303522155,-22.945835900000006
RES_5460,3304557,Rio de Janeiro,Guaratiba,640,275,0,-43.596277,-22.9910429993209
RES_5461,3304557,Rio de Janeiro,Guaratiba,321,132,0,-43.596993,-22.9744639993213
RES_5462,3304557,Rio de Janeiro,Guaratiba,1718,713,0,-43.601062,-22.9639559993215
RES_5463,3304557,Rio de Janeiro,Guaratiba,2128,890,0,-43.602185,-22.9587119993216
RES_5464,3304557,Rio de Janeiro,Guaratiba,2786,1157,0,-43.598939,-22.9505429993219
RES_5465,3304557,Rio de Janeiro,Guaratiba,3431,1400,0,-43.598749,-22.943562999322
RES_5466,3304557,Rio de Janeiro,Guaratiba,8,3,0,-43.603309,-22.9959429993208
RES_5467,3304557,Rio de Janeiro,Guaratiba,7,2,0,-43.593812,-22.9936399993208
RES_5468,3304557,Rio de Janeiro,Guaratiba,1152,510,0,-43.593827,-22.988953999321
RES_5469,3304557,Rio de Janeiro,Guaratiba,435,181,0,-43.591413,-22.9781769993212
RES_5470,3304557,Rio de Janeiro,Guaratiba,2262,962,0,-43.592094,-22.9719239993213
RES_5471,3304557,Rio de Janeiro,Guaratiba,493,218,0,-43.592865,-22.9675599993215
RES_5472,3304557,Rio de Janeiro,Guaratiba,97,38,0,-43.587789,-22.9586189993217
RES_5473,3304557,Rio de Janeiro,Guaratiba,1556,636,0,-43.592963,-22.9492939993219
RES_5474,3304557,Rio de Janeiro,Guaratiba,2884,1216,0,-43.59254,-22.942943999322
RES_5475,3304557,Rio de Janeiro,Guaratiba,801,352,0,-43.59075,-22.9399319993221
RES_5476,3304557,Rio de Janeiro,Guaratiba,1968,820,0,-43.583023,-22.9812199993211
RES_5477,3304557,Rio de Janeiro,Guaratiba,1165,474,0,-43.585396,-22.9712139993214
RES_5478,3304557,Rio de Janeiro,Guaratiba,448,192,0,-43.58572875568436,-22.9642819
RES_5479,3304557,Rio de Janeiro,Guaratiba,836,356,0,-43.584305,-22.9595449993216
RES_5480,3304557,Rio de Janeiro,Guaratiba,1293,571,0,-43.582878,-22.9484269993219
RES_5481,3304557,Rio de Janeiro,Guaratiba,4153,1802,0,-43.585001,-22.942551999322
RES_5482,3304557,Rio de Janeiro,Guaratiba,919,399,0,-43.58241,-22.9372619993221
RES_5483,3304557,Rio de Janeiro,Guaratiba,92,46,0,-43.574456,-23.0567559993194
RES_5484,3304557,Rio de Janeiro,Guaratiba,751,320,0,-43.578464,-22.9907739993209
RES_5485,3304557,Rio de Janeiro,Guaratiba,480,246,0,-43.574743,-22.986477999321
RES_5486,3304557,Rio de Janeiro,Guaratiba,740,311,0,-43.577998,-22.9731779993213
RES_5487,3304557,Rio de Janeiro,Guaratiba,253,100,0,-43.580807,-22.9586589993217
RES_5488,3304557,Rio de Janeiro,Guaratiba,136,52,0,-43.57663,-22.9597479993216
RES_5489,3304557,Rio de Janeiro,Guaratiba,79,31,0,-43.577715,-22.9515529993218
RES_5490,3304557,Rio de Janeiro,Guaratiba,1464,617,0,-43.579164,-22.943101999322
RES_5491,3304557,Rio de Janeiro,Guaratiba,1021,431,0,-43.579738,-22.9374689993222
RES_5492,3304557,Rio de Janeiro,Guaratiba,544,287,0,-43.563531,-22.9908479993209
RES_5493,3304557,Rio de Janeiro,Guaratiba,234,91,0,-43.570518,-22.9695969993214
RES_5494,3304557,Rio de Janeiro,Guaratiba,147,58,0,-43.568681,-22.9541019993218
RES_5495,3304557,Rio de Janeiro,Guaratiba,1131,477,0,-43.565051,-22.9493089993219
RES_5496,3304557,Rio de Janeiro,Guaratiba,1827,873,0,-43.560941,-22.9910279993209
RES_5497,3304557,Rio de Janeiro,Guaratiba,100,39,0,-43.559092,-22.985869999321
RES_5498,3304557,Rio de Janeiro,Guaratiba,326,135,0,-43.56234878307646,-22.9831402
RES_5499,3304557,Rio de Janeiro,Guaratiba,409,178,0,-43.564019,-22.9549919993217
RES_5500,3304557,Rio de Janeiro,Guaratiba,804,336,0,-43.560567,-22.9532489993218
RES_5501,3304557,Rio de Janeiro,Guaratiba,285,111,0,-43.5549024,-23.046738150000003
RES_5502,3304557,Rio de Janeiro,Guaratiba,1401,582,0,-43.551443,-22.9931809993209
RES_5503,3304557,Rio de Janeiro,Guaratiba,502,215,0,-43.550772,-22.9823779993211
RES_5504,3304557,Rio de Janeiro,Guaratiba,160,66,0,-43.5509239,-22.9738228
RES_5505,3304557,Rio de Janeiro,Guaratiba,226,94,0,-43.542468,-23.0066079993206
RES_5506,3304557,Rio de Janeiro,Guaratiba,1050,425,0,-43.544604,-23.0002199993207
RES_5507,3304557,Rio de Janeiro,Guaratiba,509,218,0,-43.543287,-22.9960769993208
RES_5508,3304557,Rio de Janeiro,Guaratiba,493,207,0,-43.546071,-22.9851149993211
RES_5509,3304557,Rio de Janeiro,Guaratiba,302,120,0,-43.544751,-22.9776429993212
RES_5510,3304557,Rio de Janeiro,Guaratiba,340,143,0,-43.54255,-22.9730599993213
RES_5511,3304557,Rio de Janeiro,Guaratiba,485,178,0,-43.537663,-23.0088439993205
RES_5512,3304557,Rio de Janeiro,Guaratiba,1027,413,0,-43.537737,-23.0025799993207
RES_5513,3304557,Rio de Janeiro,Guaratiba,463,193,0,-43.534579,-22.9961989993208
RES_5514,3304557,Rio de Janeiro,Guaratiba,60,25,0,-43.534064,-22.9815869993211
RES_5515,3304557,Rio de Janeiro,Guaratiba,61,24,0,-43.537978,-22.9594159993216
RES_5516,3304557,Rio de Janeiro,Guaratiba,515,222,0,-43.582871,-22.9376419993221
RES_5517,3304557,Rio de Janeiro,Guaratiba,263,112,0,-43.564272,-22.9578729993217
RES_5518,3304557,Rio de Janeiro,Guaratiba,1539,658,0,-43.573268,-22.9575839993217
RES_5519,3304557,Rio de Janeiro,Guaratiba,172,75,0,-43.542691,-23.0089069993205
RES_5520,3304557,Rio de Janeiro,Guaratiba,2443,990,0,-43.582927,-22.9564499993217
RES_5521,3304557,Rio de Janeiro,Guaratiba,883,352,0,-43.577362,-22.987238999321
RES_5522,3304557,Rio de Janeiro,Guaratiba,306,127,0,-43.601804,-22.9461669993219
RES_5523,3304557,Rio de Janeiro,Guaratiba,220,96,0,-43.602215,-22.944812999322
RES_5524,3304557,Rio de Janeiro,Guaratiba,68,27,0,-43.618026,-22.9693559993214
RES_5525,3304557,Rio de Janeiro,Guaratiba,882,365,0,-43.617556,-22.9678759993214
RES_5526,3304557,Rio de Janeiro,Guaratiba,1407,592,0,-43.592603,-22.944837999322
RES_5527,3304557,Rio de Janeiro,Guaratiba,590,244,0,-43.582474,-22.9736009993213
RES_5528,3304557,Rio de Janeiro,Guaratiba,448,181,0,-43.652749,-22.985933999321
RES_5529,3304557,Rio de Janeiro,Guaratiba,511,201,0,-43.544516,-23.0100699993205
RES_5530,3304557,Rio de Janeiro,Guaratiba,680,274,0,-43.572593,-22.9552829993217
RES_5531,3304557,Rio de Janeiro,Guaratiba,194,83,0,-43.570857,-22.9552059993217
RES_5532,3304557,Rio de Janeiro,Guaratiba,369,158,0,-43.657127,-22.9732029993213
RES_5533,3304557,Rio de Janeiro,Guaratiba,117,48,0,-43.655416,-22.9742259993213
RES_5534,3304557,Rio de Janeiro,Guaratiba,170,71,0,-43.655505,-22.9716139993214
RES_5535,3304557,Rio de Janeiro,Guaratiba,136,59,0,-43.653907,-22.9722569993213
RES_5536,3304557,Rio de Janeiro,Guaratiba,253,116,0,-43.64864,-22.9821379993211
RES_5537,3304557,Rio de Janeiro,Guaratiba,2297,946,0,-43.600321,-22.9487599993219
RES_5538,3304557,Rio de Janeiro,Guaratiba,180,71,0,-43.550793,-22.987993999321
RES_5539,3304557,Rio de Janeiro,Guaratiba,227,96,0,-43.584224,-22.9941339993208
RES_5540,3304557,Rio de Janeiro,Guaratiba,299,128,0,-43.651992,-22.9757839993213
RES_5541,3304557,Rio de Janeiro,Guaratiba,234,96,0,-43.645977,-22.9745129993213
RES_5542,3304557,Rio de Janeiro,Guaratiba,988,413,0,-43.6304,-22.9711739993214
RES_5543,3304557,Rio de Janeiro,Guaratiba,365,149,0,-43.579722,-22.9589959993217
RES_5544,3304557,Rio de Janeiro,Guaratiba,513,215,0,-43.57806,-22.9613129993216
RES_5545,3304557,Rio de Janeiro,Guaratiba,1499,607,0,-43.576023,-22.9575759993217
RES_5546,3304557,Rio de Janeiro,Guaratiba,379,158,0,-43.59035865,-22.943380649999995
RES_5547,3304557,Rio de Janeiro,Guaratiba,2605,1096,0,-43.609729,-22.9595739993216
RES_5548,3304557,Rio de Janeiro,Guaratiba,540,240,0,-43.645973,-22.9698229993214
RES_5549,3304557,Rio de Janeiro,Guaratiba,343,140,0,-43.643711,-22.9831549993211
RES_5550,3304557,Rio de Janeiro,Guaratiba,1671,755,0,-43.613291,-22.9994549993207
RES_5551,3304557,Rio de Janeiro,Guaratiba,5145,2285,0,-43.612766,-22.9963959993208
RES_5552,3304557,Rio de Janeiro,Guaratiba,1574,689,0,-43.609472,-22.9955509993208
RES_5553,3304557,Rio de Janeiro,Guaratiba,812,339,0,-43.606611,-22.9901979993209
RES_5554,3304557,Rio de Janeiro,Guaratiba,334,145,0,-43.65367934873919,-22.976874199999997
RES_5555,3304557,Rio de Janeiro,Guaratiba,158,74,0,-43.59591,-22.944596999322
RES_5556,3304557,Rio de Janeiro,Guaratiba,692,272,0,-43.604779,-22.945355999322
RES_5557,3304557,Rio de Janeiro,Guaratiba,176,71,0,-43.593697,-22.943389999322
RES_5558,3304557,Rio de Janeiro,Guaratiba,151,58,0,-43.578597,-22.9371649993222
RES_5559,3304557,Rio de Janeiro,Guaratiba,212,79,0,-43.598893,-22.9403459993221
RES_5560,3304557,Rio de Janeiro,Barra de Guaratiba,267,109,0,-43.566592,-23.0712349993191
RES_5561,3304557,Rio de Janeiro,Barra de Guaratiba,1014,406,0,-43.565761,-23.0652869993192
RES_5562,3304557,Rio de Janeiro,Barra de Guaratiba,217,82,0,-43.563589,-23.0619879993193
RES_5563,3304557,Rio de Janeiro,Barra de Guaratiba,538,217,0,-43.560092,-23.0586319993194
RES_5564,3304557,Rio de Janeiro,Barra de Guaratiba,475,196,0,-43.557584,-23.0360709993199
RES_5565,3304557,Rio de Janeiro,Barra de Guaratiba,396,161,0,-43.561946,-23.02934099932
RES_5566,3304557,Rio de Janeiro,Barra de Guaratiba,458,185,0,-43.561215,-23.0256989993201
RES_5567,3304557,Rio de Janeiro,Guaratiba,336,136,0,-43.553733,-23.0458429993197
RES_5568,3304557,Rio de Janeiro,Barra de Guaratiba,353,156,0,-43.549774,-23.0248019993201
RES_5569,3304557,Rio de Janeiro,Barra de Guaratiba,1037,417,0,-43.542237,-23.0162589993203
RES_5570,3304557,Rio de Janeiro,Pedra de Guaratiba,428,152,0,-43.65097,-23.0002019993207
RES_5571,3304557,Rio de Janeiro,Pedra de Guaratiba,665,246,0,-43.645914,-23.0007369993207
RES_5572,3304557,Rio de Janeiro,Pedra de Guaratiba,1903,764,0,-43.647026,-22.9945739993208
RES_5573,3304557,Rio de Janeiro,Pedra de Guaratiba,3407,1327,0,-43.638278,-23.0014219993207
RES_5574,3304557,Rio de Janeiro,Pedra de Guaratiba,1387,569,0,-43.639534,-22.9949599993208
RES_5575,3304557,Rio de Janeiro,Pedra de Guaratiba,2688,1054,0,-43.630961,-23.0017789993207
RES_5576,3304557,Rio de Janeiro,Pedra de Guaratiba,1472,599,0,-43.630794,-22.9954699993208
RES_5577,3304557,Rio de Janeiro,Inhaúma,1206,567,0,-43.269989,-22.8691389993237
RES_5578,3304557,Rio de Janeiro,Higienópolis,3887,1490,0,-43.263134,-22.8746329993236
RES_5579,3304557,Rio de Janeiro,Higienópolis,2093,841,0,-43.264646,-22.8702349993237
