id,municipality_code,municipality,bairro,residents,resident_workers,jobs,lon,lat
RES_1316,3302502,Magé,Municipal total,254,84,0,-43.015249,-22.5916339993301
RES_1317,3302502,Magé,Municipal total,195,71,0,-43.033071,-22.6048789993298
RES_1318,3302502,Magé,Municipal total,584,219,0,-43.049104,-22.6624069993285
RES_1319,3302502,Magé,Municipal total,476,170,0,-43.043681,-22.6446389993289
RES_1320,3302502,Magé,Municipal total,150,50,0,-43.040246,-22.6716419993283
RES_1321,3302502,Magé,Municipal total,443,161,0,-43.039421,-22.6650899993284
RES_1322,3302502,Magé,Municipal total,542,191,0,-43.037586,-22.6653889993284
RES_1323,3302502,Magé,Municipal total,5,2,0,-43.21195565,-22.724518450000005
RES_1324,3302502,Magé,Municipal total,938,302,0,-43.192685,-22.7136729993273
RES_1325,3302502,Magé,Municipal total,594,179,0,-43.19482,-22.7106979993274
RES_1326,3302502,Magé,Municipal total,1076,359,0,-43.189507,-22.7167049993272
RES_1327,3302502,Magé,Municipal total,321,110,0,-43.186275,-22.7114479993273
RES_1328,3302502,Magé,Municipal total,43,15,0,-43.188157,-22.6889829993279
RES_1329,3302502,Magé,Municipal total,1548,505,0,-43.180676,-22.7163529993272
RES_1330,3302502,Magé,Municipal total,330,103,0,-43.177429,-22.7066359993274
RES_1331,3302502,Magé,Municipal total,868,264,0,-43.172533,-22.7138559993273
RES_1332,3302502,Magé,Municipal total,2488,821,0,-43.173143,-22.7090459993274
RES_1333,3302502,Magé,Municipal total,574,189,0,-43.173978,-22.7013649993276
RES_1334,3302502,Magé,Municipal total,620,200,0,-43.17549,-22.6920159993278
RES_1335,3302502,Magé,Municipal total,432,137,0,-43.171089,-22.6782509993281
RES_1336,3302502,Magé,Municipal total,426,144,0,-43.170632,-22.6714929993283
RES_1337,3302502,Magé,Municipal total,387,138,0,-43.172371,-22.6552329993287
RES_1338,3302502,Magé,Municipal total,1656,562,0,-43.165451,-22.7078939993274
RES_1339,3302502,Magé,Municipal total,1804,592,0,-43.16476,-22.7030699993275
RES_1340,3302502,Magé,Municipal total,80,23,0,-43.1677684368608,-22.693831899999996
RES_1341,3302502,Magé,Municipal total,301,98,0,-43.163963,-22.6904179993278
RES_1342,3302502,Magé,Municipal total,211,76,0,-43.162781,-22.6786509993281
RES_1343,3302502,Magé,Municipal total,125,40,0,-43.163879,-22.6693209993283
RES_1344,3302502,Magé,Municipal total,1355,451,0,-43.15882,-22.7069089993274
RES_1345,3302502,Magé,Municipal total,1838,624,0,-43.156526,-22.7023889993276
RES_1346,3302502,Magé,Municipal total,67,24,0,-43.161587949695914,-22.696650499999997
RES_1347,3302502,Magé,Municipal total,256,77,0,-43.16121,-22.6582219993286
RES_1348,3302502,Magé,Municipal total,1085,343,0,-43.149847,-22.7062939993275
RES_1349,3302502,Magé,Municipal total,1495,508,0,-43.151283,-22.7009759993276
RES_1350,3302502,Magé,Municipal total,4,1,0,-43.15276994297545,-22.695358199999998
RES_1351,3302502,Magé,Municipal total,197,71,0,-43.15038107510334,-22.677640749999995
RES_1352,3302502,Magé,Municipal total,478,146,0,-43.14339,-22.7070409993275
RES_1353,3302502,Magé,Municipal total,688,232,0,-43.143992,-22.7010029993276
RES_1354,3302502,Magé,Municipal total,106,33,0,-43.139893,-22.6961419993277
RES_1355,3302502,Magé,Municipal total,7,2,0,-43.140511000000004,-22.685848749999998
RES_1356,3302502,Magé,Municipal total,136,42,0,-43.134062,-22.7129869993273
RES_1357,3302502,Magé,Municipal total,1218,402,0,-43.135761,-22.7070989993275
RES_1358,3302502,Magé,Municipal total,349,115,0,-43.133126,-22.7038149993275
RES_1359,3302502,Magé,Municipal total,83,29,0,-43.13326479536207,-22.696904699999994
RES_1360,3302502,Magé,Municipal total,161,45,0,-43.130447,-22.7130719993273
RES_1361,3302502,Magé,Municipal total,847,270,0,-43.128806,-22.7066559993275
RES_1362,3302502,Magé,Municipal total,1202,386,0,-43.123979,-22.7004629993276
RES_1363,3302502,Magé,Municipal total,447,145,0,-43.128576,-22.6922239993278
RES_1364,3302502,Magé,Municipal total,109,43,0,-43.130535200000004,-22.687813799999994
RES_1365,3302502,Magé,Municipal total,336,114,0,-43.120159,-22.7088819993274
RES_1366,3302502,Magé,Municipal total,704,236,0,-43.121253,-22.6990659993276
RES_1367,3302502,Magé,Municipal total,252,85,0,-43.12191,-22.6930229993278
RES_1368,3302502,Magé,Municipal total,141,53,0,-43.204911,-22.6615419993285
RES_1369,3302502,Magé,Municipal total,1444,518,0,-43.204974,-22.6482069993288
RES_1370,3302502,Magé,Municipal total,1635,564,0,-43.205686,-22.641980999329
RES_1371,3302502,Magé,Municipal total,468,161,0,-43.202351,-22.6373309993291
RES_1372,3302502,Magé,Municipal total,548,195,0,-43.195609,-22.6369819993291
RES_1373,3302502,Magé,Municipal total,1014,344,0,-43.195686,-22.6206169993295
RES_1374,3302502,Magé,Municipal total,2744,978,0,-43.196357,-22.6149499993296
RES_1375,3302502,Magé,Municipal total,2387,910,0,-43.197058,-22.6075679993297
RES_1376,3302502,Magé,Municipal total,1898,697,0,-43.198745,-22.6025359993299
RES_1377,3302502,Magé,Municipal total,824,288,0,-43.19492,-22.5923729993301
RES_1378,3302502,Magé,Municipal total,561,197,0,-43.187498,-22.6359339993291
RES_1379,3302502,Magé,Municipal total,1638,586,0,-43.190207,-22.6282859993293
RES_1380,3302502,Magé,Municipal total,2547,903,0,-43.191241,-22.6210999993294
RES_1381,3302502,Magé,Municipal total,1895,679,0,-43.188703,-22.6167529993295
RES_1382,3302502,Magé,Municipal total,2315,821,0,-43.19166,-22.6067999993298
RES_1383,3302502,Magé,Municipal total,2532,911,0,-43.191428,-22.5998569993299
RES_1384,3302502,Magé,Municipal total,3096,1111,0,-43.190423,-22.59507299933
RES_1385,3302502,Magé,Municipal total,4458,1594,0,-43.19096,-22.5874119993302
RES_1386,3302502,Magé,Municipal total,275,88,0,-43.18251,-22.6456399993289
RES_1387,3302502,Magé,Municipal total,1001,354,0,-43.18331,-22.6346809993291
RES_1388,3302502,Magé,Municipal total,1706,630,0,-43.18068,-22.6296229993292
RES_1389,3302502,Magé,Municipal total,3603,1317,0,-43.181861,-22.6223249993294
RES_1390,3302502,Magé,Municipal total,4089,1479,0,-43.182314,-22.6144369993296
RES_1391,3302502,Magé,Municipal total,2383,853,0,-43.181155,-22.6069299993298
RES_1392,3302502,Magé,Municipal total,3340,1218,0,-43.183956,-22.59807599933
RES_1393,3302502,Magé,Municipal total,3044,1094,0,-43.183743,-22.5918079993301
RES_1394,3302502,Magé,Municipal total,481,162,0,-43.182941,-22.5849529993303
RES_1395,3302502,Magé,Municipal total,772,263,0,-43.18595,-22.5813479993304
RES_1396,3302502,Magé,Municipal total,1255,464,0,-43.182221,-22.5731569993305
RES_1397,3302502,Magé,Municipal total,192,70,0,-43.171988,-22.6376629993291
RES_1398,3302502,Magé,Municipal total,199,66,0,-43.174644,-22.6352459993291
RES_1399,3302502,Magé,Municipal total,3677,1313,0,-43.175133,-22.6294709993292
RES_1400,3302502,Magé,Municipal total,4716,1703,0,-43.174421,-22.6209249993294
RES_1401,3302502,Magé,Municipal total,3753,1317,0,-43.175004,-22.6146369993296
RES_1402,3302502,Magé,Municipal total,3016,1079,0,-43.174894,-22.6084339993297
RES_1403,3302502,Magé,Municipal total,2955,1108,0,-43.174821,-22.5993129993299
RES_1404,3302502,Magé,Municipal total,677,249,0,-43.177613,-22.5938239993301
RES_1405,3302502,Magé,Municipal total,547,179,0,-43.172917,-22.5847789993303
RES_1406,3302502,Magé,Municipal total,11,5,0,-43.17351259383798,-22.5739564
RES_1407,3302502,Magé,Municipal total,952,335,0,-43.169984,-22.6332509993292
RES_1408,3302502,Magé,Municipal total,1959,690,0,-43.168711,-22.6289339993293
RES_1409,3302502,Magé,Municipal total,4111,1473,0,-43.166273,-22.6224249993294
RES_1410,3302502,Magé,Municipal total,5657,2056,0,-43.166861,-22.6142669993296
RES_1411,3302502,Magé,Municipal total,1652,612,0,-43.168619,-22.6090349993297
RES_1412,3302502,Magé,Municipal total,694,235,0,-43.169819,-22.5838539993303
RES_1413,3302502,Magé,Municipal total,382,140,0,-43.166748,-22.5823709993303
RES_1414,3302502,Magé,Municipal total,998,359,0,-43.160439,-22.6283269993293
RES_1415,3302502,Magé,Municipal total,2825,1018,0,-43.159138,-22.6203129993295
RES_1416,3302502,Magé,Municipal total,1944,708,0,-43.161544,-22.6151189993296
RES_1417,3302502,Magé,Municipal total,572,208,0,-43.166215,-22.6202899993295
RES_1418,3302502,Magé,Municipal total,1709,614,0,-43.189224,-22.5923369993301
RES_1419,3302502,Magé,Municipal total,287,97,0,-43.202759,-22.6450519993289
RES_1420,3302502,Magé,Municipal total,891,309,0,-43.189883,-22.6429829993289
RES_1421,3302502,Magé,Municipal total,222,80,0,-43.186108,-22.6130799993296
RES_1422,3302502,Magé,Municipal total,992,372,0,-43.185489,-22.6101229993297
RES_1423,3302502,Magé,Municipal total,706,247,0,-43.207223,-22.6525719993287
RES_1424,3302502,Magé,Municipal total,587,204,0,-43.198271,-22.6520239993287
RES_1425,3302502,Magé,Municipal total,210,75,0,-43.195732,-22.6303629993292
RES_1426,3302502,Magé,Municipal total,398,146,0,-43.179325,-22.6025999993299
RES_1427,3302502,Magé,Municipal total,2538,893,0,-43.188304,-22.5903749993302
RES_1428,3302502,Magé,Municipal total,4,1,0,-43.126101607327904,-22.576634399999996
RES_1429,3302502,Magé,Municipal total,254,87,0,-43.056389,-22.5822759993303
RES_1430,3302502,Magé,Municipal total,1,0,0,-43.05898920870389,-22.5762717
RES_1431,3302502,Magé,Municipal total,589,213,0,-43.05613,-22.5717769993306
RES_1432,3302502,Magé,Municipal total,558,197,0,-43.051241,-22.5831979993303
RES_1433,3302502,Magé,Municipal total,305,110,0,-43.032973,-22.6040999993298
RES_1434,3302502,Magé,Municipal total,16,6,0,-43.03398043194444,-22.593834499999996
RES_1435,3302502,Magé,Municipal total,539,176,0,-43.02406,-22.5860809993303
RES_1436,3302502,Magé,Municipal total,207,68,0,-43.15534,-22.6549309993286
RES_1437,3302502,Magé,Municipal total,211,71,0,-43.15901,-22.6509869993288
RES_1438,3302502,Magé,Municipal total,29,11,0,-43.17123,-22.6438639993289
RES_1439,3302502,Magé,Municipal total,147,57,0,-43.15141357702183,-22.673234700000002
RES_1440,3302502,Magé,Municipal total,758,278,0,-43.150491,-22.6582799993286
RES_1441,3302502,Magé,Municipal total,502,166,0,-43.151847,-22.6502189993288
RES_1442,3302502,Magé,Municipal total,789,295,0,-43.13181,-22.6686569993283
RES_1443,3302502,Magé,Municipal total,1299,470,0,-43.134065,-22.6649379993284
RES_1444,3302502,Magé,Municipal total,951,353,0,-43.133243,-22.6607519993285
RES_1445,3302502,Magé,Municipal total,7,2,0,-43.13924110000001,-22.652336799999993
RES_1446,3302502,Magé,Municipal total,581,213,0,-43.128098,-22.6703449993283
RES_1447,3302502,Magé,Municipal total,2657,962,0,-43.12775,-22.6635729993285
RES_1448,3302502,Magé,Municipal total,1236,458,0,-43.128322,-22.6599399993285
RES_1449,3302502,Magé,Municipal total,876,309,0,-43.119445,-22.6632789993285
RES_1450,3302502,Magé,Municipal total,217,69,0,-43.11934695,-22.65450405
RES_1451,3302502,Magé,Municipal total,908,332,0,-43.120501,-22.6482109993288
RES_1452,3302502,Magé,Municipal total,432,161,0,-43.119988,-22.6449649993289
RES_1453,3302502,Magé,Municipal total,119,41,0,-43.114143,-22.6918769993278
RES_1454,3302502,Magé,Municipal total,249,92,0,-43.112407,-22.6671169993284
RES_1455,3302502,Magé,Municipal total,6,2,0,-43.105768,-22.683725999328
RES_1456,3302502,Magé,Municipal total,64,23,0,-43.10785785,-22.65096524999999
RES_1457,3302502,Magé,Municipal total,524,178,0,-43.132938,-22.6625799993285
RES_1458,3302502,Magé,Municipal total,485,178,0,-43.124772,-22.6601949993285
RES_1459,3302502,Magé,Municipal total,379,138,0,-43.133953,-22.6707139993283
RES_1460,3302502,Magé,Municipal total,319,122,0,-43.134611,-22.6671199993284
RES_1461,3302502,Magé,Municipal total,606,213,0,-43.14533,-22.6565129993286
RES_1462,3302502,Magé,Municipal total,618,224,0,-43.125029,-22.6690519993283
RES_1463,3302502,Magé,Municipal total,436,162,0,-43.122904,-22.6698589993283
RES_1464,3302502,Magé,Municipal total,309,116,0,-43.120804,-22.6642529993284
RES_1465,3302502,Magé,Municipal total,106,38,0,-43.117391,-22.6653769993284
RES_1466,3302502,Magé,Municipal total,426,151,0,-43.120419,-22.6600559993285
RES_1467,3302502,Magé,Municipal total,438,164,0,-43.170118,-22.6045179993298
RES_1468,3302502,Magé,Municipal total,252,93,0,-43.17000200319714,-22.597537850000002
RES_1469,3302502,Magé,Municipal total,885,329,0,-43.166653,-22.5927889993301
RES_1470,3302502,Magé,Municipal total,1272,433,0,-43.165809,-22.5836029993303
RES_1471,3302502,Magé,Municipal total,45,16,0,-43.160642,-22.6077469993298
RES_1472,3302502,Magé,Municipal total,331,110,0,-43.15024750330546,-22.629359700000002
RES_1473,3302502,Magé,Municipal total,274,104,0,-43.15435,-22.6192929993295
RES_1474,3302502,Magé,Municipal total,2010,699,0,-43.150743,-22.6150829993296
RES_1475,3302502,Magé,Municipal total,341,117,0,-43.152129,-22.6055919993298
RES_1476,3302502,Magé,Municipal total,365,131,0,-43.153606,-22.6024559993299
RES_1477,3302502,Magé,Municipal total,135,48,0,-43.144365,-22.6137749993296
RES_1478,3302502,Magé,Municipal total,769,281,0,-43.141874,-22.6003199993299
RES_1479,3302502,Magé,Municipal total,269,89,0,-43.132524,-22.6076249993298
RES_1480,3302502,Magé,Municipal total,329,112,0,-43.134937,-22.5922979993301
RES_1481,3302502,Magé,Municipal total,66,27,0,-43.13091379413865,-22.61488895
RES_1482,3302502,Magé,Municipal total,273,95,0,-43.130072,-22.59680099933
RES_1483,3302502,Magé,Municipal total,293,105,0,-43.123319,-22.5941359993301
RES_1484,3302502,Magé,Municipal total,31,11,0,-43.112968,-22.6353379993291
RES_1485,3302502,Magé,Municipal total,479,173,0,-43.11406,-22.6281279993293
RES_1486,3302502,Magé,Municipal total,1467,493,0,-43.114459,-22.5940009993301
RES_1487,3302502,Magé,Municipal total,115,42,0,-43.10624457560539,-22.62702075
RES_1488,3302502,Magé,Municipal total,239,83,0,-43.107216,-22.6143899993296
RES_1489,3302502,Magé,Municipal total,356,114,0,-43.102447850000004,-22.608441349999996
RES_1490,3302502,Magé,Municipal total,143,41,0,-43.093813,-22.59544399933
RES_1491,3302502,Magé,Municipal total,76,28,0,-43.105329,-22.6182279993295
RES_1492,3302502,Magé,Municipal total,266,92,0,-43.090396,-22.59716599933
RES_1493,3302502,Magé,Municipal total,120,39,0,-43.092303,-22.5916889993301
RES_1494,3302502,Magé,Municipal total,572,186,0,-43.085054,-22.59532199933
RES_1495,3302502,Magé,Municipal total,202,62,0,-43.078088,-22.5931409993301
RES_1496,3302502,Magé,Municipal total,69,24,0,-43.061848,-22.5944039993301
RES_1497,3302502,Magé,Municipal total,937,329,0,-43.067289,-22.5833059993303
RES_1498,3302502,Magé,Municipal total,411,140,0,-43.064405,-22.5805019993304
RES_1499,3302502,Magé,Municipal total,314,104,0,-43.064237,-22.5731039993306
RES_1500,3302502,Magé,Municipal total,365,134,0,-43.062066,-22.5838239993303
RES_1501,3302502,Magé,Municipal total,268,88,0,-43.062619,-22.5728789993306
RES_1502,3302502,Magé,Municipal total,219,81,0,-43.051469,-22.5867769993302
RES_1503,3302502,Magé,Municipal total,600,217,0,-43.156342,-22.6209969993294
RES_1504,3302502,Magé,Municipal total,296,102,0,-43.15752,-22.6163189993296
RES_1505,3302502,Magé,Municipal total,394,137,0,-43.164421,-22.5853649993303
RES_1506,3302601,Mangaratiba,Municipal total,71,4,0,-43.89943119145342,-22.924658449999995
RES_1507,3302601,Mangaratiba,Municipal total,12,1,0,-43.899255,-22.9162409993226
RES_1508,3302601,Mangaratiba,Municipal total,2,0,0,-43.898892,-22.9096849993228
RES_1509,3302601,Mangaratiba,Municipal total,14,1,0,-43.890074799999994,-22.951240900000002
RES_1510,3302601,Mangaratiba,Municipal total,90,4,0,-43.888290600000005,-22.949568350000007
RES_1511,3302601,Mangaratiba,Municipal total,96,5,0,-43.88789705000001,-22.927769850000004
RES_1512,3302601,Mangaratiba,Municipal total,137,8,0,-43.891427,-22.9065999993229
RES_1513,3302601,Mangaratiba,Municipal total,29,1,0,-43.8838375,-22.9423442
RES_1514,3302601,Mangaratiba,Municipal total,56,3,0,-43.882306,-22.9073299993228
RES_1515,3302601,Mangaratiba,Municipal total,40,2,0,-43.8749118,-23.064196799999998
RES_1516,3302601,Mangaratiba,Municipal total,584,30,0,-43.895955,-22.9359769993222
RES_1517,3302601,Mangaratiba,Municipal total,164,9,0,-43.898759,-22.9158559993226
RES_1518,3302700,Maricá,Municipal total,1,0,0,-42.900309,-22.9254869993224
RES_1519,3302700,Maricá,Municipal total,1141,284,0,-42.894444,-22.9365439993222
RES_1520,3302700,Maricá,Municipal total,934,255,0,-42.897456,-22.9313869993223
RES_1521,3302700,Maricá,Municipal total,123,27,0,-42.891349,-22.9541599993218
RES_1522,3302700,Maricá,Municipal total,595,150,0,-42.888872,-22.9403809993221
RES_1523,3302700,Maricá,Municipal total,2964,746,0,-42.889301,-22.9366289993222
RES_1524,3302700,Maricá,Municipal total,1410,367,0,-42.890158,-22.9304329993223
RES_1525,3302700,Maricá,Municipal total,136,36,0,-42.886109,-22.9230959993225
RES_1526,3302700,Maricá,Municipal total,2485,635,0,-42.880726,-22.9362619993222
RES_1527,3302700,Maricá,Municipal total,1316,355,0,-42.883992,-22.9284019993224
RES_1528,3302700,Maricá,Municipal total,539,134,0,-42.879794,-22.9241999993225
RES_1529,3302700,Maricá,Municipal total,6,2,0,-42.874607,-22.9067659993229
RES_1530,3302700,Maricá,Municipal total,1496,381,0,-42.874273,-22.9362899993222
RES_1531,3302700,Maricá,Municipal total,1836,471,0,-42.874676,-22.9287729993223
RES_1532,3302700,Maricá,Municipal total,35,9,0,-42.878065,-22.9209759993225
RES_1533,3302700,Maricá,Municipal total,13,4,0,-42.871357,-22.9090449993228
RES_1534,3302700,Maricá,Municipal total,304,79,0,-42.86964,-22.9323699993223
RES_1535,3302700,Maricá,Municipal total,708,181,0,-42.863257,-22.9271199993224
RES_1536,3302700,Maricá,Municipal total,899,240,0,-42.865209,-22.9233149993225
RES_1537,3302700,Maricá,Municipal total,1169,316,0,-42.867939,-22.9141459993227
RES_1538,3302700,Maricá,Municipal total,67,18,0,-42.860216,-22.899018999323
RES_1539,3302700,Maricá,Municipal total,1266,325,0,-42.857899,-22.9254459993224
RES_1540,3302700,Maricá,Municipal total,1055,287,0,-42.857841,-22.9203659993226
RES_1541,3302700,Maricá,Municipal total,140,32,0,-42.861801,-22.9105369993228
RES_1542,3302700,Maricá,Municipal total,367,91,0,-42.85065,-22.9251989993224
RES_1543,3302700,Maricá,Municipal total,1548,403,0,-42.850898,-22.9212179993225
RES_1544,3302700,Maricá,Municipal total,33,8,0,-42.85161,-22.9044229993229
RES_1545,3302700,Maricá,Municipal total,5,1,0,-42.841938,-22.9603579993216
RES_1546,3302700,Maricá,Municipal total,1011,270,0,-42.845743,-22.9187009993226
RES_1547,3302700,Maricá,Municipal total,2036,508,0,-42.841518,-22.9144589993227
RES_1548,3302700,Maricá,Municipal total,427,119,0,-42.840341,-22.901811999323
RES_1549,3302700,Maricá,Municipal total,415,103,0,-42.833328,-22.9579879993217
RES_1550,3302700,Maricá,Municipal total,1576,405,0,-42.83586,-22.9111509993228
RES_1551,3302700,Maricá,Municipal total,1054,285,0,-42.835876,-22.9058379993229
RES_1552,3302700,Maricá,Municipal total,650,174,0,-42.837387,-22.901314999323
RES_1553,3302700,Maricá,Municipal total,163,42,0,-42.835041,-22.8949079993231
RES_1554,3302700,Maricá,Municipal total,97,28,0,-42.837021,-22.8812359993234
RES_1555,3302700,Maricá,Municipal total,119,33,0,-42.826538,-22.9602009993216
RES_1556,3302700,Maricá,Municipal total,368,93,0,-42.825832,-22.9587729993217
RES_1557,3302700,Maricá,Municipal total,474,107,0,-42.82648,-22.943458999322
RES_1558,3302700,Maricá,Municipal total,2017,534,0,-42.826033,-22.9356979993222
RES_1559,3302700,Maricá,Municipal total,1191,303,0,-42.824914,-22.9272079993224
RES_1560,3302700,Maricá,Municipal total,990,255,0,-42.824794,-22.9204479993225
RES_1561,3302700,Maricá,Municipal total,2294,611,0,-42.827336,-22.9124639993227
RES_1562,3302700,Maricá,Municipal total,2203,582,0,-42.825785,-22.9060639993229
RES_1563,3302700,Maricá,Municipal total,83,22,0,-42.82704,-22.897826999323
RES_1564,3302700,Maricá,Municipal total,1228,340,0,-42.831138,-22.8907729993232
RES_1565,3302700,Maricá,Municipal total,220,61,0,-42.83089055,-22.8818962
RES_1566,3302700,Maricá,Municipal total,2,1,0,-42.830057323000005,-22.874753749999996
RES_1567,3302700,Maricá,Municipal total,273,70,0,-42.821778,-22.9594749993216
RES_1568,3302700,Maricá,Municipal total,1583,403,0,-42.821788,-22.9285009993224
RES_1569,3302700,Maricá,Municipal total,591,138,0,-42.822017,-22.9228739993225
RES_1570,3302700,Maricá,Municipal total,1368,347,0,-42.822079,-22.9149469993227
RES_1571,3302700,Maricá,Municipal total,420,108,0,-42.820177,-22.9069669993229
RES_1572,3302700,Maricá,Municipal total,415,103,0,-42.821588,-22.9029179993229
RES_1573,3302700,Maricá,Municipal total,445,110,0,-42.821808,-22.8915839993232
RES_1574,3302700,Maricá,Municipal total,4,1,0,-42.82018685114984,-22.87472235
RES_1575,3302700,Maricá,Municipal total,979,248,0,-42.822912,-22.9353049993222
RES_1576,3302700,Maricá,Municipal total,202,55,0,-42.864286,-22.9257389993224
RES_1577,3302700,Maricá,Municipal total,383,108,0,-42.858814,-22.9226329993225
RES_1578,3302700,Maricá,Municipal total,464,131,0,-42.883878,-22.9323499993223
RES_1579,3302700,Maricá,Municipal total,264,68,0,-42.826758,-22.9154399993227
RES_1580,3302700,Maricá,Municipal total,111,29,0,-42.822149,-22.9139429993227
RES_1581,3302700,Maricá,Municipal total,139,37,0,-42.826017,-22.901718999323
RES_1582,3302700,Maricá,Municipal total,377,92,0,-42.875385,-22.9312559993223
RES_1583,3302700,Maricá,Municipal total,448,125,0,-42.957034,-22.943435999322
RES_1584,3302700,Maricá,Municipal total,3506,933,0,-42.951764,-22.946117999322
RES_1585,3302700,Maricá,Municipal total,719,191,0,-42.953441,-22.9392299993221
RES_1586,3302700,Maricá,Municipal total,1586,416,0,-42.950878,-22.9320069993223
RES_1587,3302700,Maricá,Municipal total,54,14,0,-42.950562,-22.9232819993225
RES_1588,3302700,Maricá,Municipal total,1296,351,0,-42.94726,-22.9211899993225
RES_1589,3302700,Maricá,Municipal total,895,236,0,-42.94553,-22.9141939993227
RES_1590,3302700,Maricá,Municipal total,25,7,0,-42.942987,-22.9120879993227
RES_1591,3302700,Maricá,Municipal total,266,69,0,-42.942865,-22.902307999323
RES_1592,3302700,Maricá,Municipal total,560,147,0,-42.936161,-22.9351729993222
RES_1593,3302700,Maricá,Municipal total,1005,272,0,-42.934345,-22.9266779993224
RES_1594,3302700,Maricá,Municipal total,470,130,0,-42.935207,-22.9209179993225
RES_1595,3302700,Maricá,Municipal total,1044,290,0,-42.933001,-22.9037739993229
RES_1596,3302700,Maricá,Municipal total,1551,396,0,-42.936007,-22.899314999323
RES_1597,3302700,Maricá,Municipal total,409,107,0,-42.939838,-22.8973559993231
RES_1598,3302700,Maricá,Municipal total,594,155,0,-42.926535,-22.9290109993223
RES_1599,3302700,Maricá,Municipal total,648,169,0,-42.928395,-22.9239719993224
RES_1600,3302700,Maricá,Municipal total,1881,519,0,-42.927939,-22.9135209993227
RES_1601,3302700,Maricá,Municipal total,2207,568,0,-42.930451,-22.9084919993228
RES_1602,3302700,Maricá,Municipal total,759,212,0,-42.929669,-22.8971479993231
RES_1603,3302700,Maricá,Municipal total,1852,474,0,-42.927864,-22.8927019993232
RES_1604,3302700,Maricá,Municipal total,1047,276,0,-42.924721,-22.9227079993225
RES_1605,3302700,Maricá,Municipal total,100,27,0,-42.92073133123604,-22.918374899999996
RES_1606,3302700,Maricá,Municipal total,2997,789,0,-42.923433,-22.9059139993229
RES_1607,3302700,Maricá,Municipal total,1035,262,0,-42.923033,-22.9038799993229
RES_1608,3302700,Maricá,Municipal total,1205,287,0,-42.923592,-22.8927609993232
RES_1609,3302700,Maricá,Municipal total,29,7,0,-42.889541,-22.8804139993234
RES_1610,3302700,Maricá,Municipal total,58,15,0,-42.88357,-22.8798649993235
RES_1611,3302700,Maricá,Municipal total,1031,259,0,-42.935741,-22.9186129993226
RES_1612,3302700,Maricá,Municipal total,5292,1427,0,-42.936882,-22.9143429993227
RES_1613,3302700,Maricá,Municipal total,1140,300,0,-42.936473,-22.9084349993228
RES_1614,3302700,Maricá,Municipal total,1070,266,0,-43.01321,-22.9663739993215
RES_1615,3302700,Maricá,Municipal total,740,178,0,-43.004962,-22.9661539993215
RES_1616,3302700,Maricá,Municipal total,680,181,0,-43.00477,-22.9604779993216
RES_1617,3302700,Maricá,Municipal total,1271,318,0,-42.996867,-22.9648249993215
RES_1618,3302700,Maricá,Municipal total,2694,691,0,-42.998587,-22.9584219993217
RES_1619,3302700,Maricá,Municipal total,1131,284,0,-42.990704,-22.9647099993215
RES_1620,3302700,Maricá,Municipal total,1822,465,0,-42.990625,-22.9589419993217
RES_1621,3302700,Maricá,Municipal total,2128,561,0,-42.989889,-22.9527419993218
RES_1622,3302700,Maricá,Municipal total,29,7,0,-42.991309,-22.9465919993219
RES_1623,3302700,Maricá,Municipal total,1540,389,0,-42.983834,-22.9654209993215
RES_1624,3302700,Maricá,Municipal total,2605,651,0,-42.983936,-22.9586769993217
RES_1625,3302700,Maricá,Municipal total,837,222,0,-42.984027,-22.9524619993218
RES_1626,3302700,Maricá,Municipal total,1336,335,0,-42.975249,-22.9647569993215
RES_1627,3302700,Maricá,Municipal total,1418,386,0,-42.974709,-22.9608439993216
RES_1628,3302700,Maricá,Municipal total,867,226,0,-42.974531,-22.9529509993218
RES_1629,3302700,Maricá,Municipal total,898,248,0,-42.973614,-22.9468959993219
RES_1630,3302700,Maricá,Municipal total,517,137,0,-42.972892,-22.9366779993222
RES_1631,3302700,Maricá,Municipal total,951,228,0,-42.967536,-22.9668229993215
RES_1632,3302700,Maricá,Municipal total,3304,881,0,-42.967418,-22.9595569993216
RES_1633,3302700,Maricá,Municipal total,555,151,0,-42.965035,-22.9489759993219
RES_1634,3302700,Maricá,Municipal total,96,26,0,-42.965362,-22.946097999322
RES_1635,3302700,Maricá,Municipal total,327,84,0,-42.967601,-22.9324159993223
RES_1636,3302700,Maricá,Municipal total,469,115,0,-42.965155,-22.9224569993225
RES_1637,3302700,Maricá,Municipal total,1675,421,0,-42.959482,-22.9658159993215
RES_1638,3302700,Maricá,Municipal total,2358,602,0,-42.959427,-22.9590369993217
RES_1639,3302700,Maricá,Municipal total,2296,619,0,-42.959484,-22.9513339993218
RES_1640,3302700,Maricá,Municipal total,280,75,0,-42.959642,-22.9458379993219
RES_1641,3302700,Maricá,Municipal total,237,63,0,-42.962148,-22.9274979993224
RES_1642,3302700,Maricá,Municipal total,2756,713,0,-42.951376,-22.9657789993215
RES_1643,3302700,Maricá,Municipal total,2575,697,0,-42.952203,-22.9581629993217
RES_1644,3302700,Maricá,Municipal total,891,247,0,-42.949786,-22.9517769993218
RES_1645,3302700,Maricá,Municipal total,331,80,0,-42.953804,-22.9248769993224
RES_1646,3302700,Maricá,Municipal total,86,20,0,-42.96025,-22.9170349993226
RES_1647,3302700,Maricá,Municipal total,121,30,0,-42.949254,-22.9114729993228
