origin,destination,observed_2010_expanded,observed_2022_pair,seed_from_2022_containment_2010_shares,balanced_target,change_from_seed,status
3302270,3301900,0.0,,0.18329876271622123,1,0.8167012372837787,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3302007,62.0129611137235,,44.0518802203773,121,76.9481197796227,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3302270,10404.447660312167,,14018.424575705401,14018,-0.4245757054013666,2022 local containment
3302270,3302502,12.624287554798,,8.838090683036494,15,6.161909316963506,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3302601,38.6755654447062,,0.11069847485933068,3,2.8893015251406693,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3302700,0.0,,0.043161552086924244,1,0.9568384479130757,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3302809,0.0,,0.0,0,0.0,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3302858,208.7070757569819,,147.85615548379428,316,168.14384451620572,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3302908,99.54789603655912,,0.05662040399438199,10,9.943379596005618,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3303203,261.7529469597416,,185.40601054548995,130,-55.40601054548995,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3303302,158.1762067901841,,112.64238284446057,63,-49.64238284446057,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3303500,1790.9826015028343,,1268.454027542276,619,-649.454027542276,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3303609,250.7657782763957,,170.86281780760373,1463,1292.1371821923963,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3303906,0.0,,2.420940201420105e-08,0,-2.420940201420105e-08,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3304003,0.0,,0.009134682156495306,0,-0.009134682156495306,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3304144,722.139212159875,,511.31504449274985,981,469.68495550725015,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3304409,0.0,,5.1466242310142694e-06,0,-5.1466242310142694e-06,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3304557,14566.546960995294,,10320.464243043005,8655,-1665.464243043005,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3304904,8.8046911879858,,6.883107931450276,0,-6.883107931450276,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3305109,113.4173373475464,,80.62736257823222,37,-43.62736257823222,"historical 2010 survey prior, adjusted to modeled margins"
3302270,3305554,268.8862978094986,,190.4359813754723,587,396.5640186245277,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3300456,125.04121417756733,,99.26768752025369,92,-7.267687520253688,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3300803,20.8288103144903,,0.7790709554633055,39,38.220929044536696,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3301702,6575.044689797395,,5186.771642112381,5813,626.2283578876186,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3301801,0.0,,1.7550973937690713e-06,0,-1.7550973937690713e-06,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3301850,691.6513732381824,,299.8030285991172,3538,3238.196971400883,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3301900,281.26176351292264,,208.27480704486996,501,292.72519295513007,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3302007,105.12492170279629,,83.2530814407307,210,126.7469185592693,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3302270,9.3794408051533,,7.533022341836459,48,40.46697765816354,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3302502,43621.18028195493,,54155.20980872399,54155,-0.20980872398649808,2022 local containment
3302502,3302601,45.7495359464748,,0.14601535502194873,3,2.853984644978051,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3302700,45.4644502024656,,16.633027089494085,137,120.36697291050592,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3302809,0.0,,0.0,0,0.0,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3302858,0.0,,0.2002605676207617,1,0.7997394323792383,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3302908,0.0,,1.8377720155597163e-07,1,0.9999998162227984,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3303203,10.7773447450625,,8.705210449592826,6,-2.705210449592826,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3303302,1532.2654422963096,,1210.7001829401997,629,-581.7001829401997,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3303500,187.2227079057719,,148.88711595018734,67,-81.88711595018734,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3303609,0.0,,0.09171344194088955,0,-0.09171344194088955,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3303906,869.403624155772,,0.1349785095750353,12,11.865021490424965,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3304003,0.0,,0.016245393705004663,1,0.9837546062949953,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3304144,51.9003878748129,,41.16968433403301,72,30.830315665966992,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3304409,0.0,,9.152911448056541e-06,0,-9.152911448056541e-06,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3304557,18750.79315444132,,14816.813605598043,11465,-3351.813605598043,"historical 2010 survey prior, adjusted to modeled margins"
3302502,3304904,608.1241184816703,,481.1854482345066,0,-481.1854482345066,"historical 2010 survey prior, adjusted to modeled margins"
