id,municipality_code,population,cnefe_matched,dwelling_units,geo_level,old_lon,old_lat,lon,lat
RES_0630,3301702,4125,True,1804,1.0,-43.21223005,-22.63020315,-43.213086,-22.6296339993292
RES_0631,3301702,2980,True,1243,1.0,-43.213828108851466,-22.623407899999997,-43.213921,-22.6229759993294
RES_0632,3301702,154,True,55,1.0,-43.2111917,-22.618524799999996,-43.210976,-22.6184829993295
RES_0633,3301702,2043,True,775,1.0,-43.208929250000004,-22.63775894999999,-43.208528,-22.6367969993291
RES_0634,3301702,2043,True,765,1.0,-43.208153890442816,-22.63123635,-43.208459,-22.6309219993292
RES_0635,3301702,1355,True,594,1.0,-43.20835064365335,-22.623975750000003,-43.209011,-22.6239659993294
RES_0636,3301702,1142,True,381,1.0,-43.205482100000005,-22.626930249999997,-43.205572,-22.6277859993293
RES_0637,3301702,668,True,271,1.0,-43.2062193,-22.63392305,-43.206277,-22.6339149993291
RES_0638,3301702,883,True,328,1.0,-43.20658069958766,-22.63123269999999,-43.206159,-22.6314069993292
RES_0639,3301702,1472,True,503,1.0,-43.211186864620046,-22.613488850000003,-43.210836,-22.6127229993296
RES_0640,3301702,2199,True,796,1.0,-43.202474300666665,-22.62871185,-43.202652,-22.6287819993293
RES_0641,3301702,3679,True,1386,1.0,-43.2047308,-22.620884149999995,-43.205354,-22.6214519993294
RES_0642,3301702,2199,True,823,1.0,-43.20719227537907,-22.61494495,-43.208005,-22.6152139993296
RES_0643,3301702,89,False,0,,-43.205236060225445,-22.608554799999997,-43.205236060225445,-22.608554799999997
RES_0644,3301702,1671,True,658,1.0,-43.19882185971102,-22.627808849999997,-43.198213,-22.6274129993293
RES_0645,3301702,3665,True,1414,1.0,-43.19898500052754,-22.62377685,-43.198616,-22.6228609993294
RES_0646,3301702,898,True,266,1.0,-43.19963092219408,-22.6177316,-43.200496,-22.6178439993295
RES_0647,3301702,387,True,153,1.0,-43.20094275,-22.61258275,-43.200594,-22.6127559993296
RES_0648,3301702,1510,True,637,1.0,-43.23376985,-22.626749300000004,-43.23551,-22.6270629993293
RES_0649,3301702,2539,True,1041,1.0,-43.236454450539085,-22.619337899999998,-43.236663,-22.6209549993295
RES_0650,3301702,2272,True,1012,1.0,-43.236073403092476,-22.615266899999995,-43.235826,-22.6150679993296
RES_0651,3301702,1299,True,555,1.0,-43.23708429833861,-22.607476849999998,-43.236158,-22.6093089993297
RES_0652,3301702,1183,True,471,1.0,-43.22868285,-22.62572065,-43.230328,-22.6252729993293
RES_0653,3301702,1908,True,737,1.0,-43.22974550228061,-22.614536199999996,-43.231868,-22.6148559993296
RES_0654,3301702,765,True,276,1.0,-43.23050995,-22.62048645,-43.230306,-22.6205229993294
RES_0655,3301702,182,True,72,1.0,-43.23117645,-22.609789049999993,-43.231102,-22.6097289993297
RES_0656,3301702,2110,True,720,1.0,-43.28345609906745,-22.62808249999999,-43.281831,-22.6287559993293
RES_0657,3301702,1950,True,858,1.0,-43.284607222024576,-22.622897699999996,-43.283518,-22.6226049993294
