id,municipality_code,population,census_worker_estimate,employed_pnad_calibrated,non_employed_estimated
RES_3478,3304557,6290,2726,3067,3223
RES_3479,3304557,2403,1054,1186,1217
RES_3480,3304557,799,357,402,397
RES_3481,3304557,1517,694,781,736
RES_3482,3304557,286,127,143,143
RES_3483,3304557,100,40,45,55
RES_3484,3304557,759,331,372,387
RES_3485,3304557,178,82,92,86
RES_3486,3304557,4094,1882,2118,1976
RES_3487,3304557,445,179,201,244
RES_3488,3304557,188,97,109,79
RES_3489,3304557,565,249,280,285
RES_3490,3304557,111,57,64,47
RES_3491,3304557,3752,1549,1743,2009
RES_3492,3304557,6528,2936,3304,3224
RES_3493,3304557,4347,2044,2300,2047
RES_3494,3304557,5794,2378,2676,3118
RES_3495,3304557,4720,2034,2289,2431
RES_3496,3304557,1364,575,647,717
RES_3497,3304557,1194,533,600,594
RES_3498,3304557,2136,952,1071,1065
RES_3499,3304557,1083,451,507,576
RES_3500,3304557,954,428,482,472
RES_3501,3304557,592,260,293,299
RES_3502,3304557,1509,685,771,738
RES_3503,3304557,11359,4844,5451,5908
RES_3504,3304557,4757,2053,2310,2447
RES_3505,3304557,1350,601,676,674
RES_3506,3304557,5895,2681,3017,2878
RES_3507,3304557,3335,1427,1606,1729
RES_3508,3304557,5258,2522,2838,2420
RES_3509,3304557,630,266,299,331
RES_3510,3304557,652,284,320,332
RES_3511,3304557,1038,449,505,533
RES_3512,3304557,1399,607,683,716
RES_3513,3304557,1015,465,523,492
RES_3514,3304557,449,211,237,212
RES_3515,3304557,488,221,249,239
RES_3516,3304557,993,451,507,486
RES_3517,3304557,228,105,118,110
RES_3518,3304557,578,254,286,292
RES_3519,3304557,1309,548,617,692
RES_3520,3304557,6089,2501,2814,3275
RES_3521,3304557,8748,3737,4205,4543
RES_3522,3304557,1931,773,870,1061
RES_3523,3304557,641,256,288,353
RES_3524,3304557,2221,954,1073,1148
RES_3525,3304557,77,32,36,41
RES_3526,3304557,374,197,222,152
RES_3527,3304557,1200,554,623,577
RES_3528,3304557,1675,900,1013,662
RES_3529,3304557,578,236,266,312
RES_3530,3304557,1464,697,784,680
RES_3531,3304557,311,140,158,153
RES_3532,3304557,1379,633,712,667
RES_3533,3304557,536,279,314,222
RES_3534,3304557,2377,1126,1267,1110
RES_3535,3304557,3157,1246,1402,1755
RES_3536,3304557,1466,562,632,834
RES_3537,3304557,12130,4509,5074,7056
RES_3538,3304557,904,352,396,508
RES_3539,3304557,8247,3280,3691,4556
RES_3540,3304557,7478,2963,3334,4144
RES_3541,3304557,1758,730,821,937
RES_3542,3304557,4312,1711,1925,2387
RES_3543,3304557,248,104,117,131
RES_3544,3304557,8257,3470,3904,4353
RES_3545,3304557,5272,2385,2684,2588
RES_3546,3304557,4505,1854,2086,2419
RES_3547,3304557,4559,1918,2158,2401
RES_3548,3304557,8999,3761,4232,4767
RES_3549,3304557,5016,2317,2607,2409
RES_3550,3304557,5860,2459,2767,3093
RES_3551,3304557,11537,4894,5507,6030
RES_3552,3304557,1087,502,565,522
RES_3553,3304557,468,203,228,240
RES_3554,3304557,4927,2050,2307,2620
RES_3555,3304557,236,104,117,119
RES_3556,3304557,183,83,93,90
RES_3557,3304557,709,349,393,316
RES_3558,3304557,318,152,171,147
RES_3559,3304557,4924,2098,2361,2563
RES_3560,3304557,1811,752,846,965
RES_3561,3304557,2538,1177,1324,1214
RES_3562,3304557,7715,3061,3444,4271
RES_3563,3304557,6722,2726,3067,3655
RES_3564,3304557,2733,1156,1301,1432
RES_3565,3304557,2373,994,1118,1255
RES_3566,3304557,3592,1645,1851,1741
RES_3567,3304557,3754,1687,1898,1856
RES_3568,3304557,436,219,246,190
RES_3569,3304557,1385,651,733,652
RES_3570,3304557,640,292,329,311
RES_3571,3304557,2430,1106,1244,1186
RES_3572,3304557,449,212,239,210
RES_3573,3304557,159,77,87,72
RES_3574,3304557,847,392,441,406
RES_3575,3304557,3279,1452,1634,1645
RES_3576,3304557,95,36,41,54
RES_3577,3304557,2280,947,1066,1214
RES_3578,3304557,587,301,339,248
RES_3579,3304557,178,76,86,92
RES_3580,3304557,408,184,207,201
RES_3581,3304557,906,371,417,489
RES_3582,3304557,1774,773,870,904
RES_3583,3304557,4885,2059,2317,2568
RES_3584,3304557,3130,1328,1494,1636
RES_3585,3304557,709,291,327,382
RES_3586,3304557,375,176,198,177
RES_3587,3304557,218,99,111,107
RES_3588,3304557,371,168,189,182
RES_3589,3304557,630,283,318,312
RES_3590,3304557,1955,810,911,1044
RES_3591,3304557,7975,3371,3793,4182
RES_3592,3304557,5236,2325,2616,2620
RES_3593,3304557,3654,1510,1699,1955
RES_3594,3304557,1861,756,851,1010
RES_3595,3304557,5013,2144,2412,2601
RES_3596,3304557,5018,2233,2513,2505
RES_3597,3304557,1100,484,545,555
RES_3598,3304557,679,322,362,317
RES_3599,3304557,798,371,417,381
RES_3600,3304557,977,498,560,417
RES_3601,3304557,517,254,286,231
RES_3602,3304557,355,159,179,176
RES_3603,3304557,310,143,161,149
RES_3604,3304557,114,51,57,57
RES_3605,3304557,341,151,170,171
RES_3606,3304557,851,390,439,412
RES_3607,3304557,426,191,215,211
RES_3608,3304557,867,374,421,446
RES_3609,3304557,3561,1509,1698,1863
RES_3610,3304557,3322,1396,1571,1751
RES_3611,3304557,1446,623,701,745
RES_3612,3304557,1349,554,623,726
RES_3613,3304557,1251,520,585,666
RES_3614,3304557,6643,2794,3144,3499
RES_3615,3304557,8180,3504,3943,4237
RES_3616,3304557,806,367,413,393
RES_3617,3304557,1551,646,727,824
RES_3618,3304557,1226,517,582,644
RES_3619,3304557,651,308,347,304
RES_3620,3304557,1861,813,915,946
RES_3621,3304557,1597,661,744,853
RES_3622,3304557,5311,2281,2567,2744
RES_3623,3304557,5479,2313,2603,2876
RES_3624,3304557,753,315,354,399
RES_3625,3304557,1237,573,645,592
RES_3626,3304557,501,233,262,239
RES_3627,3304557,2599,1106,1244,1355
RES_3628,3304557,5791,2490,2802,2989
RES_3629,3304557,785,325,366,419
RES_3630,3304557,4324,1843,2074,2250
RES_3631,3304557,676,318,358,318
RES_3632,3304557,2189,1016,1143,1046
RES_3633,3304557,459,203,228,231
RES_3634,3304557,3830,1774,1996,1834
RES_3635,3304557,647,304,342,305
RES_3636,3304557,8479,3507,3946,4533
RES_3637,3304557,6126,2521,2837,3289
RES_3638,3304557,1891,822,925,966
RES_3639,3304557,5454,2237,2517,2937
RES_3640,3304557,1588,629,708,880
RES_3641,3304557,805,326,367,438
RES_3642,3304557,3329,1406,1582,1747
RES_3643,3304557,1337,531,597,740
RES_3644,3304557,1021,435,489,532
RES_3645,3304557,2998,1233,1387,1611
RES_3646,3304557,549,227,255,294
RES_3647,3304557,2884,1202,1352,1532
RES_3648,3304557,1896,784,882,1014
RES_3649,3304557,4985,2037,2292,2693
RES_3650,3304557,5942,2517,2832,3110
RES_3651,3304557,6865,2837,3192,3673
RES_3652,3304557,3468,1424,1602,1866
RES_3653,3304557,11858,4990,5615,6243
RES_3654,3304557,794,314,353,441
RES_3655,3304557,2855,1280,1440,1415
RES_3656,3304557,6434,2913,3278,3156
RES_3657,3304557,9353,4011,4513,4840
RES_3658,3304557,4716,1913,2153,2563
RES_3659,3304557,8709,3651,4108,4601
RES_3660,3304557,3741,1760,1980,1761
RES_3661,3304557,975,386,434,541
RES_3662,3304557,2196,1031,1160,1036
RES_3663,3304557,202,90,101,101
RES_3664,3304557,147,61,69,78
RES_3665,3304557,191,86,97,94
RES_3666,3304557,726,328,369,357
RES_3667,3304557,569,247,278,291
RES_3668,3304557,457,198,223,234
RES_3669,3304557,1556,671,755,801
RES_3670,3304557,301,136,153,148
RES_3671,3304557,1902,808,909,993
RES_3672,3304557,5032,2211,2488,2544
RES_3673,3304557,2511,1093,1230,1281
RES_3674,3304557,3129,1614,1816,1313
RES_3675,3304557,1848,759,854,994
RES_3676,3304557,1611,630,709,902
RES_3677,3304557,257,119,134,123
RES_3678,3304557,836,363,408,428
RES_3679,3304557,5067,2228,2507,2560
RES_3680,3304557,4112,1873,2108,2004
RES_3681,3304557,53,26,29,24
RES_3682,3304557,1077,444,500,577
RES_3683,3304557,2518,1043,1174,1344
RES_3684,3304557,161,69,78,83
RES_3685,3304557,3142,1376,1548,1594
RES_3686,3304557,418,182,205,213
RES_3687,3304557,228,100,113,115
RES_3688,3304557,517,230,259,258
RES_3689,3304557,518,247,278,240
RES_3690,3304557,1510,644,725,785
RES_3691,3304557,1704,733,825,879
RES_3692,3304557,1393,620,698,695
RES_3693,3304557,6524,2779,3127,3397
RES_3694,3304557,5015,2070,2329,2686
RES_3695,3304557,421,177,199,222
RES_3696,3304557,1066,440,495,571
RES_3697,3304557,4416,1858,2091,2325
RES_3698,3304557,2067,935,1052,1015
RES_3699,3304557,786,349,393,393
RES_3700,3304557,313,137,154,159
RES_3701,3304557,56,25,28,28
RES_3702,3304557,1519,706,794,725
RES_3703,3304557,1648,715,805,843
RES_3704,3304557,4595,2017,2270,2325
RES_3705,3304557,3856,1842,2073,1783
RES_3706,3304557,107,48,54,53
RES_3707,3304557,1292,629,708,584
RES_3708,3304557,782,365,411,371
RES_3709,3304557,2039,923,1039,1000
RES_3710,3304557,1566,686,772,794
RES_3711,3304557,90,40,45,45
RES_3712,3304557,1505,669,753,752
RES_3713,3304557,268,123,138,130
RES_3714,3304557,115,50,56,59
RES_3715,3304557,2659,1178,1325,1334
RES_3716,3304557,4060,1854,2086,1974
RES_3717,3304557,2124,902,1015,1109
RES_3718,3304557,4615,1952,2196,2419
RES_3719,3304557,2522,1007,1133,1389
RES_3720,3304557,3784,1630,1834,1950
RES_3721,3304557,2598,1134,1276,1322
RES_3722,3304557,160,65,73,87
RES_3723,3304557,490,213,240,250
RES_3724,3304557,72,32,36,36
RES_3725,3304557,503,231,260,243
RES_3726,3304557,141,62,70,71
RES_3727,3304557,697,304,342,355
RES_3728,3304557,744,357,402,342
RES_3729,3304557,447,198,223,224
RES_3730,3304557,896,401,451,445
RES_3731,3304557,1610,656,738,872
RES_3732,3304557,412,181,204,208
RES_3733,3304557,1942,787,886,1056
RES_3734,3304557,7533,3139,3532,4001
RES_3735,3304557,2295,925,1041,1254
RES_3736,3304557,904,371,417,487
RES_3737,3304557,4148,1767,1988,2160
RES_3738,3304557,5384,2266,2550,2834
RES_3739,3304557,3544,1532,1724,1820
RES_3740,3304557,1433,700,788,645
RES_3741,3304557,297,135,152,145
RES_3742,3304557,2186,918,1033,1153
RES_3743,3304557,1745,814,916,829
RES_3744,3304557,136,58,65,71
RES_3745,3304557,346,165,186,160
RES_3746,3304557,1304,585,658,646
RES_3747,3304557,830,387,435,395
RES_3748,3304557,2580,1127,1268,1312
RES_3749,3304557,65,28,31,34
RES_3750,3304557,905,395,444,461
RES_3751,3304557,156,67,75,81
RES_3752,3304557,133,64,72,61
RES_3753,3304557,1521,655,737,784
RES_3754,3304557,4565,2016,2268,2297
RES_3755,3304557,3742,1574,1771,1971
RES_3756,3304557,179,78,88,91
RES_3757,3304557,771,360,405,366
RES_3758,3304557,217,98,110,107
RES_3759,3304557,884,385,433,451
RES_3760,3304557,1458,623,701,757
RES_3761,3304557,5724,2439,2744,2980
RES_3762,3304557,1465,635,715,750
RES_3763,3304557,1590,709,798,792
RES_3764,3304557,170,72,81,89
RES_3765,3304557,92,34,38,54
RES_3766,3304557,230,97,109,121
RES_3767,3304557,5019,2092,2354,2665
RES_3768,3304557,6210,2640,2971,3239
RES_3769,3304557,2228,974,1096,1132
RES_3770,3304557,6782,2947,3316,3466
RES_3771,3304557,8118,3450,3882,4236
RES_3772,3304557,2984,1277,1437,1547
RES_3773,3304557,1261,536,603,658
RES_3774,3304557,1605,654,736,869
RES_3775,3304557,1154,494,556,598
RES_3776,3304557,556,246,277,279
RES_3777,3304557,443,196,221,222
RES_3778,3304557,4467,1874,2109,2358
RES_3779,3304557,4145,1744,1962,2183
RES_3780,3304557,1600,687,773,827
RES_3781,3304557,1894,807,908,986
RES_3782,3304557,1485,637,717,768
RES_3783,3304557,1407,603,678,729
RES_3784,3304557,1008,443,498,510
RES_3785,3304557,295,130,146,149
RES_3786,3304557,1450,632,711,739
RES_3787,3304557,462,212,239,223
RES_3788,3304557,2474,1021,1149,1325
RES_3789,3304557,1037,415,467,570
RES_3790,3304557,1733,710,799,934
RES_3791,3304557,8333,3475,3910,4423
RES_3792,3304557,7468,3111,3501,3967
RES_3793,3304557,4084,1760,1980,2104
RES_3794,3304557,3569,1499,1687,1882
RES_3795,3304557,317,135,152,165
RES_3796,3304557,570,236,266,304
RES_3797,3304557,128,50,56,72
RES_3798,3304557,106,44,50,56
RES_3799,3304557,3106,1313,1477,1629
RES_3800,3304557,6800,2883,3244,3556
RES_3801,3304557,1970,773,870,1100
RES_3802,3304557,581,231,260,321
RES_3803,3304557,3220,1325,1491,1729
RES_3804,3304557,6601,2765,3111,3490
RES_3805,3304557,6925,2868,3227,3698
RES_3806,3304557,4776,2065,2324,2452
RES_3807,3304557,412,175,197,215
RES_3808,3304557,1827,808,909,918
RES_3809,3304557,224,88,99,125
RES_3810,3304557,242,111,125,117
RES_3811,3304557,78,34,38,40
RES_3812,3304557,28,12,13,15
RES_3813,3304557,307,137,154,153
RES_3814,3304557,209,87,98,111
RES_3815,3304557,1361,584,657,704
RES_3816,3304557,6353,2687,3023,3330
RES_3817,3304557,3124,1239,1394,1730
RES_3818,3304557,3820,1600,1800,2020
RES_3819,3304557,415,184,207,208
RES_3820,3304557,475,214,241,234
RES_3821,3304557,1095,470,529,566
RES_3822,3304557,4082,1670,1879,2203
RES_3823,3304557,7580,3215,3618,3962
RES_3824,3304557,2198,909,1023,1175
RES_3825,3304557,1207,524,590,617
RES_3826,3304557,54,24,27,27
RES_3827,3304557,539,226,254,285
RES_3828,3304557,673,288,324,349
RES_3829,3304557,161,72,81,80
RES_3830,3304557,109,48,54,55
RES_3831,3304557,740,330,371,369
RES_3832,3304557,306,126,142,164
RES_3833,3304557,2306,1046,1177,1129
RES_3834,3304557,308,138,155,153
RES_3835,3304557,1914,844,950,964
RES_3836,3304557,1420,651,733,687
RES_3837,3304557,585,266,299,286
RES_3838,3304557,682,311,350,332
RES_3839,3304557,685,304,342,343
RES_3840,3304557,49,22,25,24
RES_3841,3304557,491,254,286,205
RES_3842,3304557,1738,754,848,890
RES_3843,3304557,559,266,299,260
RES_3844,3304557,3041,1493,1680,1361
RES_3845,3304557,293,144,162,131
RES_3846,3304557,174,88,99,75
RES_3847,3304557,439,182,205,234
RES_3848,3304557,8323,3699,4162,4161
RES_3849,3304557,5103,2448,2755,2348
RES_3850,3304557,1140,456,513,627
RES_3851,3304557,3667,1678,1888,1779
RES_3852,3304557,71,31,35,36
RES_3853,3304557,87,37,42,45
RES_3854,3304557,1202,547,615,587
RES_3855,3304557,2613,1101,1239,1374
RES_3856,3304557,8446,4060,4568,3878
RES_3857,3304557,3288,1618,1821,1467
RES_3858,3304557,484,234,263,221
RES_3859,3304557,990,432,486,504
RES_3860,3304557,625,280,315,310
RES_3861,3304557,2590,1108,1247,1343
RES_3862,3304557,1357,625,703,654
RES_3863,3304557,11751,5385,6059,5692
RES_3864,3304557,5681,2649,2981,2700
RES_3865,3304557,574,245,276,298
RES_3866,3304557,6885,3135,3528,3357
RES_3867,3304557,249,103,116,133
RES_3868,3304557,819,359,404,415
RES_3869,3304557,3318,1512,1701,1617
RES_3870,3304557,772,332,374,398
RES_3871,3304557,792,348,392,400
RES_3872,3304557,793,352,396,397
RES_3873,3304557,879,415,467,412
RES_3874,3304557,2032,1021,1149,883
RES_3875,3304557,2,1,1,1
RES_3876,3304557,2336,1066,1199,1137
RES_3877,3304557,3592,1560,1755,1837
RES_3878,3304557,3082,1381,1554,1528
RES_3879,3304557,2659,1315,1480,1179
RES_3880,3304557,655,330,371,284
RES_3881,3304557,997,442,497,500
RES_3882,3304557,5492,2780,3128,2364
RES_3883,3304557,6639,3366,3787,2852
RES_3884,3304557,1208,487,548,660
RES_3885,3304557,465,214,241,224
RES_3886,3304557,1009,442,497,512
RES_3887,3304557,289,123,138,151
RES_3888,3304557,3376,1743,1961,1415
RES_3889,3304557,284,111,125,159
RES_3890,3304557,1010,397,447,563
RES_3891,3304557,184,79,89,95
RES_3892,3304557,62,27,30,32
RES_3893,3304557,400,182,205,195
RES_3894,3304557,336,152,171,165
RES_3895,3304557,12,5,6,6
RES_3896,3304557,74,29,33,41
RES_3897,3304557,110,50,56,54
RES_3898,3304557,9335,4776,5374,3961
RES_3899,3304557,809,336,378,431
RES_3900,3304557,365,187,210,155
RES_3901,3304557,2968,1417,1594,1374
RES_3902,3304557,1407,662,745,662
RES_3903,3304557,3319,1610,1812,1507
RES_3904,3304557,323,161,181,142
RES_3905,3304557,261,114,128,133
RES_3906,3304557,143,62,70,73
RES_3907,3304557,248,106,119,129
RES_3908,3304557,1528,675,760,768
RES_3909,3304557,4034,1948,2192,1842
RES_3910,3304557,437,200,225,212
RES_3911,3304557,588,280,315,273
RES_3912,3304557,882,411,462,420
RES_3913,3304557,140,62,70,70
RES_3914,3304557,140,59,66,74
RES_3915,3304557,2199,984,1107,1092
RES_3916,3304557,87,39,44,43
RES_3917,3304557,755,340,383,372
RES_3918,3304557,242,117,132,110
RES_3919,3304557,789,338,380,409
RES_3920,3304557,5436,2559,2879,2557
RES_3921,3304557,2226,1048,1179,1047
RES_3922,3304557,459,224,252,207
RES_3923,3304557,211,92,104,107
RES_3924,3304557,208,106,119,89
RES_3925,3304557,14948,7562,8509,6439
RES_3926,3304557,23073,11592,13043,10030
RES_3927,3304557,7291,3701,4164,3127
RES_3928,3304557,1054,522,587,467
RES_3929,3304557,2574,1131,1273,1301
RES_3930,3304557,633,289,325,308
RES_3931,3304557,421,191,215,206
RES_3932,3304557,680,320,360,320
RES_3933,3304557,813,371,417,396
RES_3934,3304557,954,447,503,451
RES_3935,3304557,863,399,449,414
RES_3936,3304557,1315,610,686,629
RES_3937,3304557,464,222,250,214
RES_3938,3304557,64,35,39,25
RES_3939,3304557,618,287,323,295
RES_3940,3304557,863,407,458,405
RES_3941,3304557,127,54,61,66
RES_3942,3304557,319,142,160,159
RES_3943,3304557,3133,1436,1616,1517
RES_3944,3304557,1111,486,547,564
RES_3945,3304557,332,165,186,146
RES_3946,3304557,5105,2451,2758,2347
RES_3947,3304557,4,2,2,2
RES_3948,3304557,4912,2327,2618,2294
RES_3949,3304557,5336,2466,2775,2561
RES_3950,3304557,1321,547,615,706
RES_3951,3304557,1837,822,925,912
RES_3952,3304557,2524,1065,1198,1326
RES_3953,3304557,5248,2157,2427,2821
RES_3954,3304557,1418,648,729,689
RES_3955,3304557,710,301,339,371
RES_3956,3304557,2432,1099,1237,1195
RES_3957,3304557,416,198,223,193
RES_3958,3304557,632,311,350,282
RES_3959,3304557,1928,904,1017,911
RES_3960,3304557,4805,2217,2495,2310
RES_3961,3304557,2400,1059,1192,1208
RES_3962,3304557,2049,982,1105,944
RES_3963,3304557,1088,564,635,453
RES_3964,3304557,302,144,162,140
RES_3965,3304557,1046,551,620,426
RES_3966,3304557,5402,2618,2946,2456
RES_3967,3304557,1470,782,880,590
RES_3968,3304557,690,306,344,346
RES_3969,3304557,600,265,298,302
RES_3970,3304557,10574,4700,5288,5286
RES_3971,3304557,2259,1005,1131,1128
RES_3972,3304557,2939,1304,1467,1472
RES_3973,3304557,10390,4640,5221,5169
RES_3974,3304557,450,214,241,209
RES_3975,3304557,181,78,88,93
RES_3976,3304557,263,116,131,132
RES_3977,3304557,192,93,105,87
RES_3978,3304557,176,67,75,101
RES_3979,3304557,12,5,6,6
RES_3980,3304557,145,68,77,68
RES_3981,3304557,323,147,165,158
RES_3982,3304557,1382,598,673,709
RES_3983,3304557,30,13,15,15
RES_3984,3304557,4018,1748,1967,2051
RES_3985,3304557,4060,1858,2091,1969
RES_3986,3304557,915,398,448,467
RES_3987,3304557,3205,1450,1632,1573
RES_3988,3304557,4817,2300,2588,2229
RES_3989,3304557,5896,2511,2825,3071
RES_3990,3304557,1442,712,801,641
RES_3991,3304557,170,77,87,83
RES_3992,3304557,249,109,123,126
RES_3993,3304557,546,254,286,260
RES_3994,3304557,462,198,223,239
RES_3995,3304557,557,268,302,255
RES_3996,3304557,1117,531,597,520
RES_3997,3304557,1554,694,781,773
RES_3998,3304557,2759,1228,1382,1377
RES_3999,3304557,3530,1558,1753,1777
RES_4000,3304557,5814,2643,2974,2840
RES_4001,3304557,3420,1513,1702,1718
RES_4002,3304557,3942,1717,1932,2010
RES_4003,3304557,444,217,244,200
RES_4004,3304557,2480,1018,1145,1335
RES_4005,3304557,6964,2728,3070,3894
RES_4006,3304557,6389,2753,3098,3291
RES_4007,3304557,2052,890,1001,1051
RES_4008,3304557,660,297,334,326
RES_4009,3304557,300,130,146,154
RES_4010,3304557,9938,4375,4923,5015
RES_4011,3304557,13722,6175,6948,6774
RES_4012,3304557,1744,742,835,909
RES_4013,3304557,809,357,402,407
RES_4014,3304557,4897,2172,2444,2453
RES_4015,3304557,638,285,321,317
RES_4016,3304557,357,162,182,175
RES_4017,3304557,600,298,335,265
RES_4018,3304557,350,156,176,174
RES_4019,3304557,739,351,395,344
RES_4020,3304557,485,223,251,234
RES_4021,3304557,188,82,92,96
RES_4022,3304557,256,129,145,111
RES_4023,3304557,525,229,258,267
RES_4024,3304557,153,73,82,71
RES_4025,3304557,1757,805,906,851
RES_4026,3304557,3580,1588,1787,1793
RES_4027,3304557,479,193,217,262
RES_4028,3304557,3503,1591,1790,1713
RES_4029,3304557,6111,2607,2933,3178
RES_4030,3304557,6501,2812,3164,3337
RES_4031,3304557,1687,679,764,923
RES_4032,3304557,4869,2196,2471,2398
RES_4033,3304557,7006,3053,3435,3571
RES_4034,3304557,365,151,170,195
RES_4035,3304557,1259,546,614,645
RES_4036,3304557,461,208,234,227
RES_4037,3304557,761,365,411,350
RES_4038,3304557,366,171,192,174
RES_4039,3304557,539,262,295,244
RES_4040,3304557,12,5,6,6
RES_4041,3304557,2036,1011,1138,898
RES_4042,3304557,695,348,392,303
RES_4043,3304557,1642,713,802,840
RES_4044,3304557,3114,1399,1574,1540
RES_4045,3304557,188,86,97,91
RES_4046,3304557,1078,487,548,530
RES_4047,3304557,3828,1677,1887,1941
RES_4048,3304557,756,341,384,372
RES_4049,3304557,6004,2693,3030,2974
RES_4050,3304557,7153,3168,3565,3588
RES_4051,3304557,7164,3176,3574,3590
RES_4052,3304557,1005,468,527,478
RES_4053,3304557,2435,1101,1239,1196
RES_4054,3304557,7704,3389,3813,3891
RES_4055,3304557,4067,1706,1920,2147
RES_4056,3304557,4096,1765,1986,2110
RES_4057,3304557,341,147,165,176
RES_4058,3304557,2177,939,1057,1120
RES_4059,3304557,3894,1661,1869,2025
RES_4060,3304557,7455,3265,3674,3781
RES_4061,3304557,5694,2374,2671,3023
RES_4062,3304557,438,180,203,235
RES_4063,3304557,4521,2132,2399,2122
RES_4064,3304557,9399,4001,4502,4897
RES_4065,3304557,7083,3008,3385,3698
RES_4066,3304557,3698,1600,1800,1898
RES_4067,3304557,421,178,200,221
RES_4068,3304557,1522,689,775,747
RES_4069,3304557,989,433,487,502
RES_4070,3304557,496,219,246,250
RES_4071,3304557,718,341,384,334
RES_4072,3304557,75,33,37,38
RES_4073,3304557,102,48,54,48
RES_4074,3304557,261,121,136,125
RES_4075,3304557,852,381,429,423
RES_4076,3304557,441,205,231,210
RES_4077,3304557,346,167,188,158
RES_4078,3304557,1082,492,554,528
RES_4079,3304557,54,28,31,23
RES_4080,3304557,375,175,197,178
RES_4081,3304557,483,215,242,241
RES_4082,3304557,451,203,228,223
RES_4083,3304557,285,137,154,131
RES_4084,3304557,207,88,99,108
RES_4085,3304557,928,429,483,445
RES_4086,3304557,44,19,21,23
RES_4087,3304557,2643,1110,1249,1394
RES_4088,3304557,664,245,276,388
RES_4089,3304557,3341,1448,1629,1712
RES_4090,3304557,688,313,352,336
RES_4091,3304557,850,355,399,451
RES_4092,3304557,2601,1094,1231,1370
RES_4093,3304557,3986,1725,1941,2045
RES_4094,3304557,945,426,479,466
RES_4095,3304557,1132,460,518,614
RES_4096,3304557,5485,2364,2660,2825
RES_4097,3304557,1803,786,884,919
RES_4098,3304557,1977,896,1008,969
RES_4099,3304557,622,273,307,315
RES_4100,3304557,1009,515,579,430
RES_4101,3304557,939,429,483,456
RES_4102,3304557,368,159,179,189
RES_4103,3304557,171,67,75,96
RES_4104,3304557,2356,1131,1273,1083
RES_4105,3304557,556,240,270,286
RES_4106,3304557,523,227,255,268
RES_4107,3304557,707,315,354,353
RES_4108,3304557,531,246,277,254
RES_4109,3304557,146,64,72,74
RES_4110,3304557,2174,1051,1183,991
RES_4111,3304557,194,89,100,94
RES_4112,3304557,2481,1044,1175,1306
RES_4113,3304557,5942,2557,2877,3065
RES_4114,3304557,4603,2050,2307,2296
RES_4115,3304557,5494,2367,2663,2831
RES_4116,3304557,8596,3565,4011,4585
RES_4117,3304557,4678,1946,2190,2488
RES_4118,3304557,2620,1106,1244,1376
RES_4119,3304557,1843,843,949,894
RES_4120,3304557,4470,1883,2119,2351
RES_4121,3304557,1796,766,862,934
RES_4122,3304557,1642,756,851,791
RES_4123,3304557,986,451,507,479
RES_4124,3304557,563,243,273,290
RES_4125,3304557,888,404,455,433
RES_4126,3304557,2351,1069,1203,1148
RES_4127,3304557,3295,1510,1699,1596
RES_4128,3304557,759,334,376,383
RES_4129,3304557,848,376,423,425
RES_4130,3304557,835,384,432,403
RES_4131,3304557,755,334,376,379
RES_4132,3304557,279,125,141,138
RES_4133,3304557,1064,481,541,523
RES_4134,3304557,1079,489,550,529
RES_4135,3304557,3235,1449,1630,1605
RES_4136,3304557,704,326,367,337
RES_4137,3304557,530,249,280,250
RES_4138,3304557,628,288,324,304
RES_4139,3304557,909,412,464,445
RES_4140,3304557,4853,2015,2267,2586
RES_4141,3304557,2249,948,1067,1182
RES_4142,3304557,3676,1662,1870,1806
RES_4143,3304557,6950,2829,3183,3767
RES_4144,3304557,2304,937,1054,1250
RES_4145,3304557,2425,1066,1199,1226
RES_4146,3304557,4894,2106,2370,2524
RES_4147,3304557,1488,641,721,767
RES_4148,3304557,717,329,370,347
RES_4149,3304557,1809,816,918,891
RES_4150,3304557,448,196,221,227
RES_4151,3304557,683,307,345,338
RES_4152,3304557,537,252,284,253
RES_4153,3304557,82,36,40,42
RES_4154,3304557,426,179,201,225
RES_4155,3304557,1365,632,711,654
RES_4156,3304557,1167,554,623,544
RES_4157,3304557,2102,898,1010,1092
RES_4158,3304557,3853,1601,1801,2052
RES_4159,3304557,985,433,487,498
RES_4160,3304557,504,214,241,263
RES_4161,3304557,2194,942,1060,1134
RES_4162,3304557,3408,1513,1702,1706
RES_4163,3304557,630,318,358,272
RES_4164,3304557,66,32,36,30
RES_4165,3304557,630,273,307,323
RES_4166,3304557,999,510,574,425
RES_4167,3304557,762,336,378,384
RES_4168,3304557,2874,1242,1398,1476
RES_4169,3304557,317,159,179,138
RES_4170,3304557,522,277,312,210
RES_4171,3304557,554,256,288,266
RES_4172,3304557,904,431,485,419
RES_4173,3304557,600,291,327,273
RES_4174,3304557,602,307,345,257
RES_4175,3304557,493,240,270,223
RES_4176,3304557,3301,1540,1733,1568
RES_4177,3304557,1609,672,756,853
RES_4178,3304557,648,297,334,314
RES_4179,3304557,2076,820,923,1153
RES_4180,3304557,1414,662,745,669
RES_4181,3304557,69,30,34,35
RES_4182,3304557,1872,805,906,966
RES_4183,3304557,745,360,405,340
RES_4184,3304557,1789,817,919,870
RES_4185,3304557,380,172,194,186
RES_4186,3304557,1400,593,667,733
RES_4187,3304557,910,390,439,471
RES_4188,3304557,1151,482,542,609
RES_4189,3304557,7175,3080,3466,3709
