id,municipality_code,census_population,age_15_59_measured_or_suppression_proxy,census_municipal_employment_calibrated
RES_3473,3304557,499,311.0,218
RES_3474,3304557,4361,2782.0,1950
RES_3475,3304557,4925,3019.0,2116
RES_3476,3304557,2105,1262.0,885
RES_3477,3304557,1819,1114.0,781
RES_3478,3304557,6290,3889.0,2726
RES_3479,3304557,2403,1504.0,1054
RES_3480,3304557,799,509.0,357
RES_3481,3304557,1517,990.0,694
RES_3482,3304557,286,181.0,127
RES_3483,3304557,100,57.0,40
RES_3484,3304557,759,472.0,331
RES_3485,3304557,178,117.0,82
RES_3486,3304557,4094,2684.0,1882
RES_3487,3304557,445,255.0,179
RES_3488,3304557,188,139.0,97
RES_3489,3304557,565,355.0,249
RES_3490,3304557,111,81.0,57
RES_3491,3304557,3752,2210.118824779832,1549
RES_3492,3304557,6528,4188.0,2936
RES_3493,3304557,4347,2915.0,2044
RES_3494,3304557,5794,3392.0,2378
RES_3495,3304557,4720,2901.7734177580915,2034
RES_3496,3304557,1364,820.0,575
RES_3497,3304557,1194,760.0,533
RES_3498,3304557,2136,1358.0,952
RES_3499,3304557,1083,643.0,451
RES_3500,3304557,954,610.0,428
RES_3501,3304557,592,371.0,260
RES_3502,3304557,1509,977.0,685
RES_3503,3304557,11359,6910.0,4844
RES_3504,3304557,4757,2928.0,2053
RES_3505,3304557,1350,857.0,601
RES_3506,3304557,5895,3825.0,2681
RES_3507,3304557,3335,2036.0,1427
RES_3508,3304557,5258,3597.0,2522
RES_3509,3304557,630,379.0,266
RES_3510,3304557,652,405.0,284
RES_3511,3304557,1038,640.0,449
RES_3512,3304557,1399,866.0,607
RES_3513,3304557,1015,663.0,465
RES_3514,3304557,449,301.0,211
RES_3515,3304557,488,315.0,221
RES_3516,3304557,993,644.0,451
RES_3517,3304557,228,150.0,105
RES_3518,3304557,578,362.0,254
RES_3519,3304557,1309,781.0,548
RES_3520,3304557,6089,3567.0,2501
RES_3521,3304557,8748,5330.844954154947,3737
RES_3522,3304557,1931,1103.0,773
RES_3523,3304557,641,365.0,256
RES_3524,3304557,2221,1361.0,954
RES_3525,3304557,77,46.0,32
RES_3526,3304557,374,281.0,197
RES_3527,3304557,1200,790.0,554
RES_3528,3304557,1675,1284.0,900
RES_3529,3304557,578,337.0,236
RES_3530,3304557,1464,994.0,697
RES_3531,3304557,311,199.0,140
RES_3532,3304557,1379,903.0,633
RES_3533,3304557,536,398.0,279
RES_3534,3304557,2377,1606.0,1126
RES_3535,3304557,3157,1778.0,1246
RES_3536,3304557,1466,802.0,562
RES_3537,3304557,12130,6432.0,4509
RES_3538,3304557,904,502.0,352
RES_3539,3304557,8247,4679.0,3280
RES_3540,3304557,7478,4226.0,2963
RES_3541,3304557,1758,1042.0,730
RES_3542,3304557,4312,2441.0,1711
RES_3543,3304557,248,149.0,104
RES_3544,3304557,8257,4950.0,3470
RES_3545,3304557,5272,3402.0,2385
RES_3546,3304557,4505,2644.0,1854
RES_3547,3304557,4559,2736.0,1918
RES_3548,3304557,8999,5364.988026948658,3761
RES_3549,3304557,5016,3305.0,2317
RES_3550,3304557,5860,3508.0,2459
RES_3551,3304557,11537,6981.0,4894
RES_3552,3304557,1087,716.0,502
RES_3553,3304557,468,289.0,203
RES_3554,3304557,4927,2924.0,2050
RES_3555,3304557,236,149.0,104
RES_3556,3304557,183,119.0,83
RES_3557,3304557,709,498.0,349
RES_3558,3304557,318,217.0,152
RES_3559,3304557,4924,2993.0,2098
RES_3560,3304557,1811,1073.0,752
RES_3561,3304557,2538,1679.0,1177
RES_3562,3304557,7715,4366.0,3061
RES_3563,3304557,6722,3888.0,2726
RES_3564,3304557,2733,1649.0,1156
RES_3565,3304557,2373,1418.2379514708593,994
RES_3566,3304557,3592,2347.0,1645
RES_3567,3304557,3754,2406.0,1687
RES_3568,3304557,436,312.0,219
RES_3569,3304557,1385,928.0,651
RES_3570,3304557,640,416.0,292
RES_3571,3304557,2430,1578.0,1106
RES_3572,3304557,449,303.0,212
RES_3573,3304557,159,110.0,77
RES_3574,3304557,847,559.0,392
RES_3575,3304557,3279,2071.7617466179454,1452
RES_3576,3304557,95,51.0,36
RES_3577,3304557,2280,1351.0,947
RES_3578,3304557,587,429.0,301
RES_3579,3304557,178,109.0,76
RES_3580,3304557,408,263.0,184
RES_3581,3304557,906,529.0,371
RES_3582,3304557,1774,1103.0,773
RES_3583,3304557,4885,2937.0,2059
RES_3584,3304557,3130,1894.0,1328
RES_3585,3304557,709,415.0,291
RES_3586,3304557,375,251.0,176
RES_3587,3304557,218,141.0,99
RES_3588,3304557,371,239.35707816188673,168
RES_3589,3304557,630,403.0,283
RES_3590,3304557,1955,1156.0,810
RES_3591,3304557,7975,4809.0,3371
RES_3592,3304557,5236,3317.0,2325
RES_3593,3304557,3654,2154.0,1510
RES_3594,3304557,1861,1078.0,756
RES_3595,3304557,5013,3059.0,2144
RES_3596,3304557,5018,3186.0,2233
RES_3597,3304557,1100,690.0,484
RES_3598,3304557,679,460.0,322
RES_3599,3304557,798,529.0,371
RES_3600,3304557,977,711.0,498
RES_3601,3304557,517,362.0,254
RES_3602,3304557,355,227.0,159
RES_3603,3304557,310,204.0,143
RES_3604,3304557,114,73.0,51
RES_3605,3304557,341,216.0,151
RES_3606,3304557,851,556.0,390
RES_3607,3304557,426,273.0,191
RES_3608,3304557,867,534.0,374
RES_3609,3304557,3561,2153.0,1509
RES_3610,3304557,3322,1992.0,1396
RES_3611,3304557,1446,888.0,623
RES_3612,3304557,1349,790.0,554
RES_3613,3304557,1251,742.0,520
RES_3614,3304557,6643,3985.0,2794
RES_3615,3304557,8180,4999.0,3504
RES_3616,3304557,806,523.0,367
RES_3617,3304557,1551,921.0,646
RES_3618,3304557,1226,737.0,517
RES_3619,3304557,651,439.0,308
RES_3620,3304557,1861,1160.0,813
RES_3621,3304557,1597,943.0,661
RES_3622,3304557,5311,3254.0,2281
RES_3623,3304557,5479,3300.0,2313
RES_3624,3304557,753,449.8689002576309,315
RES_3625,3304557,1237,817.0,573
RES_3626,3304557,501,332.0,233
RES_3627,3304557,2599,1578.0,1106
RES_3628,3304557,5791,3552.0,2490
RES_3629,3304557,785,464.0,325
RES_3630,3304557,4324,2629.0,1843
RES_3631,3304557,676,453.0,318
RES_3632,3304557,2189,1449.0,1016
RES_3633,3304557,459,289.0,203
RES_3634,3304557,3830,2530.0,1774
RES_3635,3304557,647,434.0,304
RES_3636,3304557,8479,5002.0,3507
RES_3637,3304557,6126,3596.0,2521
RES_3638,3304557,1891,1172.0,822
RES_3639,3304557,5454,3191.0,2237
RES_3640,3304557,1588,897.0,629
RES_3641,3304557,805,465.0,326
RES_3642,3304557,3329,2006.0,1406
RES_3643,3304557,1337,758.0,531
RES_3644,3304557,1021,621.0,435
RES_3645,3304557,2998,1759.0,1233
RES_3646,3304557,549,324.0,227
RES_3647,3304557,2884,1715.0,1202
RES_3648,3304557,1896,1119.0,784
RES_3649,3304557,4985,2906.0,2037
RES_3650,3304557,5942,3590.0,2517
RES_3651,3304557,6865,4047.0,2837
RES_3652,3304557,3468,2030.9284636031446,1424
RES_3653,3304557,11858,7118.773719669287,4990
RES_3654,3304557,794,448.0,314
RES_3655,3304557,2855,1826.0,1280
RES_3656,3304557,6434,4155.0,2913
RES_3657,3304557,9353,5721.0,4011
RES_3658,3304557,4716,2729.0,1913
RES_3659,3304557,8709,5208.0,3651
RES_3660,3304557,3741,2510.0,1760
RES_3661,3304557,975,551.0,386
RES_3662,3304557,2196,1470.0,1031
RES_3663,3304557,202,128.0,90
RES_3664,3304557,147,87.0,61
RES_3665,3304557,191,122.0,86
RES_3666,3304557,726,468.0,328
RES_3667,3304557,569,352.0,247
RES_3668,3304557,457,283.0,198
RES_3669,3304557,1556,957.0,671
RES_3670,3304557,301,194.0,136
RES_3671,3304557,1902,1152.0,808
RES_3672,3304557,5032,3154.0,2211
RES_3673,3304557,2511,1559.0,1093
RES_3674,3304557,3129,2302.0,1614
RES_3675,3304557,1848,1083.0,759
RES_3676,3304557,1611,898.0,630
RES_3677,3304557,257,170.0,119
RES_3678,3304557,836,518.0,363
RES_3679,3304557,5067,3178.0,2228
RES_3680,3304557,4112,2672.0,1873
RES_3681,3304557,53,37.0,26
RES_3682,3304557,1077,633.0,444
RES_3683,3304557,2518,1488.0,1043
RES_3684,3304557,161,99.0,69
RES_3685,3304557,3142,1963.0,1376
RES_3686,3304557,418,259.0,182
RES_3687,3304557,228,142.0,100
RES_3688,3304557,517,328.0,230
RES_3689,3304557,518,353.0,247
RES_3690,3304557,1510,919.0,644
RES_3691,3304557,1704,1046.0,733
RES_3692,3304557,1393,885.0,620
RES_3693,3304557,6524,3964.0,2779
RES_3694,3304557,5015,2953.0,2070
RES_3695,3304557,421,253.0,177
RES_3696,3304557,1066,627.0,440
RES_3697,3304557,4416,2650.0,1858
RES_3698,3304557,2067,1334.0,935
RES_3699,3304557,786,498.0,349
RES_3700,3304557,313,196.0,137
RES_3701,3304557,56,35.33313205920316,25
RES_3702,3304557,1519,1007.0,706
RES_3703,3304557,1648,1020.0,715
RES_3704,3304557,4595,2877.0,2017
RES_3705,3304557,3856,2628.0,1842
RES_3706,3304557,107,68.0,48
RES_3707,3304557,1292,897.0,629
RES_3708,3304557,782,520.0,365
RES_3709,3304557,2039,1317.0,923
RES_3710,3304557,1566,978.0,686
RES_3711,3304557,90,56.78539080943365,40
RES_3712,3304557,1505,955.0,669
RES_3713,3304557,268,176.0,123
RES_3714,3304557,115,72.0,50
RES_3715,3304557,2659,1680.0,1178
RES_3716,3304557,4060,2644.0,1854
RES_3717,3304557,2124,1287.0,902
RES_3718,3304557,4615,2785.0,1952
RES_3719,3304557,2522,1436.0,1007
RES_3720,3304557,3784,2325.0,1630
RES_3721,3304557,2598,1617.0,1134
RES_3722,3304557,160,93.0,65
RES_3723,3304557,490,304.0,213
RES_3724,3304557,72,45.428312647546925,32
RES_3725,3304557,503,330.0,231
RES_3726,3304557,141,88.0,62
RES_3727,3304557,697,434.0,304
RES_3728,3304557,744,509.0,357
RES_3729,3304557,447,283.0,198
RES_3730,3304557,896,572.0,401
RES_3731,3304557,1610,936.0,656
RES_3732,3304557,412,258.0,181
RES_3733,3304557,1942,1123.0,787
RES_3734,3304557,7533,4477.0,3139
RES_3735,3304557,2295,1320.0,925
RES_3736,3304557,904,529.0,371
RES_3737,3304557,4148,2520.0,1767
RES_3738,3304557,5384,3233.0,2266
RES_3739,3304557,3544,2185.0,1532
RES_3740,3304557,1433,999.0,700
RES_3741,3304557,297,192.0,135
RES_3742,3304557,2186,1309.0,918
RES_3743,3304557,1745,1161.0,814
RES_3744,3304557,136,83.0,58
RES_3745,3304557,346,236.0,165
RES_3746,3304557,1304,834.0,585
RES_3747,3304557,830,552.0,387
RES_3748,3304557,2580,1608.0,1127
RES_3749,3304557,65,40.0,28
RES_3750,3304557,905,564.0,395
RES_3751,3304557,156,96.0,67
RES_3752,3304557,133,92.0,64
RES_3753,3304557,1521,935.0,655
RES_3754,3304557,4565,2876.0,2016
RES_3755,3304557,3742,2245.0,1574
RES_3756,3304557,179,111.0,78
RES_3757,3304557,771,513.0,360
RES_3758,3304557,217,140.0,98
RES_3759,3304557,884,549.2499245222011,385
RES_3760,3304557,1458,888.0,623
RES_3761,3304557,5724,3479.0,2439
RES_3762,3304557,1465,906.0,635
RES_3763,3304557,1590,1011.0,709
RES_3764,3304557,170,103.0,72
RES_3765,3304557,92,48.0,34
RES_3766,3304557,230,139.0,97
RES_3767,3304557,5019,2984.0,2092
RES_3768,3304557,6210,3766.0,2640
RES_3769,3304557,2228,1390.0,974
RES_3770,3304557,6782,4204.0,2947
RES_3771,3304557,8118,4921.0,3450
RES_3772,3304557,2984,1821.0,1277
RES_3773,3304557,1261,764.0,536
RES_3774,3304557,1605,933.0,654
RES_3775,3304557,1154,705.0,494
RES_3776,3304557,556,351.0,246
RES_3777,3304557,443,279.0,196
RES_3778,3304557,4467,2673.0,1874
RES_3779,3304557,4145,2488.0,1744
RES_3780,3304557,1600,980.3328301480079,687
RES_3781,3304557,1894,1151.0,807
RES_3782,3304557,1485,909.0,637
RES_3783,3304557,1407,860.0,603
RES_3784,3304557,1008,632.0,443
RES_3785,3304557,295,186.0,130
RES_3786,3304557,1450,902.0,632
RES_3787,3304557,462,303.0,212
RES_3788,3304557,2474,1457.0,1021
RES_3789,3304557,1037,592.0,415
RES_3790,3304557,1733,1013.0,710
RES_3791,3304557,8333,4957.0,3475
RES_3792,3304557,7468,4438.0,3111
RES_3793,3304557,4084,2511.0,1760
RES_3794,3304557,3569,2138.0,1499
RES_3795,3304557,317,193.0,135
RES_3796,3304557,570,336.0,236
RES_3797,3304557,128,72.0,50
RES_3798,3304557,106,63.0,44
RES_3799,3304557,3106,1873.0,1313
RES_3800,3304557,6800,4112.0,2883
RES_3801,3304557,1970,1103.0,773
RES_3802,3304557,581,329.0,231
RES_3803,3304557,3220,1890.4642318015722,1325
RES_3804,3304557,6601,3944.0,2765
RES_3805,3304557,6925,4091.0,2868
RES_3806,3304557,4776,2946.0,2065
RES_3807,3304557,412,250.0,175
RES_3808,3304557,1827,1153.0,808
RES_3809,3304557,224,126.0,88
RES_3810,3304557,242,159.0,111
RES_3811,3304557,78,49.0,34
RES_3812,3304557,28,17.66656602960158,12
RES_3813,3304557,307,196.0,137
RES_3814,3304557,209,124.0,87
RES_3815,3304557,1361,833.0,584
RES_3816,3304557,6353,3833.0,2687
RES_3817,3304557,3124,1767.0,1239
RES_3818,3304557,3820,2283.0,1600
RES_3819,3304557,415,262.0,184
RES_3820,3304557,475,305.0,214
RES_3821,3304557,1095,671.0,470
RES_3822,3304557,4082,2382.0,1670
RES_3823,3304557,7580,4586.0,3215
RES_3824,3304557,2198,1296.0,909
RES_3825,3304557,1207,748.0,524
RES_3826,3304557,54,34.07123448566019,24
RES_3827,3304557,539,322.0,226
RES_3828,3304557,673,411.0,288
RES_3829,3304557,161,102.0,72
RES_3830,3304557,109,68.0,48
RES_3831,3304557,740,471.0,330
RES_3832,3304557,306,180.0,126
RES_3833,3304557,2306,1492.0,1046
RES_3834,3304557,308,197.0,138
RES_3835,3304557,1914,1204.0,844
RES_3836,3304557,1420,929.0,651
RES_3837,3304557,585,380.0,266
RES_3838,3304557,682,443.0,311
RES_3839,3304557,685,434.0,304
RES_3840,3304557,49,30.916490551802767,22
RES_3841,3304557,491,362.0,254
RES_3842,3304557,1738,1076.0,754
RES_3843,3304557,559,378.95210779463287,266
RES_3844,3304557,3041,2129.785692720629,1493
RES_3845,3304557,293,205.0,144
RES_3846,3304557,174,125.0,88
RES_3847,3304557,439,260.07123448566017,182
RES_3848,3304557,8323,5276.0,3699
RES_3849,3304557,5103,3492.0,2448
RES_3850,3304557,1140,650.0,456
RES_3851,3304557,3667,2393.0,1678
RES_3852,3304557,71,44.797363860775434,31
RES_3853,3304557,87,53.0,37
RES_3854,3304557,1202,780.0,547
RES_3855,3304557,2613,1571.0,1101
RES_3856,3304557,8446,5791.0,4060
RES_3857,3304557,3288,2308.0,1618
RES_3858,3304557,484,334.0,234
RES_3859,3304557,990,616.0,432
RES_3860,3304557,625,399.52349323589067,280
RES_3861,3304557,2590,1581.0,1108
RES_3862,3304557,1357,891.0,625
RES_3863,3304557,11751,7680.892846360314,5385
RES_3864,3304557,5681,3778.0,2649
RES_3865,3304557,574,349.0,245
RES_3866,3304557,6885,4472.0,3135
RES_3867,3304557,249,147.0,103
RES_3868,3304557,819,512.0,359
RES_3869,3304557,3318,2157.0,1512
RES_3870,3304557,772,474.0,332
RES_3871,3304557,792,496.0,348
RES_3872,3304557,793,502.0,352
RES_3873,3304557,879,592.4046684560586,415
RES_3874,3304557,2032,1456.0,1021
RES_3875,3304557,2,1.26189757354297,1
RES_3876,3304557,2336,1521.0,1066
RES_3877,3304557,3592,2225.0,1560
RES_3878,3304557,3082,1970.0,1381
RES_3879,3304557,2659,1876.0,1315
RES_3880,3304557,655,470.4402856988887,330
RES_3881,3304557,997,630.0,442
RES_3882,3304557,5492,3965.0,2780
RES_3883,3304557,6639,4801.0,3366
RES_3884,3304557,1208,695.0,487
RES_3885,3304557,465,305.0,214
RES_3886,3304557,1009,630.0,442
RES_3887,3304557,289,176.0,123
RES_3888,3304557,3376,2485.8928463603143,1743
RES_3889,3304557,284,158.0,111
RES_3890,3304557,1010,567.0,397
RES_3891,3304557,184,112.0,79
RES_3892,3304557,62,39.118824779832075,27
RES_3893,3304557,400,260.0,182
RES_3894,3304557,336,217.0,152
RES_3895,3304557,12,7.571385441257821,5
RES_3896,3304557,74,41.0,29
RES_3897,3304557,110,71.0,50
RES_3898,3304557,9335,6813.0,4776
RES_3899,3304557,809,479.0,336
RES_3900,3304557,365,267.0,187
RES_3901,3304557,2968,2022.0,1417
RES_3902,3304557,1407,944.0,662
RES_3903,3304557,3319,2297.0,1610
RES_3904,3304557,323,229.0,161
RES_3905,3304557,261,163.0,114
RES_3906,3304557,143,89.0,62
RES_3907,3304557,248,151.0,106
RES_3908,3304557,1528,963.0,675
RES_3909,3304557,4034,2779.0,1948
RES_3910,3304557,437,286.0,200
RES_3911,3304557,588,399.0,280
RES_3912,3304557,882,586.0,411
RES_3913,3304557,140,89.0,62
RES_3914,3304557,140,84.0,59
RES_3915,3304557,2199,1403.0,984
RES_3916,3304557,87,55.0,39
RES_3917,3304557,755,485.0,340
RES_3918,3304557,242,167.0,117
RES_3919,3304557,789,482.0,338
RES_3920,3304557,5436,3651.0,2559
RES_3921,3304557,2226,1495.0,1048
RES_3922,3304557,459,319.0,224
RES_3923,3304557,211,131.0,92
RES_3924,3304557,208,151.0,106
RES_3925,3304557,14948,10786.23795147086,7562
RES_3926,3304557,23073,16536.0,11592
RES_3927,3304557,7291,5279.0,3701
RES_3928,3304557,1054,745.0,522
RES_3929,3304557,2574,1613.0,1131
RES_3930,3304557,633,412.0,289
RES_3931,3304557,421,273.0,191
RES_3932,3304557,680,457.0,320
RES_3933,3304557,813,529.0,371
RES_3934,3304557,954,638.0,447
RES_3935,3304557,863,569.0,399
RES_3936,3304557,1315,870.0,610
RES_3937,3304557,464,317.0,222
RES_3938,3304557,64,49.940436654486334,35
RES_3939,3304557,618,409.0,287
RES_3940,3304557,863,581.0,407
RES_3941,3304557,127,77.0,54
RES_3942,3304557,319,202.0,142
RES_3943,3304557,3133,2049.0,1436
RES_3944,3304557,1111,692.8093369121173,486
RES_3945,3304557,332,236.0,165
RES_3946,3304557,5105,3496.0,2451
RES_3947,3304557,4,2.52379514708594,2
RES_3948,3304557,4912,3320.0,2327
RES_3949,3304557,5336,3517.0,2466
RES_3950,3304557,1321,780.0,547
RES_3951,3304557,1837,1172.0,822
RES_3952,3304557,2524,1519.0,1065
RES_3953,3304557,5248,3076.4283126475466,2157
RES_3954,3304557,1418,925.0,648
RES_3955,3304557,710,430.0,301
RES_3956,3304557,2432,1567.0,1099
RES_3957,3304557,416,282.0,198
RES_3958,3304557,632,444.0,311
RES_3959,3304557,1928,1289.0,904
RES_3960,3304557,4805,3163.0,2217
RES_3961,3304557,2400,1510.0,1059
RES_3962,3304557,2049,1401.0,982
RES_3963,3304557,1088,805.0,564
RES_3964,3304557,302,206.0,144
RES_3965,3304557,1046,786.0,551
RES_3966,3304557,5402,3735.0,2618
RES_3967,3304557,1470,1115.0,782
RES_3968,3304557,690,437.0,306
RES_3969,3304557,600,378.0,265
RES_3970,3304557,10574,6704.0,4700
RES_3971,3304557,2259,1434.0,1005
RES_3972,3304557,2939,1860.0,1304
RES_3973,3304557,10390,6619.0,4640
RES_3974,3304557,450,305.0,214
RES_3975,3304557,181,111.0,78
RES_3976,3304557,263,165.0,116
RES_3977,3304557,192,132.0,93
RES_3978,3304557,176,95.0,67
RES_3979,3304557,12,7.571385441257821,5
RES_3980,3304557,145,97.0,68
RES_3981,3304557,323,209.0,147
RES_3982,3304557,1382,853.0,598
RES_3983,3304557,30,18.92846360314455,13
RES_3984,3304557,4018,2493.0,1748
RES_3985,3304557,4060,2649.988026948658,1858
RES_3986,3304557,915,568.0,398
RES_3987,3304557,3205,2068.0,1450
RES_3988,3304557,4817,3281.0,2300
RES_3989,3304557,5896,3582.0,2511
RES_3990,3304557,1442,1015.0,712
RES_3991,3304557,170,110.0,77
RES_3992,3304557,249,155.0,109
RES_3993,3304557,546,362.0,254
RES_3994,3304557,462,283.0,198
RES_3995,3304557,557,383.0,268
RES_3996,3304557,1117,758.0,531
RES_3997,3304557,1554,990.0,694
RES_3998,3304557,2759,1752.0,1228
RES_3999,3304557,3530,2223.0,1558
RES_4000,3304557,5814,3770.5710835300624,2643
RES_4001,3304557,3420,2158.0,1513
RES_4002,3304557,3942,2449.0,1717
RES_4003,3304557,444,310.0,217
RES_4004,3304557,2480,1452.0,1018
RES_4005,3304557,6964,3892.0,2728
RES_4006,3304557,6389,3927.0,2753
RES_4007,3304557,2052,1270.0,890
RES_4008,3304557,660,423.0,297
RES_4009,3304557,300,185.0,130
RES_4010,3304557,9938,6241.0,4375
RES_4011,3304557,13722,8808.035617242831,6175
RES_4012,3304557,1744,1059.0,742
RES_4013,3304557,809,509.0,357
RES_4014,3304557,4897,3098.3687493020334,2172
RES_4015,3304557,638,407.0,285
RES_4016,3304557,357,231.0,162
RES_4017,3304557,600,425.0,298
RES_4018,3304557,350,223.0,156
RES_4019,3304557,739,500.0,351
RES_4020,3304557,485,318.0,223
RES_4021,3304557,188,117.0,82
RES_4022,3304557,256,184.0,129
RES_4023,3304557,525,327.0,229
RES_4024,3304557,153,104.0,73
RES_4025,3304557,1757,1149.0,805
RES_4026,3304557,3580,2265.0,1588
RES_4027,3304557,479,275.0,193
RES_4028,3304557,3503,2270.0,1591
RES_4029,3304557,6111,3719.0,2607
RES_4030,3304557,6501,4011.4043665448635,2812
RES_4031,3304557,1687,969.0,679
RES_4032,3304557,4869,3132.0,2196
RES_4033,3304557,7006,4355.0,3053
RES_4034,3304557,365,216.0,151
RES_4035,3304557,1259,779.0,546
RES_4036,3304557,461,297.0,208
RES_4037,3304557,761,521.0,365
RES_4038,3304557,366,244.0,171
RES_4039,3304557,539,374.0,262
RES_4040,3304557,12,7.571385441257821,5
RES_4041,3304557,2036,1442.0,1011
RES_4042,3304557,695,497.0,348
RES_4043,3304557,1642,1017.0,713
RES_4044,3304557,3114,1996.0,1399
RES_4045,3304557,188,123.0,86
RES_4046,3304557,1078,694.0,487
RES_4047,3304557,3828,2392.0,1677
RES_4048,3304557,756,487.0,341
RES_4049,3304557,6004,3842.0,2693
RES_4050,3304557,7153,4519.0,3168
RES_4051,3304557,7164,4531.0,3176
RES_4052,3304557,1005,667.0,468
RES_4053,3304557,2435,1570.0,1101
RES_4054,3304557,7704,4835.0,3389
RES_4055,3304557,4067,2434.0,1706
RES_4056,3304557,4096,2518.0,1765
RES_4057,3304557,341,209.0,147
RES_4058,3304557,2177,1339.0,939
RES_4059,3304557,3894,2369.0,1661
RES_4060,3304557,7455,4657.595029632746,3265
RES_4061,3304557,5694,3385.809035000922,2374
RES_4062,3304557,438,257.0,180
RES_4063,3304557,4521,3041.0,2132
RES_4064,3304557,9399,5708.0,4001
RES_4065,3304557,7083,4291.0,3008
RES_4066,3304557,3698,2283.0,1600
RES_4067,3304557,421,254.0,178
RES_4068,3304557,1522,983.0,689
RES_4069,3304557,989,618.0,433
RES_4070,3304557,496,312.0,219
RES_4071,3304557,718,486.0,341
RES_4072,3304557,75,47.321159007861375,33
RES_4073,3304557,102,69.0,48
RES_4074,3304557,261,173.0,121
RES_4075,3304557,852,543.0,381
RES_4076,3304557,441,292.0,205
RES_4077,3304557,346,238.0,167
RES_4078,3304557,1082,701.3567762506915,492
RES_4079,3304557,54,40.0,28
RES_4080,3304557,375,249.0,175
RES_4081,3304557,483,307.0,215
RES_4082,3304557,451,290.0,203
RES_4083,3304557,285,195.0,137
RES_4084,3304557,207,126.0,88
RES_4085,3304557,928,612.0,429
RES_4086,3304557,44,27.76174661794534,19
RES_4087,3304557,2643,1583.0,1110
RES_4088,3304557,664,349.0,245
RES_4089,3304557,3341,2066.0,1448
RES_4090,3304557,688,446.0,313
RES_4091,3304557,850,505.9281616919493,355
RES_4092,3304557,2601,1561.0,1094
RES_4093,3304557,3986,2460.0,1725
RES_4094,3304557,945,607.0,426
RES_4095,3304557,1132,656.0,460
RES_4096,3304557,5485,3372.285541765031,2364
RES_4097,3304557,1803,1121.0,786
RES_4098,3304557,1977,1278.0,896
RES_4099,3304557,622,389.0,273
RES_4100,3304557,1009,735.0,515
RES_4101,3304557,939,612.0,429
RES_4102,3304557,368,227.0,159
RES_4103,3304557,171,96.0,67
RES_4104,3304557,2356,1614.0,1131
RES_4105,3304557,556,343.0,240
RES_4106,3304557,523,324.0,227
RES_4107,3304557,707,450.0,315
RES_4108,3304557,531,351.0,246
RES_4109,3304557,146,92.0,64
RES_4110,3304557,2174,1499.0,1051
RES_4111,3304557,194,127.0,89
RES_4112,3304557,2481,1489.0,1044
RES_4113,3304557,5942,3647.0,2557
RES_4114,3304557,4603,2924.261897573543,2050
RES_4115,3304557,5494,3377.0,2367
RES_4116,3304557,8596,5085.0,3565
RES_4117,3304557,4678,2776.38042044218,1946
RES_4118,3304557,2620,1578.0,1106
RES_4119,3304557,1843,1203.0,843
RES_4120,3304557,4470,2686.0,1883
RES_4121,3304557,1796,1093.0,766
RES_4122,3304557,1642,1078.0,756
RES_4123,3304557,986,643.0,451
RES_4124,3304557,563,346.0,243
RES_4125,3304557,888,576.0,404
RES_4126,3304557,2351,1525.0,1069
RES_4127,3304557,3295,2154.0,1510
RES_4128,3304557,759,477.0,334
RES_4129,3304557,848,537.0,376
RES_4130,3304557,835,548.0,384
RES_4131,3304557,755,477.0,334
RES_4132,3304557,279,179.0,125
RES_4133,3304557,1064,686.0,481
RES_4134,3304557,1079,698.0,489
RES_4135,3304557,3235,2067.0,1449
RES_4136,3304557,704,465.0,326
RES_4137,3304557,530,355.0,249
RES_4138,3304557,628,411.0,288
RES_4139,3304557,909,588.0,412
RES_4140,3304557,4853,2875.0,2015
RES_4141,3304557,2249,1353.0,948
RES_4142,3304557,3676,2371.0,1662
RES_4143,3304557,6950,4035.0,2829
RES_4144,3304557,2304,1336.0,937
RES_4145,3304557,2425,1521.0,1066
RES_4146,3304557,4894,3004.0,2106
RES_4147,3304557,1488,914.2253745971271,641
RES_4148,3304557,717,469.0,329
RES_4149,3304557,1809,1164.0,816
RES_4150,3304557,448,279.0,196
RES_4151,3304557,683,438.0,307
RES_4152,3304557,537,359.0,252
RES_4153,3304557,82,51.0,36
RES_4154,3304557,426,256.0,179
RES_4155,3304557,1365,901.0,632
RES_4156,3304557,1167,790.0,554
RES_4157,3304557,2102,1281.5118220957443,898
RES_4158,3304557,3853,2284.0,1601
RES_4159,3304557,985,618.0,433
RES_4160,3304557,504,305.0,214
RES_4161,3304557,2194,1344.0,942
RES_4162,3304557,3408,2158.0,1513
RES_4163,3304557,630,453.0,318
RES_4164,3304557,66,45.0,32
RES_4165,3304557,630,390.0,273
RES_4166,3304557,999,727.1427708825156,510
RES_4167,3304557,762,479.0,336
RES_4168,3304557,2874,1772.0,1242
RES_4169,3304557,317,227.0,159
RES_4170,3304557,522,395.0,277
RES_4171,3304557,554,365.0,256
RES_4172,3304557,904,615.0,431
RES_4173,3304557,600,415.0,291
RES_4174,3304557,602,438.0,307
RES_4175,3304557,493,343.0,240
RES_4176,3304557,3301,2197.0,1540
RES_4177,3304557,1609,959.0,672
RES_4178,3304557,648,423.0,297
RES_4179,3304557,2076,1169.0,820
RES_4180,3304557,1414,944.3567762506915,662
RES_4181,3304557,69,43.0,30
RES_4182,3304557,1872,1148.0,805
RES_4183,3304557,745,514.0,360
RES_4184,3304557,1789,1166.0,817
