id,municipality_code,census_population,age_15_59_measured_or_suppression_proxy,census_municipal_employment_calibrated
RES_1390,3302502,4089,2653.0,1568
RES_1391,3302502,2383,1531.0,905
RES_1392,3302502,3340,2183.8764620657976,1291
RES_1393,3302502,3044,1963.0,1160
RES_1394,3302502,481,291.0,172
RES_1395,3302502,772,472.0,279
RES_1396,3302502,1255,832.4163805693764,492
RES_1397,3302502,192,126.0,74
RES_1398,3302502,199,119.0,70
RES_1399,3302502,3677,2353.0,1391
RES_1400,3302502,4716,3054.0,1805
RES_1401,3302502,3753,2362.0,1396
RES_1402,3302502,3016,1935.748277324287,1144
RES_1403,3302502,2955,1988.0,1175
RES_1404,3302502,677,446.0,264
RES_1405,3302502,547,321.0,190
RES_1406,3302502,11,8.04907975460121,5
RES_1407,3302502,952,600.0,355
RES_1408,3302502,1959,1238.0,732
RES_1409,3302502,4111,2643.0,1562
RES_1410,3302502,5657,3689.0,2180
RES_1411,3302502,1652,1098.0,649
RES_1412,3302502,694,421.0,249
RES_1413,3302502,382,252.0,149
RES_1414,3302502,998,643.0,380
RES_1415,3302502,2825,1826.0,1079
RES_1416,3302502,1944,1271.0,751
RES_1417,3302502,572,374.0,221
RES_1418,3302502,1709,1101.0,651
RES_1419,3302502,287,173.0,102
RES_1420,3302502,891,555.0,328
RES_1421,3302502,222,142.0,84
RES_1422,3302502,992,667.0,394
RES_1423,3302502,706,441.0,261
RES_1424,3302502,587,365.0,216
RES_1425,3302502,210,136.0,80
RES_1426,3302502,398,263.0,155
RES_1427,3302502,2538,1603.0,947
RES_1428,3302502,4,2.536132018799251,1
RES_1429,3302502,254,156.0,92
RES_1430,3302502,1,0.6340330046998127,0
RES_1431,3302502,589,380.6130790190736,225
RES_1432,3302502,558,354.0,209
RES_1433,3302502,305,197.0,116
RES_1434,3302502,16,10.144528075197004,6
RES_1435,3302502,539,317.0,187
RES_1436,3302502,207,122.0,72
RES_1437,3302502,211,128.0,76
RES_1438,3302502,29,18.38695713629457,11
RES_1439,3302502,147,101.0,60
RES_1440,3302502,758,500.0,295
RES_1441,3302502,502,298.0,176
RES_1442,3302502,789,528.7785610798968,313
RES_1443,3302502,1299,844.0,499
RES_1444,3302502,951,632.0,374
RES_1445,3302502,7,4.438231032898689,3
RES_1446,3302502,581,381.0,225
RES_1447,3302502,2657,1725.0,1020
RES_1448,3302502,1236,820.0,485
RES_1449,3302502,876,555.0,328
RES_1450,3302502,217,123.0,73
RES_1451,3302502,908,595.0,352
RES_1452,3302502,432,287.0,170
RES_1453,3302502,119,72.0,43
RES_1454,3302502,249,166.0,98
RES_1455,3302502,6,3.8041980281988765,2
RES_1456,3302502,64,40.578112300788014,24
RES_1457,3302502,524,319.0,189
RES_1458,3302502,485,320.0,189
RES_1459,3302502,379,247.0,146
RES_1460,3302502,319,219.0,129
RES_1461,3302502,606,383.0,226
RES_1462,3302502,618,401.0,237
RES_1463,3302502,436,291.0,172
RES_1464,3302502,309,208.0,123
RES_1465,3302502,106,68.0,40
RES_1466,3302502,426,270.0,160
RES_1467,3302502,438,295.0,174
RES_1468,3302502,252,167.0,99
RES_1469,3302502,885,588.0,348
RES_1470,3302502,1272,777.0,459
RES_1471,3302502,45,28.53148521149157,17
RES_1472,3302502,331,198.0,117
RES_1473,3302502,274,186.0,110
RES_1474,3302502,2010,1253.0,741
RES_1475,3302502,341,210.0,124
RES_1476,3302502,365,235.0,139
RES_1477,3302502,135,87.0,51
RES_1478,3302502,769,503.65037633838654,298
RES_1479,3302502,269,161.0,95
RES_1480,3302502,329,201.0,119
RES_1481,3302502,66,47.0,28
RES_1482,3302502,273,171.0,101
RES_1483,3302502,293,190.0,112
RES_1484,3302502,31,19.655023145694194,12
RES_1485,3302502,479,310.0,183
RES_1486,3302502,1467,885.0,523
RES_1487,3302502,115,77.0,45
RES_1488,3302502,239,149.0,88
RES_1489,3302502,356,205.0,121
RES_1490,3302502,143,72.0,43
RES_1491,3302502,76,51.0,30
RES_1492,3302502,266,164.0,97
RES_1493,3302502,120,69.0,41
RES_1494,3302502,572,334.0,197
RES_1495,3302502,202,111.0,66
RES_1496,3302502,69,43.74827732428708,26
RES_1497,3302502,937,588.0,348
RES_1498,3302502,411,253.0,149
RES_1499,3302502,314,186.0576923076923,110
RES_1500,3302502,365,241.0,142
RES_1501,3302502,268,159.5091743119266,94
RES_1502,3302502,219,145.0,86
RES_1503,3302502,600,389.0,230
RES_1504,3302502,296,183.0,108
RES_1505,3302502,394,245.0,145
RES_1506,3302601,71,45.152,30
RES_1507,3302601,12,7.524954806256385,5
RES_1508,3302601,2,1.2541591343760643,1
RES_1509,3302601,14,8.77911394063245,6
RES_1510,3302601,90,55.0,37
RES_1511,3302601,96,66.0,44
RES_1512,3302601,137,97.02127659574468,65
RES_1513,3302601,29,18.18530744845293,12
RES_1514,3302601,56,35.1164557625298,23
RES_1515,3302601,40,29.53846153846153,20
RES_1516,3302601,584,369.0598591549296,247
RES_1517,3302601,164,119.0,79
RES_1518,3302700,1,0.6290271523246433,0
RES_1519,3302700,1141,690.0,472
RES_1520,3302700,934,621.0,425
RES_1521,3302700,123,67.0,46
RES_1522,3302700,595,365.0,250
RES_1523,3302700,2964,1814.0,1242
RES_1524,3302700,1410,893.0,611
RES_1525,3302700,136,86.0,59
RES_1526,3302700,2485,1546.0,1058
RES_1527,3302700,1316,863.0,591
RES_1528,3302700,539,326.0,223
RES_1529,3302700,6,3.77416291394786,3
RES_1530,3302700,1496,928.0,635
RES_1531,3302700,1836,1145.0,784
RES_1532,3302700,35,22.015950331362518,15
RES_1533,3302700,13,8.177352980220363,6
RES_1534,3302700,304,192.0,131
RES_1535,3302700,708,441.0,302
RES_1536,3302700,899,583.0,399
RES_1537,3302700,1169,768.0,526
RES_1538,3302700,67,42.144819205751105,29
RES_1539,3302700,1266,792.0,542
RES_1540,3302700,1055,699.0,478
RES_1541,3302700,140,77.0,53
RES_1542,3302700,367,221.0,151
RES_1543,3302700,1548,981.0,672
RES_1544,3302700,33,20.75789602671323,14
RES_1545,3302700,5,3.1451357616232167,2
RES_1546,3302700,1011,657.0,450
RES_1547,3302700,2036,1236.0,846
RES_1548,3302700,427,289.0,198
RES_1549,3302700,415,251.0,172
RES_1550,3302700,1576,986.0,675
RES_1551,3302700,1054,692.0,474
RES_1552,3302700,650,424.0,290
RES_1553,3302700,163,102.0,70
RES_1554,3302700,97,68.0,47
RES_1555,3302700,119,80.0,55
RES_1556,3302700,368,226.0,155
RES_1557,3302700,474,261.0,179
RES_1558,3302700,2017,1298.0,889
RES_1559,3302700,1191,737.0,504
RES_1560,3302700,990,621.0,425
RES_1561,3302700,2294,1485.0,1017
RES_1562,3302700,2203,1414.0,968
RES_1563,3302700,83,52.2092536429454,36
RES_1564,3302700,1228,828.0,567
RES_1565,3302700,220,149.0,102
RES_1566,3302700,2,1.2580543046492867,1
RES_1567,3302700,273,169.85714285714283,116
RES_1568,3302700,1583,981.9415561177063,672
RES_1569,3302700,591,335.91269841269843,230
RES_1570,3302700,1368,843.8970379985839,578
RES_1571,3302700,420,264.20258416278466,181
RES_1572,3302700,415,249.3020232176696,171
RES_1573,3302700,445,267.93620178041544,183
RES_1574,3302700,4,1.8749999999999964,1
RES_1575,3302700,979,603.1610860929858,413
RES_1576,3302700,202,133.0,91
RES_1577,3302700,383,263.0,180
RES_1578,3302700,464,318.0,218
RES_1579,3302700,264,164.88676490110183,113
RES_1580,3302700,111,71.0,49
RES_1581,3302700,139,89.0,61
RES_1582,3302700,377,223.0,153
RES_1583,3302700,448,304.0,208
RES_1584,3302700,3506,2268.467624503467,1553
RES_1585,3302700,719,464.0,318
RES_1586,3302700,1586,1011.532058940661,692
RES_1587,3302700,54,33.96746622553074,23
RES_1588,3302700,1296,855.0,585
RES_1589,3302700,895,572.0,392
RES_1590,3302700,25,15.725678808116083,11
RES_1591,3302700,266,168.0,115
RES_1592,3302700,560,357.0,244
RES_1593,3302700,1005,661.0,452
RES_1594,3302700,470,316.0,216
RES_1595,3302700,1044,704.0,482
RES_1596,3302700,1551,963.0,659
RES_1597,3302700,409,261.0,179
RES_1598,3302700,594,378.0,259
RES_1599,3302700,648,412.0,282
RES_1600,3302700,1881,1261.0,863
RES_1601,3302700,2207,1380.0,945
RES_1602,3302700,759,516.0,353
RES_1603,3302700,1852,1153.0,789
RES_1604,3302700,1047,670.0,459
RES_1605,3302700,100,67.0,46
RES_1606,3302700,2997,1917.9346158951894,1313
RES_1607,3302700,1035,637.0,436
RES_1608,3302700,1205,696.6127602650901,477
RES_1609,3302700,29,18.241787417414656,12
RES_1610,3302700,58,36.0,25
RES_1611,3302700,1031,630.0,431
RES_1612,3302700,5292,3471.0,2376
RES_1613,3302700,1140,731.0,500
RES_1614,3302700,1070,647.0,443
RES_1615,3302700,740,434.0,297
RES_1616,3302700,680,440.0,301
RES_1617,3302700,1271,773.0,529
RES_1618,3302700,2694,1681.0,1151
RES_1619,3302700,1131,691.0,473
RES_1620,3302700,1822,1132.0,775
RES_1621,3302700,2128,1366.0,935
RES_1622,3302700,29,18.241787417414656,12
RES_1623,3302700,1540,946.0,648
RES_1624,3302700,2605,1584.0,1084
RES_1625,3302700,837,539.4676245034668,369
RES_1626,3302700,1336,815.0,558
RES_1627,3302700,1418,940.0,643
RES_1628,3302700,867,549.0,376
RES_1629,3302700,898,603.0,413
RES_1630,3302700,517,334.0,229
RES_1631,3302700,951,553.0,379
RES_1632,3302700,3304,2141.0,1466
RES_1633,3302700,555,366.0,251
RES_1634,3302700,96,65.0,44
RES_1635,3302700,327,204.0,140
RES_1636,3302700,469,279.0,191
RES_1637,3302700,1675,1024.0,701
RES_1638,3302700,2358,1464.0,1002
RES_1639,3302700,2296,1505.0,1030
RES_1640,3302700,280,182.0,125
RES_1641,3302700,237,153.0,105
RES_1642,3302700,2756,1734.0,1187
RES_1643,3302700,2575,1694.0,1160
RES_1644,3302700,891,600.0,411
RES_1645,3302700,331,195.0,133
RES_1646,3302700,86,48.0,33
RES_1647,3302700,121,75.0,51
RES_1648,3302700,1608,1031.0,706
RES_1649,3302700,1387,933.0,639
RES_1650,3302700,516,354.0,242
RES_1651,3302700,342,192.0,131
RES_1652,3302700,2527,1571.0,1075
RES_1653,3302700,1348,893.0,611
RES_1654,3302700,617,401.0,274
RES_1655,3302700,2019,1305.0,893
RES_1656,3302700,1179,776.0,531
RES_1657,3302700,212,145.0,99
RES_1658,3302700,1113,662.0,453
RES_1659,3302700,632,412.0,282
RES_1660,3302700,592,385.0,264
RES_1661,3302700,1675,1111.0,761
RES_1662,3302700,468,317.0,217
RES_1663,3302700,1041,675.0,462
RES_1664,3302700,618,398.0,272
RES_1665,3302700,685,455.0,311
RES_1666,3302809,3,2.148288973384023,2
RES_1667,3302858,2475,1560.0,878
RES_1668,3302858,5932,3743.0,2107
RES_1669,3302858,4662,2923.0,1646
RES_1670,3302858,567,349.0,196
RES_1671,3302858,95,58.0,33
RES_1672,3302858,773,501.0,282
RES_1673,3302858,6036,3801.0,2140
RES_1674,3302858,3372,2100.0,1182
RES_1675,3302858,1050,665.0,374
RES_1676,3302858,928,580.0,327
RES_1677,3302858,10198,6553.0,3689
RES_1678,3302858,7109,4573.0,2574
RES_1679,3302858,3329,2152.0,1212
RES_1680,3302858,4441,2797.0,1575
RES_1681,3302858,85,52.0,29
RES_1682,3302858,366,233.0,131
RES_1683,3302858,3593,2267.0,1276
RES_1684,3302858,5523,3486.873246018717,1963
RES_1685,3302858,1132,723.0,407
RES_1686,3302858,150,100.0,56
RES_1687,3302858,943,622.0,350
RES_1688,3302858,2541,1592.0,896
RES_1689,3302858,752,495.75453249134245,279
RES_1690,3302858,1781,1113.0,627
RES_1691,3302858,173,116.0,65
RES_1692,3302858,5504,3544.0,1995
RES_1693,3302858,3750,2477.0,1394
RES_1694,3302858,1984,1265.0,712
RES_1695,3302858,622,381.0,215
RES_1696,3302858,3896,2472.0,1392
RES_1697,3302858,9443,6019.0,3388
RES_1698,3302858,381,247.0,139
RES_1699,3302858,180,107.0,60
RES_1700,3302858,2230,1425.0,802
RES_1701,3302858,1763,1147.0,646
RES_1702,3302858,474,337.0,190
RES_1703,3302858,6563,4221.0,2376
RES_1704,3302858,888,578.0,325
RES_1705,3302858,2585,1699.0,956
RES_1706,3302858,2178,1372.0,772
RES_1707,3302858,1435,888.0,500
RES_1708,3302858,133,63.0,35
RES_1709,3302858,2809,1751.0,986
RES_1710,3302858,1005,625.0,352
RES_1711,3302858,565,380.0,214
RES_1712,3302858,991,615.0,346
RES_1713,3302858,3528,2297.0,1293
RES_1714,3302858,4603,2947.0,1659
RES_1715,3302858,777,499.0,281
RES_1716,3302858,2227,1422.0,801
RES_1717,3302858,1130,703.0,396
RES_1718,3302858,1844,1209.0,681
RES_1719,3302858,2099,1473.0,829
RES_1720,3302858,57,36.0,20
RES_1721,3302858,5799,3879.309869028076,2184
RES_1722,3302858,338,223.0,126
RES_1723,3302858,215,140.0,79
RES_1724,3302858,722,460.0,259
RES_1725,3302858,2180,1349.0,759
RES_1726,3302858,1211,849.0,478
RES_1727,3302858,807,518.0,292
RES_1728,3302858,2612,1667.0,938
RES_1729,3302858,1351,813.0,458
RES_1730,3302858,2240,1463.0,824
RES_1731,3302858,4701,2997.0,1687
RES_1732,3302858,343,218.0,123
RES_1733,3302858,3036,1932.0,1088
RES_1734,3302858,2461,1544.3138892550298,869
RES_1735,3302858,5417,3499.0,1970
RES_1736,3302858,44,28.152924400560796,16
RES_1737,3302908,295,169.0,127
RES_1738,3302908,17,11.38938053097345,9
RES_1739,3303203,2356,1380.0,844
RES_1740,3303203,3888,2415.0,1477
RES_1741,3303203,4265,2755.0,1685
RES_1742,3303203,6748,4277.0,2616
RES_1743,3303203,442,285.0,174
RES_1744,3303203,1027,672.0,411
RES_1745,3303203,1532,953.0,583
RES_1746,3303203,689,398.0,243
RES_1747,3303203,6488,4110.0,2514
RES_1748,3303203,740,484.0,296
RES_1749,3303203,460,287.0,176
RES_1750,3303203,415,258.0,158
RES_1751,3303203,827,545.0,333
RES_1752,3303203,1175,766.0,469
RES_1753,3303203,902,572.0,350
RES_1754,3303203,4245,2735.0,1673
RES_1755,3303203,663,472.0,289
RES_1756,3303203,955,625.0,382
RES_1757,3303203,5557,3530.0,2159
RES_1758,3303203,1267,817.0,500
RES_1759,3303203,834,532.0,325
RES_1760,3303203,412,240.0,147
RES_1761,3303203,798,516.0,316
RES_1762,3303203,3169,2034.0,1244
RES_1763,3303203,1824,1141.0,698
RES_1764,3303203,6048,3772.0,2307
RES_1765,3303203,813,508.0,311
RES_1766,3303203,4179,2576.0,1576
RES_1767,3303203,1231,777.0,475
RES_1768,3303203,532,341.0,209
RES_1769,3303203,3897,2512.0,1537
RES_1770,3303203,5140,3250.0,1988
RES_1771,3303203,1267,812.0,497
RES_1772,3303203,7472,4752.0,2907
RES_1773,3303203,5192,3331.0,2038
RES_1774,3303203,1211,774.0,474
RES_1775,3303203,3956,2504.0,1532
RES_1776,3303203,860,545.0,333
RES_1777,3303203,4297,2701.0,1652
RES_1778,3303203,2542,1574.0,963
RES_1779,3303203,1973,1236.0,756
RES_1780,3303203,307,179.0,110
RES_1781,3303203,393,279.0,171
RES_1782,3303203,1967,1264.0,773
RES_1783,3303203,6448,4094.0,2504
RES_1784,3303203,974,618.0,378
RES_1785,3303203,176,120.0,73
RES_1786,3303203,1793,1124.0,688
RES_1787,3303203,1400,643.0,393
RES_1788,3303203,7575,4874.0,2982
RES_1789,3303203,2759,1706.0,1044
RES_1790,3303203,3581,2262.0,1384
RES_1791,3303203,5121,3230.0,1976
RES_1792,3303203,2558,1619.0,990
RES_1793,3303203,696,449.0,275
RES_1794,3303203,433,255.0,156
RES_1795,3303203,1217,797.0,488
RES_1796,3303203,2403,1473.0,901
RES_1797,3303203,766,528.0,323
RES_1798,3303203,3919,2477.0,1515
RES_1799,3303302,2482,1582.0,1211
RES_1800,3303302,367,206.0,158
RES_1801,3303302,504,351.0,269
RES_1802,3303302,459,282.0,216
RES_1803,3303302,1202,716.0,548
RES_1804,3303302,401,254.0,194
RES_1805,3303302,617,394.0,302
RES_1806,3303302,1023,677.0,518
RES_1807,3303302,42,25.841819279533105,20
RES_1808,3303302,1945,1310.0,1003
RES_1809,3303302,21,12.920909639766553,10
RES_1810,3303302,660,416.0,318
RES_1811,3303302,1177,754.6152814114174,578
RES_1812,3303302,490,312.0,239
RES_1813,3303302,784,471.0,361
RES_1814,3303302,539,319.0764070570873,244
RES_1815,3303302,3722,2207.6916884685047,1690
RES_1816,3303302,2220,1287.3056282283492,986
RES_1817,3303302,3618,2286.0,1750
RES_1818,3303302,3306,2148.0,1645
RES_1819,3303302,100,62.0,47
RES_1820,3303302,2864,1842.0,1410
RES_1821,3303302,21,12.920909639766553,10
RES_1822,3303302,586,370.0,283
RES_1823,3303302,560,392.0,300
RES_1824,3303302,379,244.0,187
RES_1825,3303302,577,327.0,250
RES_1826,3303302,994,614.143422553163,470
RES_1827,3303302,373,219.0,168
RES_1828,3303302,103,63.37398537599785,49
RES_1829,3303302,660,413.0,316
RES_1830,3303302,1286,872.0,668
RES_1831,3303302,212,140.0,107
RES_1832,3303302,737,502.0,384
RES_1833,3303302,722,466.0,357
RES_1834,3303302,2462,1515.0,1160
RES_1835,3303302,98,74.0,57
RES_1836,3303302,1256,832.0,637
RES_1837,3303302,1113,637.0,488
RES_1838,3303302,1145,683.0,523
RES_1839,3303302,1147,693.0,531
RES_1840,3303302,2732,1700.607231501979,1302
RES_1841,3303302,42,25.841819279533105,20
RES_1842,3303302,523,361.0,276
RES_1843,3303302,899,631.0,483
RES_1844,3303302,345,200.0,153
RES_1845,3303302,542,369.4597839940967,283
RES_1846,3303302,737,454.0,348
RES_1847,3303302,197,131.0,100
RES_1848,3303302,356,230.0,176
RES_1849,3303302,1726,1096.8712685315622,840
RES_1850,3303302,922,591.0,452
RES_1851,3303302,2061,1337.0,1024
RES_1852,3303302,458,277.0,212
RES_1853,3303302,576,376.0,288
RES_1854,3303302,469,322.0,247
RES_1855,3303302,560,331.0,253
RES_1856,3303302,794,475.0,364
RES_1857,3303302,2143,1355.0,1037
RES_1858,3303302,474,312.0,239
RES_1859,3303302,1893,1203.8377943248138,922
RES_1860,3303302,494,282.9879251358422,217
RES_1861,3303302,250,177.0,135
RES_1862,3303302,83,51.068357147648754,39
RES_1863,3303302,416,277.0,212
RES_1864,3303302,349,232.0,178
RES_1865,3303302,59,36.30160327362984,28
RES_1866,3303302,455,293.0,224
RES_1867,3303302,129,86.0,66
RES_1868,3303302,358,226.0,173
RES_1869,3303302,343,211.04152411618702,162
RES_1870,3303302,2599,1668.289528409472,1277
RES_1871,3303302,4348,2847.0,2180
RES_1872,3303302,4072,2605.2225129133963,1995
RES_1873,3303302,3492,2215.3283692225127,1696
RES_1874,3303302,1028,752.0,576
RES_1875,3303302,1023,723.0,554
RES_1876,3303302,1033,681.0,521
RES_1877,3303302,873,586.0,449
RES_1878,3303302,698,395.0,302
RES_1879,3303302,3345,2068.0,1583
RES_1880,3303302,185,123.0,94
RES_1881,3303302,4382,2884.0,2208
RES_1882,3303302,1026,675.0,517
RES_1883,3303302,2664,1766.0,1352
RES_1884,3303302,1884,1200.0,919
RES_1885,3303302,2335,1390.9074931240357,1065
RES_1886,3303302,419,262.0,201
RES_1887,3303302,81,50.995975045280744,39
RES_1888,3303302,413,248.99329174213457,191
RES_1889,3303302,376,250.0,191
RES_1890,3303302,146,99.0,76
RES_1891,3303302,2896,1751.0,1341
RES_1892,3303302,3641,2219.0,1699
RES_1893,3303302,2079,1249.0,956
RES_1894,3303302,12,7.383376937009459,6
RES_1895,3303302,601,375.0,287
RES_1896,3303302,1180,724.0,554
RES_1897,3303302,537,330.0,253
RES_1898,3303302,571,368.0,282
RES_1899,3303302,898,534.0,409
RES_1900,3303302,712,438.0,335
RES_1901,3303302,1241,784.0,600
RES_1902,3303302,105,63.0,48
RES_1903,3303302,1114,681.0,521
RES_1904,3303302,458,264.0,202
RES_1905,3303302,655,409.0,313
RES_1906,3303302,39,23.99597504528074,18
RES_1907,3303302,458,272.0,208
RES_1908,3303302,126,84.0,64
RES_1909,3303302,1474,921.0,705
RES_1910,3303302,3204,2138.0,1637
RES_1911,3303302,2698,1762.7654122224458,1350
RES_1912,3303302,2071,1286.0,985
RES_1913,3303302,1308,820.0,628
RES_1914,3303302,409,264.0,202
RES_1915,3303302,708,472.0,361
RES_1916,3303302,351,234.0,179
RES_1917,3303302,5,3.076407057087274,2
RES_1918,3303302,15,9.229221171261823,7
RES_1919,3303302,2143,1451.0,1111
RES_1920,3303302,985,630.3820352854364,483
RES_1921,3303302,655,421.0,322
RES_1922,3303302,338,208.0,159
RES_1923,3303302,6663,4090.9088347756087,3132
RES_1924,3303302,1148,729.0,558
RES_1925,3303302,5530,3351.6045481988326,2566
RES_1926,3303302,3047,1920.9195679881934,1471
RES_1927,3303302,8431,5033.0,3854
RES_1928,3303302,3264,2014.0,1542
RES_1929,3303302,545,345.0,264
RES_1930,3303302,2347,1385.0,1060
RES_1931,3303302,2586,1531.1528141141746,1172
RES_1932,3303302,359,236.0,181
RES_1933,3303302,1397,898.0,688
RES_1934,3303302,764,475.9959750452807,364
RES_1935,3303302,976,626.0,479
RES_1936,3303302,560,345.0,264
RES_1937,3303302,73,50.0,38
RES_1938,3303302,279,183.0,140
RES_1939,3303302,925,591.0,452
RES_1940,3303302,473,320.0,245
RES_1941,3303302,419,252.0,193
RES_1942,3303302,313,200.0,153
RES_1943,3303302,137,81.0,62
RES_1944,3303302,572,340.0,260
RES_1945,3303302,489,306.0,234
RES_1946,3303302,588,371.0,284
RES_1947,3303302,215,130.0,100
RES_1948,3303302,2948,1865.0,1428
RES_1949,3303302,232,143.0,109
RES_1950,3303302,699,448.0,343
RES_1951,3303302,250,160.38337693700947,123
RES_1952,3303302,13733,7487.833769370094,5733
RES_1953,3303302,17543,9299.0,7120
RES_1954,3303302,20681,11487.615281411418,8796
RES_1955,3303302,3616,2400.0,1838
RES_1956,3303302,8858,5459.0,4180
RES_1957,3303302,11392,6726.532166096465,5150
RES_1958,3303302,1341,862.0,660
RES_1959,3303302,83,51.068357147648754,39
RES_1960,3303302,519,323.0,247
RES_1961,3303302,1526,901.0,690
RES_1962,3303302,1978,1226.0,939
RES_1963,3303302,1696,1095.0,838
RES_1964,3303302,12392,7405.0,5670
RES_1965,3303302,1280,788.0,603
RES_1966,3303302,534,349.0,267
RES_1967,3303302,918,635.0,486
RES_1968,3303302,411,242.0,185
RES_1969,3303302,496,256.2305628228349,196
RES_1970,3303302,1302,793.3056282283491,607
RES_1971,3303302,166,118.0,90
RES_1972,3303302,34,20.919567988193464,16
RES_1973,3303302,196,145.0,111
RES_1974,3303302,1493,912.0,698
RES_1975,3303302,1640,956.0,732
RES_1976,3303302,1717,1088.0,833
RES_1977,3303302,1721,1038.0,795
RES_1978,3303302,895,540.0,413
RES_1979,3303302,220,127.0,97
RES_1980,3303302,1391,914.0,700
RES_1981,3303302,2148,1320.0,1011
RES_1982,3303302,106,65.0,50
RES_1983,3303302,747,500.0,383
RES_1984,3303302,1100,735.0,563
RES_1985,3303302,152,91.0,70
RES_1986,3303302,871,524.0,401
RES_1987,3303302,867,569.0,436
RES_1988,3303302,683,446.0,341
RES_1989,3303302,78,47.99195009056148,37
RES_1990,3303302,320,198.0,152
RES_1991,3303302,478,326.0,250
RES_1992,3303302,1158,708.0,542
RES_1993,3303302,423,294.0,225
RES_1994,3303302,401,249.0,191
RES_1995,3303302,129,79.37130207285168,61
RES_1996,3303302,81,48.0,37
RES_1997,3303302,427,244.0,187
RES_1998,3303302,983,595.0,456
RES_1999,3303302,173,115.0,88
RES_2000,3303302,720,446.0,341
RES_2001,3303302,856,555.0,425
RES_2002,3303302,1223,776.3806936338633,594
RES_2003,3303302,1515,913.0,699
RES_2004,3303302,757,455.376668679144,349
RES_2005,3303302,358,226.0,173
RES_2006,3303302,735,453.0,347
RES_2007,3303302,850,586.0,449
RES_2008,3303302,721,475.0,364
RES_2009,3303302,590,403.0,309
RES_2010,3303302,329,220.0,168
RES_2011,3303302,592,377.0,289
RES_2012,3303302,373,245.0,188
RES_2013,3303302,796,515.0,394
RES_2014,3303302,526,346.0,265
RES_2015,3303302,272,189.0,145
RES_2016,3303302,1931,1220.0,934
RES_2017,3303302,1120,695.0,532
RES_2018,3303302,206,145.0,111
RES_2019,3303302,797,510.0,390
RES_2020,3303302,152,94.0,72
RES_2021,3303302,703,485.0,371
RES_2022,3303302,878,548.0,420
RES_2023,3303302,1198,738.0,565
RES_2024,3303302,1725,1063.0,814
RES_2025,3303302,977,597.0,457
RES_2026,3303302,559,343.0,263
RES_2027,3303302,235,157.0,120
RES_2028,3303302,211,121.0,93
RES_2029,3303302,72,44.30026162205675,34
RES_2030,3303302,279,188.0,144
RES_2031,3303302,493,317.0,243
RES_2032,3303302,673,435.0,333
RES_2033,3303302,435,287.0,220
RES_2034,3303302,589,372.0,285
RES_2035,3303302,1414,956.0,732
RES_2036,3303302,33,20.0,15
RES_2037,3303302,272,169.0,129
RES_2038,3303302,360,234.0,179
RES_2039,3303302,141,90.0,69
RES_2040,3303302,3,1.8458442342523647,1
RES_2041,3303302,239,152.0,116
RES_2042,3303302,25,15.382035285436372,12
RES_2043,3303302,1513,929.0,711
RES_2044,3303302,1776,1057.0,809
RES_2045,3303302,46,28.302944925202922,22
RES_2046,3303302,1670,1047.0,802
RES_2047,3303302,1375,775.0,593
RES_2048,3303302,90,58.0,44
RES_2049,3303302,1298,774.0,593
RES_2050,3303302,1196,724.0,554
RES_2051,3303302,1313,799.0,612
RES_2052,3303302,1580,1016.0,778
RES_2053,3303302,723,414.0,317
RES_2054,3303302,567,364.0,279
RES_2055,3303302,1372,842.0,645
RES_2056,3303302,1586,997.0,763
RES_2057,3303302,574,355.0,272
RES_2058,3303302,1034,588.0,450
RES_2059,3303302,1031,700.2292211712618,536
RES_2060,3303302,837,559.0,428
RES_2061,3303302,647,411.0,315
RES_2062,3303302,602,388.0,297
RES_2063,3303302,997,695.0,532
RES_2064,3303302,777,490.23056282283494,375
RES_2065,3303302,247,150.0,115
RES_2066,3303302,2891,1698.0,1300
RES_2067,3303302,348,227.0,174
RES_2068,3303302,1394,887.0,679
RES_2069,3303302,39,23.995975045280737,18
RES_2070,3303302,3,1.8458442342523647,1
RES_2071,3303302,767,482.0,369
RES_2072,3303302,834,516.0,395
RES_2073,3303302,292,189.0,145
RES_2074,3303302,1684,1082.0,828
RES_2075,3303302,140,91.0,70
RES_2076,3303302,343,218.45978399409674,167
RES_2077,3303302,1043,683.0,523
RES_2078,3303302,92,61.0,47
RES_2079,3303302,2088,1305.3042865767761,999
RES_2080,3303302,2366,1515.0,1160
RES_2081,3303302,233,142.0,109
RES_2082,3303302,304,196.0,150
RES_2083,3303302,1755,1062.0,813
RES_2084,3303302,3699,2339.0,1791
RES_2085,3303302,271,189.0,145
RES_2086,3303302,1088,732.0,560
RES_2087,3303302,500,287.0,220
RES_2088,3303302,9982,6142.0,4703
RES_2089,3303302,6225,3820.0,2925
RES_2090,3303302,9630,6011.075065405515,4602
RES_2091,3303302,1625,1034.3833769370094,792
RES_2092,3303302,955,577.0,442
RES_2093,3303302,2434,1483.0,1135
RES_2094,3303302,78,47.99195009056148,37
RES_2095,3303302,399,280.0,214
RES_2096,3303302,563,355.0,272
RES_2097,3303302,676,432.0,331
RES_2098,3303302,215,139.0,106
RES_2099,3303302,188,128.0,98
RES_2100,3303302,642,437.0,335
RES_2101,3303302,2056,1341.0,1027
RES_2102,3303302,655,420.0,322
RES_2103,3303302,493,320.0,245
RES_2104,3303302,991,657.0,503
RES_2105,3303302,220,136.0,104
